lkp_id,cust_lvl,lkp_cmd,static_cmd_flg,lkp_comp,ret_fld,grp_nam
"l_dest_tab",0,"list authorized dashboard tabs where tab_id!='&tab_id' and ath_id='&ath_id' and template_flg='0'",0,"","","sal_data"
"l_detailparam",0,"list code descriptions where colnam = "detailparam"",1,"","","sal_data"
"l_dev_typ",0,"get web device types",1,"","","sal_data"
"l_devcls",0,"list code descriptions where colnam = "devcls"",1,"","","dcs_data"
"l_devcod",0,"list devices",0,"","","dcs_data"
"l_devcod_print_rcv",0,"list devices where devcls = "H" ",0,"","","dcs_data"
"l_devcod_printers",0,"if ('&wh_id' != ''){if('&devcod' != ''){if('&prtadr' != ''){list devices where wh_id = '&wh_id' and prtadr like '&prtadr' and devcod like '&devcod' and devcls='H'} else {list devices where wh_id = '&wh_id' and devcod like '&devcod' and devcls='H'} } else {list devices where wh_id = '&wh_id' and devcls='H'}} else {if('&devcod' != ''){if('&prtadr' != ''){list devices where prtadr like '&prtadr' and devcod like '&devcod' and devcls='H'} else {list devices where devcod like '&devcod' and devcls='H'} } else {list devices where devcls='H'}}",0,"","","dcs_data"
"l_devcod_processing",0,"if('&wh_id' != '' and '&wh_id' != '----'){list devices where wh_id = '&wh_id'} else {list devices}",0,"","","dcs_data"
"l_devcod_rdt",0,"list devices where devcls [in ('R','V')]",0,"","","dcs_data"
"l_devcod_reader",0,"if ('&wh_id' != ''){list devices where[devcls ='W' or devcls ='R'] and wh_id = '&wh_id'} else {list devices where[devcls ='W' or devcls ='R']}",0,"","","dcs_data"
"l_devcod_rf",0,"list rf devices",0,"","","dcs_data"
"l_devsrc",0,"list code descriptions where colnam = 'devsrc'",1,"","","sal_data"
"l_devtyp",0,"list code descriptions where colnam = "devtyp"",1,"","","dcs_data"
"l_dft_typ",0,"list code descriptions where colnam = "dft_typ"",1,"","","dcs_data"
"l_dhl_wgt_uom",0,"list measurement units where mu_cat = 'UOM_W'",1,"","","sal_prcl_data"
"l_dhl501_pay_mthd",0,"list code descriptions where colnam = 'cod_payment_mthd'",1,"","","sal_prcl_data"
"l_dhl545_fil_opt",0,"list code descriptions where colnam = 'aes_fil_opt'",1,"","","sal_prcl_data"
"l_direction",0,"list code descriptions where colnam = "direction" and codval <> 'X'",1,"","","dcs_data"
"l_direction_all",0,"list code descriptions where colnam = "direction"",1,"","","dcs_data"
"l_dis_edit_flg",0,"list code descriptions where colnam = 'dis_edit_flg'",1,"","","sal_data"
"l_disass_prcloc",0,"if ('&prdlin' != '') {if ('&wh_id' != ''){list production stations where prdlin = '&prdlin' and wh_id = '&wh_id'}else {list production stations where prdlin = '&prdlin'}}",0,"","","dcs_data"
"l_disc_typ",0,"list code descriptions where colnam = "disc_typ"",1,"","","dcs_data"
"l_dist_mu",0,"list measurement units where mu_cat="DIST"",0,"","","mcs_data"
"l_dist_mu_locale",0,"if ('&locale_id' != '') {list measurement units where mu_cat="DIST" and locale_id = '&locale_id'} else {list measurement units where mu_cat = 'DIST'}",0,"","","mcs_data"
"l_dist_pt",0,"list distribution points",0,"","","sal_data"
"l_distinct_exitpnt",0,"[select distinct lngdsc, exitpnt.exitpnt from dscmst, exitpnt where exitpnt.exitpnt = dscmst.colval and dscmst.colnam = 'exitpnt' and dscmst.locale_id = nvl(@locale_id, @@locale_id) order by lngdsc]",1,"","","sal_data"
"l_distro_grps",0,"list code descriptions where colnam = 'cmd_grp' and colval like 'distro%'",0,"","","dcs_data"
"l_distro_id",0,"list distros",0,"","","dcs_data"
"l_distro_invnum",0,"list receive invoice line for distro",0,"","","dcs_data"
"l_distro_ordnum",0,"list order lines for distro",0,"","","dcs_data"
"l_distro_over_rule",0,"list command configurations where cmd_grp = 'distro_ovgrule'",1,"","","dcs_data"
"l_distro_rule",0,"list command configurations",0,"","","sal_data"
"l_distro_rule_set",0,"list rule sets where cmd_grp = 'distro_rule'",0,"","","dcs_data"
"l_distro_set_rule",0,"list command configurations where cmd_grp='distro_rule'",1,"","","dcs_data"
"l_distro_src",0,"list code descriptions where colnam = "distro_src"",1,"","","dcs_data"
"l_distro_sts",0,"list code descriptions where colnam = "distro_sts"",1,"","","dcs_data"
"l_distro_timing",0,"list code descriptions where colnam = "distro_timing"",1,"","","dcs_data"
"l_distro_typ",0,"list distro types",0,"","","dcs_data"
"l_distrorul_orderby",0,"list distro sort columns",1,"","","sal_data"
"l_distrotyp_colval",0,"list code descriptions where colnam = '&colnam'",0,"","","dcs_data"
"l_dlv_method",0,"list code descriptions where colnam = "dlv_method"",0,"","","ems_data"
"l_dlytrn_actcod",0,"list activity codes",1,"","","dcs_data"
"l_dlytrn_log_mode",0,"list code descriptions where colnam = 'dlytrn_log_mode'",1,"","codval","dcs_data"
"l_dlytrn_oprcod",0,"list operation codes for daily transaction lookup where wh_id = nvl('&wh_id', @@wh_id)",0,"","","dcs_data"
"l_doc_rule_colnam",0,"get installed configuration where config = 'THIRD-PARTY-LOGISTICS' | if (@installed = 1) { list code descriptions where colnam = 'doc_rule_fld_colnam' and codval != 'prt_client_id' } else { list code descriptions where colnam = 'doc_rule_fld_colnam' and codval != 'prt_client_id' and codval != 'client_id' }",1,"","","sal_data"
"l_doc_typ",0,"list lbl document types",0,"","","sal_data"
"l_doc_typ_cod",0,"list code descriptions where colnam = "doc_typ_cod"",1,"","","sal_data"
"l_docfmt",0,"if ('&doc_typ' != '') { list lbl document type assignments where doc_typ = '&doc_typ' } else {[select '' docfmt, '' def_printer,'' lngdsc, '' doc_typ from dual where 1=2]}",0,"","","sal_data"
"l_dock_arecod",0,"[select '&trlr_cod' trlr_cod from dual] | list dock areas where wh_id = '&wh_id'",0,"","","dcs_data"
"l_dock_doors",0,"[select '&trlr_cod' trlr_cod from dual] | list dock doors where wh_id = '&wh_id'",0,"","","dcs_data"
"l_draw_style",0,"list code descriptions where colnam = 'draw_style'",1,"","","mcs_data"
"l_drive_nam",0,"list disk drives",0,"","","int_data"
"l_drive_name",0,"list disk drives",0,"","","mcs_data"
"l_dsp_type",0,"list code descriptions where colnam = "dsp_type"",1,"","","dcs_data"
"l_dst_mov_zone_serv",0,"if ('&wh_id' != '' and '&wh_id' != '----'){publish data where wh_id = '&wh_id'}else{get warehouse id}| if ('&exitpnt' = 'DEPTOPRCARE') {[select locmst.mov_zone_id from locmst join loc_typ on locmst.loc_typ_id = loc_typ.loc_typ_id where praflg = 1 and locmst.mov_zone_id is not  and @+locmst.wh_id group by locmst.mov_zone_id] | list movement zones where @+mov_zone_id} else {if ('&exitpnt' = 'INVMOV') {list movement zones where @+wh_id}}",0,"","","dcs_data"
"l_dstare_stktrn",0,"list policies where polcod = 'STKTRNOPR' and polvar = 'INPUT-DEFAULTS' and polval = 'ALLOW-ONLY-SPECIFIED-DST-AREAS' and wh_id = '&wh_id' |if (@rtstr1 = 'Y'){[select polval arecod from poldat where polcod = 'STKTRNOPR' and polvar ='DESTINATION-AREAS' and wh_id = '&wh_id']  | list areas where arecod = @arecod and wh_id = '&wh_id' catch (-1403)} else {[select dscmst.short_dsc, dscmst.lngdsc, aremst.* from aremst,locmst left join sto_zone on sto_zone.sto_zone_id = locmst.sto_zone_id join loc_typ on loc_typ.loc_typ_id = locmst.loc_typ_id, dscmst where locmst.arecod = aremst.arecod and locmst.wh_id = aremst.wh_id and aremst.arecod || '|' ||  aremst.wh_id = dscmst.colval and dscmst.colnam = 'arecod|wh_id' and dscmst.locale_id = nvl(@@locale_id, 'US_ENGLISH') and ((loc_typ.sigflg = 1 and sto_zone.pckcod != 'N') or (loc_typ.wip_supflg = '1')) and aremst.wh_id = '&wh_id' order by nvl(dscmst.lngdsc, aremst.arecod)]}",0,"","","dcs_data"
"l_dstare_wip",0,"if ('&wh_id' != '' and '&wh_id' != '----'){list areas where wip_expflg = 1 and expflg = 1 and wh_id = '&wh_id'} else {get warehouse id | list areas where wip_expflg = 1 and expflg = 1 and wh_id = @wh_id}",0,"","","dcs_data"
"l_dstloc_stktrn",0,"list policies where polcod = 'STKTRNOPR' and polvar = 'INPUT-DEFAULTS' and polval = 'ALLOW-ONLY-SPECIFIED-DST-AREAS' and wh_id = '&wh_id'| if (@rtstr1 = 'Y') [select l.* from locmst l where l.arecod in (select polval from poldat where polcod= 'STKTRNOPR' and polvar = 'DESTINATION-AREAS' and polval = l.arecod and wh_id = '&wh_id') and l.arecod = nvl('&dstarecod', l.arecod) and l.stoloc = nvl('&stoloc', l.stoloc) and l.locsts = nvl('&locsts', l.locsts) and l.wh_id = nvl('&wh_id', l.wh_id) and l.useflg = 1 order by l.stoloc] else [select l.* from locmst l left join sto_zone sz on sz.sto_zone_id = l.sto_zone_id join loc_typ lt on lt.loc_typ_id = l.loc_typ_id where ((lt.sigflg = 1 and sz.pckcod != 'N') or (lt.wip_supflg = 1)) and l.arecod = nvl('&dstarecod', l.arecod) and l.stoloc =nvl('&stoloc', l.stoloc) and l.locsts = nvl('&locsts', l.locsts) and l.wh_id = nvl('&wh_id', l.wh_id) and l.useflg = 1 order by l.stoloc]",0,"","","dcs_data"
"l_dstlod",0,"if ('&bundleloc' != '') {list inventory for unbundle where stoloc = '&bundleloc' and wh_id = '&wh_id'} else {list inventory for unbundle where wh_id = '&wh_id'}",0,"","","dcs_data"
"l_dstnam",0,"list code descriptions where colnam = "dstnam"",1,"","","dcs_data"
"l_dstyardloc",0,"list destination yard locations",0,"","","dcs_data"
"l_dstyardloc_empty",0,"list destination yard locations where locsts = 'E'",0,"","","dcs_data"
"l_dstyardloc_movtrlr",0,"[select '&trlr_cod' trlr_cod, '&exp_arecod' exp_arecod from dual] | list yard locations for trailers where locsts <> 'F' and useflg = 1 and wh_id = '&wh_id'",0,"","","dcs_data"
"l_dstyardloc_rcv",0,"list yard locations for receive trailers",0,"","","dcs_data"
"l_dstyardloc_trlr",0,"[select '&trlr_cod' trlr_cod, '&exp_arecod' exp_arecod from dual] | list yard locations for trailers",0,"","","dcs_data"
"l_dt_typ",0,"list code descriptions where colnam = "dt_typ"",1,"","","dcs_data"
"l_dte_code",0,"list code descriptions where colnam = 'dte_code'",1,"","","sal_data"
"l_dte_win_typ",0,"list item date window types where dte_code = '&dte_code' and wh_id = '&wh_id' and attr_dte1 = '&attr_dte1' and attr_dte2 = '&attr_dte2'",0,"","","sal_data"
"l_dtlprtclient_3pl",0,"if ('&dtlprtnum' <> '') {get translated part number where inpval = '&dtlprtnum' and prt_client_id = '&dtlprt_client_id' and wh_id = '&wh_id' catch (@?) | if (@? = 0) {list clients for parts where prtnum = @actprt and wh_id = '&wh_id'} else {list parts where prtnum = '&dtlprtnum' and wh_id = '&wh_id' catch (-1403) >> res | if (@? = 0) { list clients for parts where prtnum = @prtnum and wh_id = @wh_id} else { list clients for lookup}}} else {list clients for parts where prtnum = '&dtlprtnum' and wh_id = '&wh_id'}",0,"","dtlprt_client_id = client_id","dcs_data"
"l_dty_ctry_typ",0,"list code descriptions where colnam ='dty_ctry_typ'",1,"","","sal_data"
"l_duty_payment_type",0,"list code descriptions where colnam = 'duty_payment_type'",1,"","","sal_data"
"l_dwnld_sts",0,"sl_list col_vp where db_col_id = 'DWNLD_STAT_CD'",1,"","","int_data"
"l_dxctyp",0,"list code descriptions where colnam = "dxctyp"",1,"","","dcs_data"
"l_dxdtyp",0,"list code descriptions where colnam = "dxdtyp"",1,"","","dcs_data"
"l_dyn_slot_plan_tmpl",0,"if ('&wh_id' != '' and '&wh_id' != '----'){list slot plan templates where wh_id = '&wh_id'} else {list slot plan templates}",0,"","","dcs_data"
"l_email_adr",0,"publish data where email_adr = '&email_adr' and email_link = '<a href=''mailto:&email_adr''>&email_adr</a>'",0,"","","dcs_data"
"l_empty_ser_asset_id",0,"list serialized assets where empty_flg = 1 and par_asset_id is  and wh_id = '&wh_id'",0,"","","dcs_data"
"l_ems_chk_dups",0,"list code descriptions where colnam = [ems_chk_dups]",0,"","","ems_data"
"l_ems_def_locale",0,"list locales",0,"","","ems_data"
"l_ems_evt_nam",0,"list ems events for service instruction action where wh_id = nvl('&wh_id',@@wh_id)",0,"","","dcs_data"
"l_ems_evt_typ",0,"list code descriptions where colnam = "ems_evt_typ"",0,"","","ems_data"
"l_ems_prime_events",0,"list code descriptions where colnam = [ems_prime_events]",0,"","","ems_data"
"l_encoding",0,"list code descriptions where colnam = 'encoding'",1,"","","int_data"
"l_encoding_server",0,"list code descriptions where colnam = 'encoding' and codval <> 'Default'",1,"","","int_data"
"l_end_loc_cnt",0,"list code descriptions where colnam = 'end_loc_cnt'",1,"","","dcs_data"
"l_eo_def",0,"sl_list eo_def | publish data where @+eo_id and @+eo_ver and @+evt_id and @+eo_descr",0,"","eo_id,eo_ver","int_data"
"l_eo_fld_for_ifd",0,"sl_get eo_fld_for_ifd where  ifd_id = '&ifd_id' and ifd_ver = '&ifd_ver' and ifd_seg_id = '&ifd_seg_id' catch(-1403) | publish data where @+eo_seg_id and @+eo_fld_id and @+data_typ_cd and @+eo_fld_len",0,"","","int_data"
"l_eo_fld_ifd_fld",0,"if ('&eo_id' != '' and '&eo_ver' != '' and '&eo_seg_id' != '') {[select distinct eo_fld_id from sl_eo_fld where eo_id = '&eo_id' and eo_ver = '&eo_ver' and eo_seg_id = '&eo_seg_id']} else [select NULL as eo_fld_id from dual where 1 = 0]",0,"","","int_data"
"l_eo_get_ifd",0,"sl_list eo_get_ifd where retr_mthd_id = '&retr_mthd_id' catch(-1403) | publish data where @+ifd_id and @+ifd_ver and @+ifd_seg_id and @+ifd_grp_id and @+sql_component_seq",0,"","","int_data"
"l_eo_get_sys",0,"sl_list eo_get_sys where retr_mthd_id = '&retr_mthd_id' catch(-1403) | sl_list sys_def where ena_flg = 'T' and sys_id = @sys_id catch(-1403) | publish data where @+sys_id and @+sys_descr and @+sys_grp_id and @+sql_component_seq",0,"","","int_data"
"l_eo_id_dlg",0,"[select distinct eo_id from sl_eo_def]",0,"","","int_data"
"l_eo_seg",0,"sl_list eo_seg | publish data where @+eo_id and @+eo_ver and @+eo_seg_id and @+eo_seg_descr",0,"","eo_id,eo_ver, eo_seg_id","int_data"
"l_eo_seg_id",0,"sl_list eo_seg| publish data where @+eo_seg_id and @+eo_id and @+eo_ver",0,"","","int_data"
"l_eo_seg_id_dlg",0,"if ('&eo_id' != '' and '&eo_ver' != '') {[select * from sl_eo_seg where eo_id = '&eo_id' and eo_ver = '&eo_ver'] catch(-1403)} else [select NULL as eo_seg_id from dual where 1 = 0]",0,"","","int_data"
"l_eo_seg_ifd_fld",0,"if ('&eo_id' != '' and '&eo_ver' != '') {[select distinct eo_seg_id from sl_eo_seg where eo_id = '&eo_id' and eo_ver = '&eo_ver']} else [select NULL as eo_seg_id from dual where 1 = 0]",0,"","","int_data"
"l_eo_ver_dlg",0,"if ('&eo_id' != '') {sl_list eo_def where eo_id = '&eo_id'} else [select NULL as eo_ver from dual where 1 = 0]",0,"","","int_data"
"l_eo_ver_seg",0,"if ('&ifd_id' != '') {sl_list eo_def where eo_id = '&ifd_id'} else [select distinct eo_ver from sl_eo_def]",0,"","","int_data"
"l_eod_activity",0,"list code descriptions where colnam = 'eod_activity_cod'",1,"","codval","dcs_data"
"l_equip_edi_cod",0,"list code descriptions where colnam = "equip_edi_cod"",1,"","","dcs_data"
"l_equip_grp_nam",0,"list descriptions where colnam = "equip_grp"",1,"","","dcs_data"
"l_equip_nam",0,"list descriptions where colnam = "equip"",1,"","","dcs_data"
"l_equip_res",0,"if ('&equip_res_typ' = 'EQUIP') {[select equip_nam equip from equip]} else {[select equip_grp_nam equip from equip_grp]}",0,"","","dcs_data"
"l_equip_res_typ",0,"list code descriptions where colnam= "equip_res_typ"",1,"","","dcs_data"
"l_equip_typ",0,"list code descriptions where colnam = "equip_typ"",1,"","","dcs_data"
"l_esc_cmd",0,"list escalation commands",0,"","","dcs_data"
"l_esc_shpdte_field",0,"list code descriptions where colnam="esc_shpdte_field"",1,"","","dcs_data"
"l_esc_type",0,"list code descriptions where colnam="esc_type"",1,"","","dcs_data"
"l_escape_codes",0,"{do loop where count = 31 | publish data where code = @i+1 | publish data where ascii_code = @code and escape_code="<"||@code||">" and escape_mls_id = "ascii_"||@code } & publish data where ascii_code = 127 and escape_code="<127>" and escape_mls_id = "ascii_127" | get mls text  where mls_id = @escape_mls_id and locale_id = nvl(@@locale_id,"US_ENGLISH") catch(-1403) | publish data where @+ascii_code and @+escape_code and escape_description = nvl(@mls_text,@escape_code)",1,"","escape_code","int_data"
"l_evt",0,"sl_list evt_def | publish data where @+evt_id and @+evt_descr",0,"","","int_data"
"l_evt_arg_ifd_fld",0,"if ('&evt_id' != '') {[select distinct evt_arg_id from sl_evt_arg_def where evt_id = '&evt_id']} else [select distinct evt_arg_id from sl_evt_arg_def]",0,"","","int_data"
"l_evt_def",0,"sl_list evt_def | publish data where @+evt_id and @+evt_grp_id and @+evt_descr",0,"","evt_id","int_data"
"l_evt_def_grp",0,"sl_list evt_def_grp | publish data where @+evt_grp_id and  @+evt_grp_descr",0,"","evt_grp_id","int_data"
"l_evt_fld_typ",0,"list code descriptions where colnam = "evt_fld_typ"",0,"","","ems_data"
"l_evt_grp_id",0,"sl_list evt_def_grp | publish data where @+evt_grp_id and @+evt_grp_descr",0,"","evt_grp_id","int_data"
"l_evt_id",0,"sl_list evt_def | publish data where @+evt_id and @+evt_grp_id and @+evt_descr",0,"","evt_id,evt_grp_id","int_data"
"l_evt_id_evtlog",0,"if ('&sys_id' != '') {sl_get evt_for_system where sys_id = '&sys_id'} else {sl_get evt_for_system}",0,"","evt_id","int_data"
"l_evt_ifd_map",0,"sl_list alt_evt_arg_ifd where evt_id = '&evt_id' |sl_list ifd_def where @+ifd_id and @+ifd_ver | publish data where @+ifd_grp_id and @+ifd_id and @+ifd_ver and @+ifd_descr",0,"","","int_data"
"l_evt_nam",0,"list ems event names",0,"","","ems_data"
"l_evt_stat_cd",0,"sl_list col_vp where db_col_id = 'EVT_STAT_CD'",1,"","vp_val,vp_rep","int_data"
"l_evt_sts",0,"list code descriptions where colnam = "evt_sts"",0,"","","ems_data"
"l_evt_typ",0,"list event types",0,"","","dcs_data"
"l_evtcod",0,"list code descriptions where colnam = "evtcod"",1,"","","dcs_data"
"l_evtout",0,"sl_list eo_def | publish data where @+eo_id and @+evt_id and @+eo_descr and @+eo_ver",0,"","eo_id","int_data"
"l_evtver",0,"if ('&eo_id' != '') { [select distinct eo_ver from sl_eo_def where eo_id = '&eo_id' order by eo_ver] } else { [select distinct eo_ver from sl_eo_def order by eo_ver] }",0,"","eo_ver","int_data"
"l_excp_code",0,"list code descriptions where colnam = "excp_code"",1,"","","dcs_data"
"l_excp_hrs_opr_set",0,"list exception hours sets",0,"","","dcs_data"
"l_excp_hrs_set_nam",0,"list exception hours sets",0,"","","dcs_data"
"l_exitpnt",0,"if ('&exitpnt_typ' != '') {list exit points where exitpnt_typ='&exitpnt_typ'} else {list exit points}",0,"","","dcs_data"
"l_exitpnt_dsc",0,"list code descriptions where colnam = 'exitpnt'",1,"","","dcs_data"
"l_exitpnt_for_inv",0,"list exit points for inventory where invtid='&invtid' and exitpnt_typ='&exitpnt_typ' and lodlvl='&lodlvl'",0,"","","dcs_data"
"l_exitpnt_for_nottyp",0,"list exit points where exitpnt_typ='SERVICE-OUTBOUND'",0,"","","dcs_data"
"l_exitpnt_for_trlr",0,"list exit points where exitpnt_typ='SERVICE-NONINVENTORY' and exitpnt like 'TRLR%'",0,"","","dcs_data"
"l_exitpnt_serv",0,"list exit points for service where serv_id='&serv_id' and wh_id='&wh_id' and exitpnt_typ='&exitpnt_typ'",0,"","","dcs_data"
"l_exitpnt_typ",0,"list exit types where serv_typ = '&serv_typ'",0,"","","dcs_data"
"l_exitpnt_typ_serv",0,"list exit types where serv_typ = 'INBSERV' & list exit types where serv_typ= 'OUBSERV'",0,"","","dcs_data"
"l_explicexcpt",0,"list code descriptions where colnam = "explicexcpt"",1,"","","dcs_data"
"l_export_typ",0,"list pm carrier export types where carcod = '&carcod' and srvlvl = '&srvlvl' and wh_id='&wh_id'",0,"","","dcs_data"
"l_faccod",0,"list code descriptions where colnam = "faccod"",1,"","","dcs_data"
"l_fail_evt_id",0,"[select distinct evt_id from sl_evt_def where evt_grp_id = 'SL_CONTROL' order by evt_id]",0,"","","int_data"
"l_fdx_srvnam",0,"list code descriptions where colnam = "fdx_srvnam"",1,"","","dcs_data"
"l_feature_id",0,"list asset features",0,"","","dcs_data"
"l_fedex_fld_typ",0,"list code descriptions where colnam = "fedex_fld_typ"",1,"","","dcs_data"
"l_fhd_service",0,"list code descriptions where colnam = 'fhd_service'",1,"","","sal_data"
"l_field_nam",0,"list table columns where table_name='&table_nam'",0,"","","dcs_data"
"l_field_name",0,"list inventory attributes for lookup where prtnum = '&prtnum' and prt_client_id = '&prt_client_id' and wh_id = '&wh_id'",0,"","","dcs_data"
"l_field_name_ctnsel",0,"if ('&table_nam' = 'pcklst') {publish data where colnam = 'pcklst_rule_id' and lngdsc='Work Assignment Rule Name' >> res1 | publish data where colnam = 'pcklst_rule_grp_id' and lngdsc='Work Assignment Rule Group Name' >> res2 | publish data combination where res1 = @res1 and res2 = @res2} else {list field names for cartonization selection criteria where table_name = '&table_nam'}",0,"","","dcs_data"
"l_field_name_distro",0,"list command configuration arguments where cmd_config_arg = '&cmd_config_arg'",0,"","","sal_data"
"l_field_name_plr",0,"if ('&table_nam' = 'pcklst') {publish data where colnam = 'pcklst_rule_id' and lngdsc='Work Assignment Rule Name' >> res1 | publish data where colnam = 'pcklst_rule_grp_id' and lngdsc='Work Assignment Rule Group Name' >> res2 | publish data combination where res1 = @res1 and res2 = @res2} else {list field names for pick list rule where table_name = '&table_nam'}",0,"","","dcs_data"
"l_file_cat",0,"list code descriptions where colnam= "file_cat"",1,"","","mcs_data"
"l_file_typ",0,"list file types",1,"","file_typ","mcs_data"
"l_fill_gradient_styl",0,"list code descriptions where colnam = 'fill_gradient_style'",1,"","","mcs_data"
"l_filter_val_cod",0,"list code descriptions where colnam="rfid_filter_val_cod"",1,"","","dcs_data"
"l_filtyp",0,"list code descriptions where colnam = "filtyp"",1,"","","dcs_data"
"l_first_blng_day",0,"list code descriptions where colnam = "day_of_month" and codval !="EM"",1,"","","dcs_data"
"l_first_name",0,"get user information",0,"","","mcs_data"
"l_fld_fmt",0,"[select distinct fld_fmt from sl_fld_fmt_vp where data_typ_cd = '&data_typ_cd' order by fld_fmt]",0,"","","int_data"
"l_fld_jus_cd",0,"sl_list col_vp where db_col_id = 'FLD_JUS_CD'",1,"","","int_data"
"l_fld_mu",0,"[select mu from mu_mst where ena_flg = 1 order by mu_cat]",0,"","","sal_data"
"l_fld_nam",0,"if('&polval' = 'CANT-MODIFY-SHIPMENT-AFTER-INPR') {list table columns where table = 'shipment' >> rs} else{list table columns where table = 'ord_line' >> rs}|sort result set where rs = @rs and sort_list = 'lngdsc'|filter rows where moca_filter_level = 1 and pk_flg = 0",0,"","","dcs_data"
"l_fld_trm_cd",0,"sl_list col_vp where db_col_id = 'FLD_TRM_CD'",1,"","","int_data"
"l_fld_typ",0,"list code descriptions where colnam = "fld_typ"",1,"","","mcs_data"
"l_flddmt",0,"list code descriptions where colnam = "flddmt"",1,"","","dcs_data"
"l_fltr_grp",0,"list dda filter groups",0,"","","mcs_data"
"l_fmt_alg_ifd_fld",0,"[select distinct alg_id from sl_alg_def where alg_grp_id in ('SL_IFD_FLD','SL_GENERAL') and alg_grp_id != 'SL_MACRO' and alg_typ_cd != 'MACRO' order by alg_id]",0,"","","int_data"
"l_fmttyp",0,"list code descriptions where colnam = "fmttyp"",1,"","","dcs_data"
"l_form_start_mode",0,"list code descriptions where colnam = "form_start_mode"",1,"","","mcs_data"
"l_frm_flw_id",0,"[ select frm_id from wf_flw where appl_id = '&appl_id' and frm_id||'-'||TO_CHAR(cust_lvl) in ( select frm_id||'-'||TO_CHAR(max(cust_lvl)) from wf_flw where appl_id = '&appl_id' group by frm_id )]",0,"","","mcs_data"
"l_frm_id",0,"list work flow forms",0,"","","mcs_data"
"l_from_wkday",0,"list code descriptions where colnam = "wkday"",0,"","","ems_data"
"l_frscod",0,"list code descriptions where colnam = "frscod"",1,"","","dcs_data"
"l_frtchc",0,"list code descriptions where colnam = "frtchc"",1,"","","dcs_data"
"l_frtcod",0,"list code descriptions where colnam = "frtcod"",1,"","","dcs_data"
"l_ftp_uomcod",0,"list code descriptions where colnam ='uomcod'",1,"","codval,lngdsc","dcs_data"
"l_ftpcod",0,"if('&prtnum' != '' or '&prt_client_id' != ''){list footprint codes for part where prtnum='&prtnum' and wh_id = '&wh_id' and prt_client_id = '&prt_client_id'}else{[select '' ftpcod from dual]}|filter data where @*",0,"","","dcs_data"
"l_ftpcod_bommnt",0,"if ('&prtnum' != '' and '&prt_client_id' != '') {list footprint codes for part where prtnum='&prtnum' and wh_id = '&wh_id' and prt_client_id = '&prt_client_id' and supnum = '&supnum' and client_id = '&client_id'}",0,"","","dcs_data"
"l_ftpcod_identify",0,"if ('&prtnum' != '' and '&prt_client_id' != '') {list footprint codes for part where prtnum='&prtnum' and wh_id = '&wh_id' and prt_client_id = '&prt_client_id' and supnum = '&supnum' and client_id = '&client_id'}",0,"","","dcs_data"
"l_ftpcod_lkp",0,"list footprint codes for part where prtnum='&prtnum' and wh_id = '&wh_id' and prt_client_id = '&prt_client_id'",0,"","","dcs_data"
"l_func",0,"[select 'FRM' codval, nvl(max(mls_text), 'Form') descr from les_mls_cat where mls_id = 'btnFuncFrm' and locale_id = @@locale_id and prod_id = 'LES' and appl_id = 'LES' and frm_id = 'LES' and vartn = 'LES' and srt_seq = 0 and cust_lvl = 0 union select 'APP' codval, nvl(max(mls_text), 'Application') descr from les_mls_cat where mls_id = 'btnFuncApp' and locale_id = @@locale_id and prod_id = 'LES' and appl_id = 'LES' and frm_id = 'LES' and vartn = 'LES' and srt_seq = 0 and cust_lvl = 0 union select 'BAR' codval, nvl(max(mls_text), 'Button Bar') descr from les_mls_cat where mls_id = 'btnFuncBar' and locale_id = @@locale_id and prod_id = 'LES' and appl_id = 'LES' and frm_id = 'LES' and vartn = 'LES' and srt_seq = 0 and cust_lvl = 0 ]",0,"","","mcs_data"
"l_GMT",0,"list code descriptions where colnam = "GMT"",0,"","","ems_GMT"
"l_graph_type",0,"list code descriptions where colnam = "graph_type"",1,"","","sal_data"
"l_grid_pos",0,"list code descriptions where colnam = "grid_pos"",1,"","","mcs_data"
"l_group_rplwrk_by",0,"[select 'rplref,wh_id,prtnum,prt_client_id,orgcod,revlvl,lotnum,invsts,supnum,min_shelf_hrs,ordnum,untcas,untpak' colstr from dual]|convert list where string = @colstr and separator = ',' and type = 'L'|publish data where group_rplwrk_by=@retstr",0,"","","dcs_data"
"l_grp_typ",0,"list code descriptions where colnam = 'grp_typ'",1,"","","mcs_data"
"l_grpcod",0,"list code descriptions where colnam = "grpcod"",1,"","","dcs_data"
"l_grpopr",0,"list code descriptions where colnam='grpopr'",1,"","","dcs_data"
"l_grptyp",0,"list code descriptions where colnam = "grptyp"",1,"","","dcs_data"
"l_gui_frm_id",0,"list gui forms for service instruction action",0,"","","dcs_data"
"l_head_evt_id",0,"[select distinct evt_id from sl_evt_def order by evt_id]",0,"","","int_data"
"l_heatmap_chrt_rdrql",0,"list code descriptions where colnam = 'heat_map_chart_render_quality'",1,"","","mcs_data"
"l_help_fil_id",0,"list help files",0,"","","mcs_data"
"l_help_typ",0,"list code descriptions where colnam = 'help_typ'",1,"","","mcs_data"
"l_hld_acttyp",0,"list code descriptions where colnam = "hld_acttyp"",1,"","","dcs_data"
"l_hld_chkpt",0,"list code descriptions where colnam = "checkpoint"",1,"","","dcs_data"
"l_hldcod",0,"list code descriptions where colnam="hldcod"",1,"","","dcs_data"
