job_id,role_id,name,enabled,type,command,log_file,trace_level,overlap,schedule,start_delay,timer,grp_nam
"SYNC-CNTHDR","","Synchronizes Data For Cancelled Counts ",0,"cron","archive production data where arc_nam = 'STDPRD-CANCELLED-COUNTS'","$LESDIR/log/sync_cnthdr.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-CNTHST","","Synchronizes Data For Count History ",0,"cron","archive production data where arc_nam = 'STDPRD-COUNT-HISTORY'","$LESDIR/log/sync_cnthst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-CNTZON","","Synchronizes Data For Count Zone ",0,"cron","archive production data where arc_nam = 'STDPRD-CNTZON'","$LESDIR/log/sync_cntzon.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-COMMODITY","","Synchronizes The Commodity Data Between The Production And Archive Instances",0,"cron","archive production data where arc_nam = 'STDPRD-COMMODITY'","$LESDIR/log/sync_commodity.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-CSTMST","","Synchronizes Data For Customers ",1,"cron","archive production data where arc_nam = 'STDPRD-CUSTOMERS'","$LESDIR/log/sync_cnthst.log","",0,"0 30 0 ? * *",0,0,"dcs_data"
"SYNC-CTNMST","","Synchronizes Data For Cartons ",0,"cron","archive production data where arc_nam = 'STDPRD-CARTONS'","$LESDIR/log/sync_ctnmst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-DEFERREDEXEC","","Synchronizes Data For Deferred Execution",0,"cron","archive production data where arc_nam = 'DEFERRED-EXEC'","$LESDIR/log/sync_deferredexec.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-DISTROEXCP","","Synchronizes Data For Distro Exceptions ",0,"cron","archive production data where arc_nam = 'STDPRD-DISTRO_EXCP'","$LESDIR/log/sync_distroexcp.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-DLYACT","","Synchronizes Data For Daily Activities",1,"cron","archive single table data where arc_nam = 'DAILY-ACTIVITY' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_dlyact.log","",0,"0 0 0 ? * *",0,0,"dcs_data"
"SYNC-DLYTRN","","Synchronizes Data For Daily Transaction",1,"cron","archive single table data where arc_nam = 'DAILY-TRAN' and arc_date_column = 'trndte' and arc_keep_days=10 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_dlytrn.log","",0,"0 30 0 ? * *",0,0,"dcs_data"
"SYNC-DLYTRN-TRF","","Synchronizes Data For Daily Transaction Transfer",1,"cron","archive single table data where arc_nam = 'DAILY-TRAN' and arc_date_column = 'trndte' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_dlytrn-trf.log","",0,"0 0 4 ? * *",0,0,"dcs_data"
"SYNC-DSCMST","","Synchronizes Data For Descriptions ",1,"cron","archive production data where arc_nam = 'STDPRD-DESCRIPTIONS'","$LESDIR/log/sync_dscmst.log","",0,"0 45 15 ? * 7",0,0,"dcs_data"
"SYNC-EXHRS","","Synchronizes The Exception Operation Hours Between The Production And Archive Instances",0,"cron","archive production data where arc_nam = 'STDPRD-EXCP_HRS_SET'","$LESDIR/log/sync_exhrs.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-GEODATA","","Synchronizes the Geo-Data between the production and archive instances",0,"cron","archive production data where arc_nam = 'STDPRD-GEODATA'","$LESDIR/log/sync_geodata.log","",0,"0 0 0 ? * 1",0,0,"sal_data"
"SYNC-HLDHST","","Synchronizes Data For Hold History",1,"cron","archive single table data where arc_nam = 'STDPRD-HOLD-HISTORY' and arc_date_column = 'hlddte' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_hldhst.log","",0,"0 10 0 ? * *",0,0,"dcs_data"
"SYNC-INBSERVRCVINV","","Synchronizes Data For Inbound Service Invoice",0,"cron","archive production data where arc_nam = 'INBOUND-SERVICE-INVOICE'","$LESDIR/log/sync_inbservrcvinv.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-INBSERVRCVLIN","","Synchronizes Data For Inbound Service Line",0,"cron","archive production data where arc_nam = 'INBOUND-SERVICE-LINE'","$LESDIR/log/sync_inbservrcvlin.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-INVACT","","Synchronizes Data For Inventory Activity",0,"cron","archive production data where arc_nam = 'INVENTORY-ACTIVITY'","$LESDIR/log/sync_invact.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-INVSNAP","","Synchronizes Data For Inventory Snapshot",0,"cron","archive production data where arc_nam = 'INVENTORY-SNAPSHOT'","$LESDIR/log/sync_invsnap.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-INVTIDSERV","","Synchronizes Data For Inventory Service",0,"cron","archive production data where arc_nam = 'INVENTORY-SERVICE'","$LESDIR/log/sync_invtidserv.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-INVTYPMST","","Synchronizes Data For Order Types",1,"cron","archive single table data where arc_nam = 'INVENTORY-TYPES' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=1000","$LESDIR/log/sync_invtypmst.log","",0,"0 55 17 ? * 7",0,0,"usr_data"
"SYNC-LMSTRN","","Synchronizes Data For LMS Activity",0,"cron","archive production data where arc_nam = 'LMS-ACTIVITY'","$LESDIR/log/sync_lmstrn.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-LOC_TYP","","Synchronizes Data For Location Type ",1,"cron","archive single table data where arc_nam = 'STDPRD-LOC_TYPE' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_loc_typ.log","",0,"0 20 16 ? * 7",0,0,"dcs_data"
"SYNC-LOCMST","","Synchronizes Data For Locations ",1,"cron","archive single table data where arc_nam = 'STDPRD-LOCATIONS' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_locmst.log","",0,"0 0 14 ? * 7",0,0,"dcs_data"
"SYNC-MANCNTHST","","Synchronizes Data For Manual Count History ",0,"cron","archive production data where arc_nam = 'STDPRD-MANCNTCNTHST'","$LESDIR/log/sync_mancnthst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-MOV_ZONE","","Synchronizes Data For Move Zone ",1,"cron","archive single table data where arc_nam = 'STDPRD-MOV_ZONE' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_mov_zone.log","",0,"0 30 16 ? * 7",0,0,"dcs_data"
"SYNC-OPHRS","","Synchronizes The Operational Hours Between The Production And Archive Instances",0,"cron","archive production data where arc_nam = 'STDPRD-HRS_OPR_SET'","$LESDIR/log/sync_ophrs.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-ORD_TYP","","Synchronizes Data For Order Types",1,"cron","archive single table data where arc_nam = 'ORDER-TYPES' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=1000","$LESDIR/log/sync_ord_typ.log","",0,"0 50 17 ? * 7",0,0,"usr_data"
"SYNC-ORDACT","","Synchronizes Data For Order Activity",1,"cron","archive single table data where arc_nam = 'ORDER-ACTIVITY' and arc_date_column = 'trndte' and arc_keep_days=10 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000
/*archive production data where arc_nam = 'ORDER-ACTIVITY' */","$LESDIR/log/sync_ordact.log","",0,"0 0 5 ? * 2,3,4,5,6",0,0,"dcs_data"
"SYNC-ORDACT-TRF","","Synchronizes Data For Order Activity Transfer",1,"cron","archive single table data where arc_nam = 'ORDER-ACTIVITY' and arc_date_column = 'trndte' and arc_keep_days=0 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000
","$LESDIR/log/sync_ordact_trf.log","",0,"0 0 1 ? * 2,3,4,5,6",0,0,"dcs_data"
"SYNC-OUBSERVORD","","Synchronizes Data For Outbound Service Order",0,"cron","archive production data where arc_nam = 'OUTBOUND-SERVICE-ORDER'","$LESDIR/log/sync_oubservord.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-OUBSERVORDLINE","","Synchronizes Data For Outbound Service Order Line",0,"cron","archive production data where arc_nam = 'OUTBOUND-SERVICE-ORDER-LINE'","$LESDIR/log/sync_oubservordline.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-PCK_ZONE","","Synchronizes Data For Pick Zone ",1,"cron","archive single table data where arc_nam = 'STDPRD-PCK_ZONE' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_pck_zone.log","",0,"0 40 16 ? * 7",0,0,"dcs_data"
"SYNC-PKOACT","","Synchronizes Data For Packout Activities",0,"cron","archive production data where arc_nam = 'PACKOUT-ACTIVITY'","$LESDIR/log/sync_pkoact.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-PRTFTP","","Synchronizes Data For Footprints ",1,"cron","archive production data where arc_nam = 'STDPRD-FOOTPRINTS'","$LESDIR/log/sync_prtftp.log","",0,"0 0 1 ? * *",0,0,"dcs_data"
"SYNC-PRTHRCY","","Synchronizes Data For Parts Hierarchy",1,"cron","archive production data where arc_nam = 'STDPRD-PART-HRCY'
","$LESDIR/log/sync_prthrcy.log","",0,"0 35 16 ? * 7",0,0,"dcs_data"
"SYNC-PRTLOT","","Synchronizes Data For Lots ",1,"cron","archive single table data where arc_nam = 'STDPRD-LOTS' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_prtlot.log","",0,"0 15 0 ? * *",0,0,"dcs_data"
"SYNC-PRTLOT-PUR","","Synchronizes Data For Lots ",1,"cron","archive single table data where arc_nam = 'PRTLOT-PUR' and arc_date_column = 'last_upd_dt' and arc_keep_days=14 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_prtlot_prg.log","",0,"0 0 10 ? * *",0,0,"dcs_data"
"SYNC-PRTMST","","Synchronizes Data For Parts",1,"cron","archive production data where arc_nam = 'STDPRD-PARTS'","$LESDIR/log/sync_prtmst.log","",0,"0 30 1 ? * *",0,0,"dcs_data"
"SYNC-RCVTRK","","Synchronizes Data For Dispatched Receive Trucks",1,"cron","archive production data where arc_nam = 'DISPATCHED-RCV-TRUCK'","$LESDIR/log/sync_rcvtrk.log","",0,"0 30 20 ? * *",0,0,"dcs_data"
"SYNC-RCVTRK-JOB1","","Synchronizes Data For Dispatched Receive Trucks",1,"cron","archive production data where arc_nam = 'DISPATCHED-RCV-TRUCK'","$LESDIR/log/sync_rcvtrk.log","",0,"0 0 2 ? * *",0,0,"dcs_data"
"SYNC-RCVTRK-JOB2","","Synchronizes Data For Dispatched Receive Trucks",1,"cron","archive production data where arc_nam = 'DISPATCHED-RCV-TRUCK-2'","$LESDIR/log/sync_rcvtrk.log","",0,"0 0 12 ? * *",0,0,"dcs_data"
"SYNC-RCVTRK-JOB3","","Synchronizes Data For Dispatched Receive Trucks",1,"cron","archive production data where arc_nam = 'DISPATCHED-RCV-TRUCK-P'","$LESDIR/log/sync_rcvtrk.log","",0,"0 0 5 ? * *",0,0,"dcs_data"
"SYNC-RETHDR","","Synchronizes Data For Returns Processing Operation Archive",0,"cron","archive production data where arc_nam = 'RETURNSPROCOPR-ARCHIVE'","$LESDIR/log/sync_rethdr.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-RFINVADJHST","","Synchronizes For Manual Count Device Inventory Adjust History ",0,"cron","archive production data where arc_nam = 'STDPRD-MANCNTRFINVADJHST'","$LESDIR/log/sync_rfinvadjhst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-RIMHDR","","Synchronizes Data For Receive Invoice Master ",0,"cron","archive production data where arc_nam = 'STDPRD-RIMSTS_CLSD'","$LESDIR/log/sync_rimhdt.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-SERVINSMST","","Synchronizes Data For Service Instruction Master",0,"cron","archive production data where arc_nam = 'STDPRD-SERVICE-INS-MST'","$LESDIR/log/sync_servinsmst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-SERVMST","","Synchronizes Data For Service Master",0,"cron","archive production data where arc_nam = 'STDPRD-SERVICE-MST'","$LESDIR/log/sync_servmst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-SERVRATEMST","","Synchronizes Data For Service Rate Master",0,"cron","archive production data where arc_nam = 'STDPRD-SERVICE-RATE'","$LESDIR/log/sync_servratemst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-SHIPMENT","","Synchronizes Data For Cancelled Shipments",1,"cron","archive production data where arc_nam = 'CANCELLED-SHIPMENTS'","$LESDIR/log/sync_shipment.log","",0,"0 0 22 ? * *",0,0,"dcs_data"
"SYNC-SHIPPED-LPN-ACT","","Synchronizes Data For Shipped LPN Activity",1,"cron","archive production data where arc_nam = 'SHIPPED-LPN-ACTIVITY'","$LESDIR/log/sync_shipped_lpn_act.log","",0,"0 30 22 ? * *",0,0,"dcs_data"
"SYNC-STO_ZONE","","Synchronizes Data For Storage Zone ",1,"cron","archive single table data where arc_nam = 'STDPRD-STO_ZONE' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_sto_zone.log","",0,"0 50 16 ? * 7",0,0,"dcs_data"
"SYNC-STPRDBOMHDR","","Synchronizes Data For Standard Pfroduction Bill Of Materials And Related Information",0,"cron","archive production data where arc_nam = 'STDPRD-BILL-OF-MATERIALS'","$LESDIR/log/sync_stprdbomhdr.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-SUPMST","","Synchronizes Data For Suppliers ",1,"cron","archive single table data where arc_nam = 'STDPRD-SUPPLIERS' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_supmst.log","",0,"0 20 0 ? * *",0,0,"dcs_data"
"SYNC-TEMPADRMST","","Synchronizes Data for Temporary Addresses",0,"cron","archive production data where arc_nam = 'TEMP-ADDRESS'","$LESDIR/log/sync_tempadrmst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-TRACTORACT","","Synchronizes Data For Tractor Activity",1,"cron","archive single table data where arc_nam = 'TRACTOR-ACTIVITY' and arc_date_column = 'trndte' and arc_keep_days=1 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_powuntact.log","",0,"0 0 17 ? * 7",0,0,"dcs_data"
"SYNC-TRLR","","Synchronizes Data For Dispatched Orphaned Transport Equipments",0,"cron","archive production data where arc_nam = 'STDPRD-DSPTCHED-ORPHAN-TRLRS'","$LESDIR/log/sync_trlr.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-TRLRACT","","Synchronizes Data For Transport Equipment Activity",1,"cron","archive single table data where arc_nam = 'TRLR-ACTIVITY' and arc_date_column = 'trndte' and arc_keep_days=1 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_trlract.log","",0,"0 10 17 ? * 7",0,0,"dcs_data"
"SYNC-TRLRPLAN","","Synchronizes The Transport Equipment Plan",1,"cron","archive production data where arc_nam = 'STDPRD-TRAILER-LOAD'","$LESDIR/log/sync_trlrplan.log","",0,"0 45 16 ? * 7",0,0,"dcs_data"
"SYNC-TRNSP","","Synchronizes The Transportation Modes Between The Production And Archive Instances",1,"cron","archive single table data where arc_nam = 'STDPRD-TRNSP_MODE' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_trnsp.log","",0,"0 20 17 ? * 7",0,0,"dcs_data"
"SYNC-USRRCNT","","Synchronizes Data for User Recount",1,"cron","archive production data where arc_nam = 'STDPRD-USER_RECOUNT'","$LESDIR/log/sync_usrrrcnt.log","",0,"0 55 16 ? * 1",0,0,"dcs_data"
"SYNC-WAREHOUSE","","Synchronizes Data For Warehouse ",1,"cron","archive single table data where arc_nam = 'STDPRD-WAREHOUSE' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_wh.log","",0,"0 30 17 ? * 7",0,0,"dcs_data"
"SYNC-WKOHDR","","Synchronizes Data For Work Order",1,"cron","archive production data where arc_nam = 'RCVTRK-WRKORDER-CLSD'
        |
        archive production data where arc_nam = 'WORK-ORDERS' ","$LESDIR/log/sync_wkohdr.log","",1,"0 0 3 ? * *",0,0,"dcs_data"
"SYNC-WRKHST","","Synchronizes Data For  Work History",1,"cron","archive single table data where arc_nam = 'WORK-HISTORY' and arc_date_column = 'moddte' and arc_keep_days=10 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000/* archive production data where arc_nam = 'WORK-HISTORY' */","$LESDIR/log/sync_wrkhst.log","",0,"0 0 5 ? * 2,3,4,5,6",0,0,"dcs_data"
"SYNC-WRKHST-TRF","","Synchronizes Data For Work History transfer",1,"cron","archive single table data where arc_nam = 'WORK-HISTORY' and arc_date_column = 'moddte' and arc_keep_days=0 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000/* archive production data where arc_nam = 'WORK-HISTORY' */","$LESDIR/log/sync_wrkhst_trf.log","",0,"0 0 1 ? * 2,3,4,5,6",0,0,"dcs_data"
"TELEMETRY-SENDER","","Telemetry Sender",0,"timer","run health checks | [[com.jda.mad.telemetry.config.TPlugin.postDeferredTelemetry();]]","","",0,"",300,99999,"moca_data"
"TOP-OFF-RPL","","Generate Top Off Replenishments",0,"cron","list warehouses | [select distinct mov_zone_id from rplcfg where wh_id = @wh_id] catch(-1403) | if (@? = 0){ create topoff replenishment where wh_id = @wh_id and mov_zone_id = @mov_zone_id catch (@?)}","$LESDIR/log/top_off_rpl.log","",0,"0 0 19 * * ?",0,0,"dcs_data"
"UNASSIGN-SIGNED-OFF-WORK","","Unassign Signed Off Work",1,"timer","list warehouses | unassign signed off work where wh_id = @wh_id","$LESDIR/log/unassign_signed_off_work.log","",0,"",60,300,"dcs_data"
"USER-RECOUNT","","Purges The User Recounts",0,"cron","purge user recount table where dayold = 30","$LESDIR/log/purge_usr_recnt.log","",0,"0 45 1 * * ?",0,0,"dcs_data"
"USR-CLEANUP-INV_20","*","Cleanup Inventory after Inbound connect",1,"cron","clean usr inventory where invtyp = '20'","","",0,"0 0,15,30,45 * ? * *",0,0,"usr_data"
"USR-CLEANUP-INV-JOB1","*","Cleanup Inventory after Inbound Job1",1,"cron","clean usr inventory where invtyp = '10' and jobinstance = '1' and check_auction_day_in_calendar = 1","","",0,"0 0 6 ? * 2,3,4,5,6",0,0,"usr_data"
"USR-CLEANUP-INV-JOB2","*","Cleanup Inventory after Inbound Job2",1,"cron","clean usr inventory where invtyp = '10' and jobinstance = '2' and check_auction_day_in_calendar = 1","","",0,"0 0 6 ? * 2,3,4,5,6",0,0,"usr_data"
"USR-CLOSE-DISPATCH-TRAILER","","Automatic close and dispatch loaded trailers",1,"timer","[select trlr_id  from trlr where trlr_stat='L'] catch (-1403)
|
if (@?=0)
{
[select car_move.wh_id, car_move.trlr_id from car_move,stop where car_move.trlr_id=@trlr_id and stop.car_move_id = car_move.car_move_id and stop.stop_cmpl_flg=1]catch (-1403)
|
if (@?=0)
{close trailer where wh_id=@wh_id and trlr_id=@trlr_id
|
process trailer dispatch where wh_id=@wh_id and trlr_id=@trlr_id
}
}","$LESDIR/log/usr-close-dispatch-trailer.log","",0,"",0,300,""
"USR-CLOSE-RECEIPTS","*","Close Receipts older than x days",1,"cron","close usr open receipts ","","",0,"0 0 16 ? * *",0,0,"usr_data"
"USR-CLOSE-TRAINS","","USR-CLOSE-TRAINS",1,"timer","list warehouses | close usr open trains where wh_id = @wh_id","$LESDIR/log/USR-CLOSE-TRAINS.log","",0,"",0,300,"usr_data"
"USR-DEFERRED-EXECUTION-1","","Deferred Execution 1",1,"timer","execute deferred commands where comflg=1 and delflg=1 and exec_typ='USR1'","$LESDIR/log/DeferredExcecution1.log","",0,"",0,60,"usr_data"
"USR-DEFERRED-EXECUTION-2","","Deferred Execution 2",1,"timer","execute deferred commands where comflg=1 and delflg=1 and exec_typ='USR2'","$LESDIR/log/DeferredExcecution2.log","",0,"",0,60,"usr_data"
"USR-DEFERRED-EXECUTION-3","","Deferred Execution 3",1,"timer","execute usr deferred commands where comflg=1 and delflg=1 and exec_typ='USR3'","$LESDIR/log/DeferredExcecution3.log","",0,"",0,60,"usr_data"
"USR-DEFERRED-EXECUTION-DFLT","","Deferred Execution Default",1,"timer","execute deferred commands where comflg=1 and delflg=1 and exec_typ = 'DFLT'","$LESDIR/log/DeferredExcecutionDFLT.log","",0,"",0,60,"usr_data"
"USR-DEFERRED-EXECUTION-PTDP","","Deferred Execution PTDP",1,"timer","execute deferred commands where comflg=1 and delflg=1 and exec_typ = 'PTDP'","$LESDIR/log/DeferredExcecutionPTDP.log","",0,"",0,60,"usr_data"
"USR-ESCALATE-PICK-WORK","","USR-ESCALATE-PICK-WORK",0,"timer","process usr pick work escalation","$LESDIR/log/USR-ESCALATE-PICK-WORK.log","",0,"",0,300,"usr_data"
"USR-INV-SNAP","","Generates Custom Inventory Snapshot Records For Every LPN",1,"cron","list warehouses | generate usr inventory snapshot","$LESDIR/log/usr_inv_snapshot.log","",0,"1 0 0 ? * *",0,0,"usr_data"
"USR-MAIL-INV-REPORT","*","USR-MAIL-INV-REPORT",0,"cron","list warehouses|
mail usr report by ems where wh_id = @wh_id and client_id =  'RFH'and rpt_id = 'USR-RFH004 Inventory report' ","","",0,"0 30 5 * * *",0,0,""
"USR-PUR-DEV_SERV","","Purge services (VAS entries)",1,"cron","[select def_serv.* 
   from def_serv 
  where not exists (select 'x' 
                      from wkohdr 
                     where wkohdr.wkonum=def_serv.wkonum 
                       and wkohdr.wkorev=def_serv.wkorev 
                       and wkohdr.wh_id=def_serv.wh_id 
                       and wkohdr.client_id=def_serv.client_id)
    and not exists (select 'x' 
                      from ord 
                     where ord.ordnum=def_serv.ordnum 
                       and ord.wh_id=def_serv.wh_id 
                       and ord.client_id=def_serv.client_id)
    and def_serv.def_serv_cod in ('ORDNUM','ORDNUMLIN','WKO','WKODTL')] catch(-1403)
|
if(@?=0)
{
  remove record where table='def_serv'
}
","","",1,"0 0 11 ? * *",0,0,""
"USR-SYNC-DEVICES","","Synchronizes Data For Devices",1,"cron","archive production data where arc_nam = 'USR-DEVICES'","$LESDIR/log/sync_devices.log","",0,"0 0 17 ? * 7",0,0,"dcs_data"
"USR-SYNC-INV-SNAP","","Synchronizes Custom Inventory Snapshot",1,"cron","archive single table data where arc_nam = 'USR-INV-SNAP' and arc_date_column = 'gendte' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/usr_sync_inv_snap.log","",0,"0 10 0 ? * *",0,0,"usr_data"
"USR-SYNC-PACKING-MAP","","Synchronizes Data Packages M7",1,"cron","archive single table data where arc_nam = 'USR-PACKING-MAP' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/usr_sync_packing_map.log","",0,"0 40 17 ? * 7",0,0,""
"USR-SYNC-USERS","","Synchronizes Data For Users",1,"cron","archive production data where arc_nam = 'USR-USERS'","$LESDIR/log/sync_users.log","",0,"0 0 1 ? * *",0,0,"dcs_data"
"WAVE-GENERATION","","Wave Generation",0,"timer","list warehouses | allocate next wave where ordtyp = 'W'","$LESDIR/log/wave_generation.log","",0,"",1800,120,"dcs_data"
