var_nam,appl_id,frm_id,addon_id,cust_lvl,valdt_cmd,ena_flg,valdt_mod,ret_fld_flg,ret_fld,grp_nam,is_purged
"dstr_excp_loc","LES","LES","LES",0,"if ('&dstr_excp_loc' != '' and '&wh_id' != '') {validate storage location where stoloc = '&dstr_excp_loc' and wh_id = '&wh_id'} else if ('&dstr_excp_loc' != '' and @@wh_id != '') {validate storage location where stoloc = '@dstr_excp_loc' and wh_id =@@wh_id}",1,"I",0,"","dcs_data",0
"early_dlvdte","LES","LES","LES",0,"if ('&early_dlvdte' != '' and '&late_dlvdte' != '') {if ('&to_date(late_dlvdte)' < '&to_date(early_dlvdte)') set return status where status = 10342}",1,"I",0,"","dcs_data",0
"early_shpdte","LES","LES","LES",0,"if ('&early_shpdte' != '' and '&late_shpdte' != '') {if ('&to_date(late_shpdte)' < '&to_date(early_shpdte)') set return status where status = 10342}",1,"I",0,"","dcs_data",0
"end_loc_cnt","LES","LES","LES",0,"if ('&cnttyp' != 'MAN' and '&end_loc_cnt' = 'LGD') {set return status where status='11788'}",1,"I",0,"","dcs_data",0
"enddaycod","LES","LES","LES",0,"if ('&begdaycod' != '' and '&enddaycod' != '') {if ('&enddaycod' < '&begdaycod') set return status where status = 10342 else if ('&enddaycod' <= '&begdaycod' and '&begtim' != '' and '&endtim' != '') {if (to_date('&endtim', 'YYYYMMDDHH24MISS') < to_date('&begtim', 'YYYYMMDDHH24MISS')) set return status where status = 10342 }}",1,"I",0,"","dcs_data",0
"endloc","LES","ccnttmplmnt","LES",0,"validate storage location where stoloc = '&endloc' and wh_id = '&wh_id'",1,"A",0,"","dcs_data",0
"endloc","LES","LES","LES",0,"validate storage location where stoloc = '&endloc' and wh_id = '&wh_id'",1,"I",0,"","sal_data",0
"endloc","LES","locaudopr","LES",0,"list locations where stoloc = '&endloc' and wh_id = '&wh_id'",1,"I",0,"","dcs_data",0
"endtim","LES","LES","LES",0,"if ('&begtim' != '' and '&endtim' != '' and '&begdaycod' != '' and '&enddaycod' != '') {if (('&enddaycod' = '&begdaycod') and (to_date('&endtim', 'YYYYMMDDHH24MISS') < to_date('&begtim', 'YYYYMMDDHH24MISS'))) set return status where status = 10342}",1,"I",0,"","dcs_data",0
"exp_ret_loc","LES","LES","LES",0,"if ('&exp_ret_loc' != '' and '&wh_id' != '') {validate storage location where stoloc = '&exp_ret_loc' and wh_id = '&wh_id'} else if ('&exp_ret_loc' != '' and @@wh_id != '') {validate storage location where stoloc = '@exp_ret_loc' and wh_id =@@wh_id}",1,"I",0,"","dcs_data",0
"exp_scp","LES","LES","LES",0,"if ('&exp_scp' != ''){validate number where colnam="exp_scp" and intflg=1 and compare = 'GTE' and value = &exp_scp and limit = 0 | validate number where colnam="exp_scp" and intflg=1 and compare = 'LTE' and value = &exp_scp and limit = 100 }",1,"I",0,"","dcs_data",0
"explicexcpt","LES","LES","LES",0,"list code descriptions where colnam = "explicexcpt" and [codmst.codval = '&explicexcpt']",1,"I",0,"","dcs_data",0
"expqty","LES","rcvdtlmnt","LES",0,"if (&idnqty > 0 AND &idnqty > &expqty ) { set return status where status = 10750 }",1,"I",0,"","dcs_data",0
"fail_evt_id","LES","rifdmnt","SEAMLES",0,"[select distinct evt_id from sl_evt_def where evt_id = '&fail_evt_id']",1,"I",0,"","int_data",0
"fld_alg_id","LES","iifdsegmnt","SEAMLES",0,"sl_list alg_def where alg_id = '&fld_alg_id' and alg_typ_cd != 'MACRO'",1,"I",0,"","int_data",0
"fld_alg_id","LES","rifdsegmnt","SEAMLES",0,"sl_list alg_def where alg_id = '&fld_alg_id' and alg_typ_cd != 'MACRO'",1,"I",0,"","int_data",0
"frac_digits","LES","LES","LES",0,"validate number where colnam="frac_digits" and intflg=1 and compare = "GTE" and value = &frac_digits and limit = 0|validate number where colnam="frac_digits" and compare = "LTE" and value = &frac_digits and limit = 9",1,"I",0,"","dcs_data",0
"frm_id","ddamgtopr","CTXTMNUMNT","LES",0,"if('&appl_id'='MCSDashboard'){list dashboard modules where module_id = '&frm_id'}",1,"I",0,"","mcs_data",0
"frm_id","ddctxtmnumnt","ddctxtmnumnt","LES",0,"NONE",1,"I",0,"","mcs_data",0
"frm_id","LES","frmFormInfo","LES",0,"NONE",0,"A",0,"","mcs_data",0
"frm_id","LES","LES","LES",0,"if('&frm_id'!='' and '&frm_id'!='LES'){if ('&appl_id' = 'dcsrdt'){[select 1 from rf_frm_mst where rf_frm = '&frm_id']} else{list work flow forms where frm_id = '&frm_id' catch(-1403) |  if(@?= -1403) {[select dda_id from dda_mst where dda_id = '&frm_id']catch(-1403) | if (@? = -1403 and ('&appl_id' = '' or '&appl_id' = 'LES')){[select 1 from rf_frm_mst where rf_frm = '&frm_id']} else if(@? = -1403) {set return status where status = -1403}}}}",1,"A",0,"","dcs_data",0
"frm_id","MCSVarCfgMnt","MCSVarCfgMnt","LES",0,"NONE",0,"A",0,"","mcs_data",0
"frm_id","RPWEB","CTXTMNUMNT","LES",0,"noop",1,"I",0,"","sal_data",0
"frm_id","wrkflwmnt","LES","LES",0,"NONE",0,"A",0,"","mcs_data",0
"from_app_dte","LES","LES","LES",0,"publish data where to_app_dte = to_date('&to_app_dte') and from_app_dte = to_date('&from_app_dte') | if(@from_app_dte < SYSDATE){set return status where status = 10373} | if(@to_app_dte < @from_app_dte and @to_app_dte != ''){set return status where status = 4084}",1,"A",0,"","dcs_data",0
"ftpcod","dcsrdt","FTP_CAPTURE","LES",0,"list part footprints where prtnum = '&prtnum' and prt_client_id = '&prt_client_id' and wh_id = @@wh_id and ftpcod = '&ftpcod' catch(-1403) | if (@? = 0){set return status where status = 11368}",1,"A",0,"","dcs_data",0
"ftpcod","dcsrdt","LES","LES",0,"list part footprints where prtnum = '&prtnum' and prt_client_id = '&prt_client_id' and wh_id = @@wh_id and ftpcod = '&ftpcod'",1,"I",0,"","dcs_data",0
"ftpcod","LES","identify","LES",0,"if('&prtnum' !='' and '&prt_client_id' !=''){list part footprints where prtnum = '&prtnum' and prt_client_id = '&prt_client_id' and wh_id = '&wh_id' and ftpcod = '&ftpcod'}",1,"I",0,"","dcs_data",0
"ftpcod","LES","LES","LES",0,"list part footprints where prtnum = '&prtnum' and prt_client_id = '&prt_client_id' and wh_id = '&wh_id' and ftpcod = '&ftpcod'",1,"I",0,"","dcs_data",0
"ftpcod","LES","ordlinmnt","LES",0,"list part footprints where prtnum = '&prtnum' and prt_client_id = '&prt_client_id' and wh_id = '&wh_id' and ftpcod = '&ftpcod'",0,"I",0,"","dcs_data",0
"ftpcod","LES","pcfdtlmnt","LES",0,"list footprint codes for part where prtnum = '&prtnum' and prt_client_id = '&prt_client_id' and wh_id = '&wh_id' and ftpcod = '&ftpcod'",1,"I",0,"","dcs_data",0
"ftpcod","LES","prtftpdsp","LES",0,"NONE",0,"I",0,"","dcs_data",0
"ftpcod","LES","prtftpmstdfltmnt","LES",0,"NONE",0,"I",0,"","sal_data",0
"ftpcod","LES","prtftpmstovrdmnt","LES",0,"NONE",0,"I",0,"","sal_data",0
"ftpcod","LES","RCV-PLTBLD-MNT","LES",5,"list part footprints where ftpcod = '&ftpcod'",1,"I",0,"","dcs_data",0
"ftpcod","LES","RCV-PLTBLD-RULE-MNT","LES",5,"list part footprints where ftpcod = '&ftpcod'",1,"I",0,"","dcs_data",0
"gmt_offset","LES","LES","LES",0,"if (to_number('&gmt_offset') < -11 or to_number('&gmt_offset') > 12) { set return status where status = 2976 }",1,"I",0,"","sal_data",0
"gui_frm_id","LES","servinsactmnt","LES",0,"if('&gui_frm_id'='uploadmediaservopr') { list exit points for service where wh_id = @@wh_id and serv_id = '&serv_id' | list exit points where exitpnt = @exitpnt and exitpnt_typ = @exitpnt_typ | if(!@tblnme) { set return status where status=10402 }}",1,"A",0,"","dcs_data",0
"hgt","LES","LES","LES",0,"if (to_number('&hgt') = 0) { set return status where status = 11436 }",1,"I",0,"","sal_data",0
"hldnum","invhldchgopr","invchginv","LES",0,"if ('&optAddHold' = 'True') {list hold definitions where hldnum = '&hldnum' and enaflg = '1' catch(-1403) | if (@? != 0) { set return status where status = 10446 }} else {list hold definitions where hldnum = '&hldnum'}",1,"A",0,"","dcs_data",0
"hldnum","LES","hldhstdsp","LES",0,"NONE",0,"I",0,"","dcs_data",0
"hldnum","LES","hldmstmnt","LES",0,"NONE",0,"I",0,"","dcs_data",0
"hldnum","LES","LES","LES",0,"list hold definitions where hldnum = '&hldnum'",1,"I",0,"","dcs_data",0
"hldnum","LES","USR_IDENTIFY_LOAD_EX","LES",10,"if('&hldnum'!= '') {list usr rf hold definitions for lookup where wh_id = nvl(@wh_id, @@wh_id) and hldtyp [in ('R' ,'SIM' ,'EXT','RDA','RDO','RDX')] and hldnum = '&hldnum'}",1,"I",0,"","usr_data",0
"hmeloc","LES","LES","LES",0,"list locations where stoloc = '&hmeloc' and wh_id = '&wh_id'",1,"I",0,"","dcs_data",0
"hmemaxprithr","LES","LES","LES",0,"validate number where colnam="hmemaxprithr" and intflg=1 and compare = 'GT' and value = &hmemaxprithr and limit = 0",1,"I",0,"","dcs_data",0
"hmewrkare","dcsrdt","RESET_HOME_WORK_AREA","LES",0,"list work areas where wrkare = '&hmewrkare' and wh_id = '@global.wh_id'",1,"I",0,"","dcs_data",0
"hmewrkare","LES","LES","LES",0,"list work areas where wrkare = '&hmewrkare' and wh_id = '&wh_id'",1,"I",0,"","dcs_data",0
"hopseq","LES","LES","LES",0,"validate number where colnam="hopseq" and intflg=1 and compare = 'GT' and value = &hopseq and limit = 0",1,"I",0,"","dcs_data",0
"id_seg_alg_id","LES","iifdmnt","SEAMLES",0,"sl_list alg_def where alg_id = '&id_seg_alg_id' and alg_typ_cd != 'MACRO'",1,"I",0,"","int_data",0
"idnqty","LES","ASSET_IDENTIFY","LES",0,"validate number where compare = 'GTE' and value   = '@ASSET_IDENTIFY.idnqty' and limit   = 0",1,"I",0,"","dcs_data",0
"ifd_action_alg_id","LES","iifdmnt","SEAMLES",0,"sl_list alg_def where alg_id = '&ifd_action_alg_id' and alg_typ_cd != 'MACRO'",1,"I",0,"","int_data",0
"inv_attr_dte1","dcsrdt","USR_IDENTIFY_LOAD_ADJ_LOD","LES",10,"if('&inv_attr_dte1' != ''){validate usr rf identify load auction date where devcod=@@devcod and  auction_date = '&inv_attr_dte1'}",1,"I",0,"","usr_data",0
"inval1","LES","CNFRM_SERV_VAL","LES",10,"if('&CONFIRM_SERV_INS.serv_ins_id' = 'INS000000020'){[select 1 from prsmst where prtadr = '&inval1'] catch(-1403) | if (@? != 0) {set return status where status = 35803}}",1,"A",0,"","usr_data",0
"invid","LES","UNDIR_MAN_COUNT","3pl",0,"if ('@invid' != '') {check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30 | validate client for user for inventory where id = '@invid' and wh_id = '@global.wh_id' and usr_id = '@global.usr_id' and srch_bckfill=true;validate rf translated backfill location where stoloc = '@invid' and pck_flg = 0 and wh_id = '@global.wh_id'}",1,"I",0,"","mtf_dcs_data",0
"invid","LES","UNDIR_RACKQUIZ","3pl",0,"if ('@invid' != '') {validate client for user for inventory where id = '@invid' and wh_id = '@global.wh_id' and usr_id = '@global.usr_id'}",1,"I",0,"","mtf_dcs_data",0
"invnum","LES","hldmstmnt","LES",0,"[select invnum from rcvinv where invnum = '&invnum']",0,"I",0,"","dcs_data",0
"invnum","LES","IDENTIFY_LOAD","LES",0,"validate receive invoice where invnum = '@invnum' and trknum = '@trknum' and wh_id = '@global.wh_id' and client_id = '@client_id'",1,"I",0,"","mtf_dcs_data",0
"invnum","LES","UNDIR_INBOUND_QUALITY","LES",0,"if ('&invnum' != '') {validate receive invoice where invnum = '@invnum' and trknum = '@trknum' and wh_id = '@global.wh_id' and client_id = '@client_id'}",1,"I",0,"","mtf_dcs_data",0
"invsts","retprcopr","identify","LES",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|get load for return where invsts = '&invsts' and stoloc = '&devcod'",1,"A",1,"lodnum","dcs_data",0
"invtid","cntentopr","cntentopr","LES",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|noop",0,"I",0,"","dcs_data",0
"invtid","dcsrdt","CASESPLIT","3pl",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|noop",0,"I",0,"","dcs_data",0
"invtid","dcsrdt","CASESPLIT","LES",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|noop",0,"I",0,"","dcs_data",0
"invtid","dcsrdt","CHANGE_INV_NONSERASSET","LES",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|validate inventory non serialized assets where invtid = '@invtid' and wh_id  = '@global.wh_id'",1,"I",1,"cur_asset_typ=asset_typ","mtf_dcs_data",0
"invtid","dcsrdt","FLUID_LOAD","3pl",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|noop",0,"I",0,"","dcs_data",0
"invtid","dcsrdt","IDENTIFY_NEXT_LOAD","3pl",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|validate new load number where lodnum = '@invtid' and wh_id = '&wh_id'",1,"I",0,"","dcs_data",0
"invtid","dcsrdt","INV_ADJUST","LES",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|noop",1,"I",0,"","dcs_data",0
"invtid","dcsrdt","LES","3pl",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|validate client for user for inventory where id='@invtid' and wh_id='@global.wh_id' and usr_id = '@global.usr_id'",1,"I",0,"","dcs_data",0
"invtid","dcsrdt","LPN_COUNT","LES",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|noop",0,"I",0,"","dcs_data",0
"invtid","dcsrdt","RECEIVE_WITHOUT_ORDER","LES",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|noop",0,"I",0,"","dcs_data",0
"invtid","dcsrdt","RETURN_TRUCK","LES",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|noop",0,"I",0,"","dcs_data",0
"invtid","dcsrdt","UNDIR_IDENTIFY","3pl",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|validate client for user for inventory where id='@invtid' and wh_id='@global.wh_id' and usr_id = '@global.usr_id'",0,"I",0,"","dcs_data",0
"invtid","dcsrdt","UNDIR_RACKQUIZ","3pl",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|validate client for user for inventory where id='@invtid' and wh_id='@global.wh_id' and usr_id = '@global.usr_id' and srch_bckfill=true",1,"I",0,"","dcs_data",0
"invtid","LES","LES","3pl",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|validate client for user for inventory where id='&invtid' and wh_id= @@wh_id and usr_id = @@usr_id",1,"I",0,"","dcs_data",0
"invtid","LES","sernummnt","LES",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|get translated inventory identifier where id = '@invtid' and wh_id = @@wh_id | if(@colnam = 'stoloc'){set return status where status = 11493}",1,"I",0,"","dcs_data",0
"invtid","LES","UNDIR_SERIAL_TRANSFER","3pl",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|validate rf serial number for transfer where ser_num = '@invtid' and lodnum = '&lodnum'",1,"I",0,"","mtf_dcs_data",0
"invtid","LES","UNDIR_SERIAL_TRANSFER","LES",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|validate rf serial number for transfer where ser_num = '@invtid' and lodnum = '&lodnum'",1,"I",0,"","mtf_dcs_data",0
"invtid","LES","UNDIR_SORTEDDEPOSIT","LES",0,"check mcs field for barcode validation where invtid= '&invtid'  and fieldname= 'invtid' and fieldlength = 30|validate rf translated location where inpval = '@invtid' and invtid_flg = 1 and wh_id = '@global.wh_id'",1,"I",0,"","mtf_dcs_data",0
"invtid","sernummnt","sernumcap","LES",0,"validate client for user for inventory where id='&invtid' and wh_id= @@wh_id and usr_id = @@usr_id",0,"I",0,"","dcs_data",0
"invtyp","dcsrdt","USR_IDENTIFY_LOAD_EX","LES",10,"if('&invtyp' != '') {list invoice types where invtyp = '&invtyp'}",1,"I",0,"","usr_data",0
"item_num","LES","ItemVelDspFrm","LES",0,"list policies where polcod='WM' and polvar='INSTALLED' and polval='INSTALLED' and srtseq=0 and rtnum1=1 catch(@?) | if(@?=0) {hide stack variable where name = 'moddte'|list parts where prtnum = "&item_num" catch(-1403) | if (@? = -1403) {set return status where status = 35162}} else {hide stack variable where name = 'moddte'|list slot items where item_num = "&item_num" catch(-1403) | if (@? = -1403) {set return status where status = 4061}}",1,"I",0,"","slotting_data",0
"item_num","LES","ItemVelFrm","LES",0,"list policies where polcod='WM' and polvar='INSTALLED' and polval='INSTALLED' and srtseq=0 and rtnum1=1 and wh_id=@@wh_id catch(@?) | if(@?=0) {hide stack variable where name = 'moddte'|list parts where prtnum = "&item_num" catch(-1403) | if (@? = -1403) {set return status where status = 35162}} else {hide stack variable where name = 'moddte'|list slot items where item_num = "&item_num" catch(-1403) | if (@? = -1403) {set return status where status = 4061}}",1,"I",0,"","slotting_data",0
"last_ctn_fpc","LES","LES","LES",0,"validate number where colnam='last_ctn_fpc' and compare = 'GTE' and value = &last_ctn_fpc and limit = &ctnfpc",1,"I",0,"","dcs_data",0
"late_dlvdte","LES","LES","LES",0,"if ('&late_dlvdte' != '' and '&early_dlvdte' != '') {if ('&to_date(late_dlvdte)' < '&to_date(early_dlvdte)') set return status where status = 10342}",1,"I",0,"","dcs_data",0
"late_shpdte","LES","LES","LES",0,"if ('&late_shpdte' != '' and '&early_shpdte' != '') {if ('&to_date(late_shpdte)' < '&to_date(early_shpdte)') set return status where status = 10342}",1,"I",0,"","dcs_data",0
"latitude","LES","LES","LES",0,"if (to_number('&latitude') < -90 or to_number('&latitude') > 90) { set return status where status = 2972 }",1,"I",0,"","sal_data",0
"len","LES","LES","LES",0,"if (to_number('&len') = 0) { set return status where status = 11436 }",1,"I",0,"","sal_data",0
"lkp_id","VarPosMnt","VarPosMnt","LES",0,"list lookup where lkp_id = '&lkp_id'",1,"A",0,"","mcs_data",0
"lochgt","LES","LES","LES",0,"validate number where colnam = "lochgt" and compare = 'GT' and value = &lochgt and limit = 0",1,"I",0,"","dcs_data",0
"loclen","LES","LES","LES",0,"validate number where colnam = "loclen" and compare = 'GT' and value = &loclen and limit = 0",1,"I",0,"","dcs_data",0
"locwid","LES","LES","LES",0,"validate number where colnam = "loclen" and compare = 'GT' and value = &locwid and limit = 0",1,"I",0,"","dcs_data",0
"lodnum","bundleinvopr","bundleinvopr","LES",0,"validate lodnum for bundle where lodnum = '&lodnum' and bundleloc = '&bundleloc' and wh_id = '&wh_id'",1,"A",1,"bundleloc, lodnum","dcs_data",0
"lodnum","dckdropr","identify","LES",0,"check mcs field for barcode validation where invtid= '&lodnum'  and fieldname= 'lodnum' and fieldlength = 30|validate new load number where lodnum = '@lodnum' and wh_id = '&wh_id'",0,"I",0,"","dcs_data",0
"lodnum","invadjopr","identify","LES",0,"check mcs field for barcode validation where invtid= '&lodnum'  and fieldname= 'lodnum' and fieldlength = 30|validate new load number where lodnum = '@lodnum' and wh_id = '&wh_id'",0,"I",0,"","dcs_data",0
"lodnum","LES","DEPOSIT_A","LES",0,"check mcs field for barcode validation where invtid= '&lodnum'  and fieldname= 'lodnum' and fieldlength = 30|validate new load number where lodnum = '@lodnum' and wh_id = '&wh_id' and skip_validation = 1",1,"I",0,"","mtf_dcs_data",0
"lodnum","LES","IDENTIFY_LOAD","LES",10,"if ('&IDENTIFY_LOAD.wkoflg' = 'Y') {process usr existing lpn at receiving where lodnum = '&lodnum' and wh_id = '&GLOBAL.wh_id' and wkonum = '&wkonum'  and wkorev = '&invnum' and client_id = '&client_id' ; get usr lpn asset type where lodnum = '&lodnum' and wh_id = '&GLOBAL.wh_id' }",1,"A",1,"dst_asset_typ=asset_typ,asset_typ=asset_typ","usr_data",0
"lodnum","LES","LES","LES",0,"check mcs field for barcode validation where invtid= '&lodnum'  and fieldname= 'lodnum' and fieldlength = 30|validate new load number where lodnum = '@lodnum' and wh_id = '&wh_id'",1,"I",0,"","dcs_data",0
"lodnum","LES","LOAD_LTL_TRLR","LES",0,"NONE",0,"I",0,"","dcs_data",0
"lodnum","LES","palbldopr","LES",0,"check mcs field for barcode validation where invtid= '&lodnum'  and fieldname= 'lodnum' and fieldlength = 30|validate new load number where lodnum = '@lodnum' and wh_id = '&wh_id'",1,"I",0,"","dcs_data",0
"lodnum","LES","PICKUP_A","LES",0,"check mcs field for barcode validation where invtid= '&lodnum'  and fieldname= 'lodnum' and fieldlength = 30| validate new load number where lodnum = '@lodnum' and wh_id = '&wh_id'",0,"I",0,"","mtf_dcs_data",0
"lodnum","LES","prmlodmnt","LES",0,"check mcs field for barcode validation where invtid= '&lodnum'  and fieldname= 'lodnum' and fieldlength = 30|validate new load number where lodnum = '@lodnum' and wh_id = '&wh_id' and prmflg = 1",1,"I",0,"","dcs_data",0
"lodnum","LES","rcvwoordopr","LES",0,"check mcs field for barcode validation where invtid= '&lodnum'  and fieldname= 'lodnum' and fieldlength = 30|validate new load number where lodnum = '@lodnum' and wh_id = '&wh_id'",0,"I",0,"","dcs_data",0
"lodnum","LES","UNDIR_PALLET_POSITION","LES",0,"check mcs field for barcode validation where invtid= '&lodnum'  and fieldname= 'lodnum' and fieldlength = 30| validate pallet position where wh_id = '@global.wh_id' and lodnum = '@lodnum'",1,"I",1,"trlr_id=data","dcs_data",0
"lodnum","LES","WMD-PRMLODMNT","LES",0,"check mcs field for barcode validation where invtid= '&lodnum'  and fieldname= 'lodnum' and fieldlength = 30|validate new load number where lodnum = '@lodnum' and wh_id = '&wh_id' and prmflg = 1",1,"I",0,"","dcs_data",0
"lodnum","rcvtrkopr","identify","LES",0,"check mcs field for barcode validation where invtid= '&lodnum'  and fieldname= 'lodnum' and fieldlength = 30| validate new load number where lodnum = '@lodnum' and wh_id = '&wh_id'",0,"I",0,"","dcs_data",0
"loducc","LES","LES","LES",0,"check mcs field for barcode validation where invtid= '&loducc'  and fieldname= 'loducc' and fieldlength = 20 | publish data where loducc = @loducc",1,"I",0,"","dcs_data",0
"longitude","LES","LES","LES",0,"if (to_number('&longitude') < -180 or to_number('&longitude') > 180) { set return status where status = 2973 }",1,"I",0,"","sal_data",0
"lost_loc","LES","LES","LES",0,"list locations where fwiflg =1 and praflg = 0 and stgflg = 0 and yrdflg = 0 and shp_dck_flg = 0 and rcv_dck_flg = 0 and stoloc = '&lost_loc' and wh_id = '&wh_id'",1,"I",0,"","dcs_data",0
"lot_fmt_id","LES","supprtopr","LES",0,"if('&lot_fmt_id' != '' and '&prtnum' != ''){validate lot format for supplier item where prtnum = '&prtnum' and prt_client_id = '&prt_client_id' and lot_fmt_id = '&lot_fmt_id' and wh_id = @@wh_id} else if ('&lot_fmt_id' != '') {convert list to in clause where string = '&lot_fmt_id' and column_name = 'lot_fmt_id' and separator = '||' | list lot formats where [@in_clause:raw]}",1,"A",0,"","dcs_data",0
"lotnum","ordmnt","ordlinmnt","LES",0,"get installed configuration where config = 'THIRD-PARTY-LOGISTICS' and wh_id = nvl('&wh_id', @@wh_id) catch(-1403) | if(@installed = 0) { parse lot number where prtnum = '&prtnum' and prt_client_id = '----' and wh_id = '&wh_id' and lotnum = '&lotnum' and validate = 0 } else { parse lot number where prtnum = '&prtnum' and prt_client_id = '&prt_client_id' and wh_id = '&wh_id' and lotnum = '&lotnum' and validate = 0 }",1,"I",0,"","dcs_data",0
"mandte","LES","PRTLOTMSTMNT","LES",0,"if('&prtnum' != '' and '&mandte' != ''){[select age_pflnam from prtmst_view where prtnum ='&prtnum' and prt_client_id ='&prt_client_id' and wh_id ='&wh_id'] catch(-1403) | if(@age_pflnam != ''){ get expiration date where prtnum = '&prtnum' and mandte = '&mandte' and age_pflnam = @age_pflnam and client_id ='&prt_client_id' |  publish data where expdte = @expire_dte}}",1,"I",1,"expdte","dcs_data",0
"max_catch_qty","LES","LES","LES",0,"if (('&catch_cod' != '') and float('&max_catch_qty') < float('&min_catch_qty')) set return status where status = 10461",1,"I",0,"","sal_data",0
"max_licenses","LES","LES","LES",0,"validate number where colnam="max_licenses" and intflg=1 and compare = 'GT' and value = &max_licenses and limit = 0|validate number where colnam="max_licenses" and compare = 'LTE' and value = &max_licenses and limit = 10",1,"I",0,"","dcs_data",0
"max_prob_qty","LES","LES","LES",0,"if('&prob_qty' != '' and '&max_prob_qty' < '&prob_qty'){set return status where status = 10147 and limit = 'Probablity' and argdsc = 'Max Probablity' and errnum = 'Bad Data Set'}|validate number where colnam="max_prob_qty" and intflg=1 and compare = 'GTE' and value = '&max_prob_qty' and limit = 0|validate number where colnam="max_prob_qty" and compare = 'LTE' and value = '&max_prob_qty' and limit = 100",1,"I",0,"","dcs_data",0
"max_usr","LES","carmovemnt","LES",0,"if ('&trlr_num' != '' and '&max_usr' != '') {[select count (*)cnt from trlr_usr inner join trlr on trlr_usr.trlr_id = trlr.trlr_id where trlr.trlr_num = '&trlr_num'] | if(@cnt > '&max_usr'){set return status where status = 10812}}",1,"I",0,"","dcs_data",0
"max_volume","pcklstrulsetmnt","pcklstrulsetmnt","LES",0,"if (to_number('&max_volume') < 0) { set return status where status = 11715}",1,"I",1,"","dcs_data",0
"max_weight","pcklstrulsetmnt","pcklstrulsetmnt","LES",0,"if (to_number('&max_weight') < 0) { set return status where status = 11714}",1,"I",1,"","dcs_data",0
"maxdev","LES","LES","LES",0,"validate number where colnam="maxdev" and intflg=1 and compare = 'GT' and value = &maxdev and limit = 0",1,"I",0,"","dcs_data",0
"maxdev","LES","WMD-ZON-VEH-MNT","LES",0,"[select maxdev wrkzon_max_dev  from zonmst where wrkzon = '&wrkzon' and wh_id = '&wh_id' ] catch(-1403) | if (@wrkzon_max_dev < '&maxdev') { set return status where status = 11673 }",1,"I",0,"","dcs_data",0
"maxloc","LES","LES","LES",0,"validate number where colnam='maxloc' and intflg = 1 and compare = 'GT' and value = &maxloc and limit = 0",1,"I",0,"","dcs_data",0
"maxprithr","LES","LES","LES",0,"validate number where colnam="maxprithr" and intflg=1 and compare = 'GT' and value = &maxprithr and limit = 0",1,"I",0,"","dcs_data",0
"maxunt","LES","LES","LES",0,"validate number where colnam='maxunt' and intflg = 1 and compare = 'GT' and value = &maxunt and limit = 0",1,"I",0,"","dcs_data",0
"maxunt","LES","rplcfgmnt","LES",0,"if ('&stoloc' <> '' and &pctflg = 0) {[select l.maxqvl, l.loccod from locmst l where l.stoloc = '&stoloc' and l.wh_id = '&wh_id'] | if ('&prtnum' <> '' and '&prt_client_id' <> '') {get translated maximum units where prtnum = '&prtnum' and prt_client_id = '&prt_client_id' and wh_id = '&wh_id' and loccod = @loccod and avail_qvl = @maxqvl}| if ((@translated_maxqvl <> '') and (@translated_maxqvl < &maxunt)) { set return status where status = '10404' } } else { validate number where colnam='maxunt' and intflg = 1 and compare = 'GT' and value = &maxunt and limit = 0 }",1,"I",0,"","dcs_data",0
"maxval","LES","locnamscmmnt","LES",0,"if ('&minval' != '' and '&maxval' != '' and '&maxval' < '&minval') { set return status where status = 2404 and argdsc = 'Maxinum' and limit='&minval' and errnum= 2404 }",1,"I",0,"","dcs_data",0
