eo_id,eo_ver,eo_seg_id,eo_seg_descr,parent_eo_id,parent_eo_ver,parent_eo_seg_id,blk_alg_id,blk_alg_eval_cd,retr_mthd_id,eo_seg_ordr,u_version,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
"CANON_ORDER_TRAN","2019.1","ORDERLOGISTICALDATEINFORMATION","Contains the choices to select various types of dates or date ranges associated to the order.","CANON_ORDER_TRAN","2019.1","ORDERLOGISTICALINFORMATION","","","ORDERLOGISTICALDATEINFORMATION",10,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","ORDERLOGISTICALINFORMATION","GS1 Canonical Order Logistical Information Segment","CANON_ORDER_TRAN","2019.1","ORDER","","","ORDERLOGISTICALINFORMATION",60,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","ORDERMESSAGE","GS1 Canonical Order Message Root Segment","","","","","","ORDERMESSAGE",10,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","ORDERNOTE","ORDER NOTE extension","CANON_ORDER_TRAN","2019.1","ORDEREXTENSION","","","GS1_EXTENSIONORDERNOTE_RM",10,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","ORDLINAVPLIST","GS1 Canonical Order Line AVP List Segment","CANON_ORDER_TRAN","2019.1","ORDERLINEITEM","","","ORDLINAVPLIST",40,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","ORDLINELOGISTICDATEINFORMATION","Contains the choices to select various types of dates or date ranges associated to the order.","CANON_ORDER_TRAN","2019.1","ORDLINLOGISTICALINFORMATION","","","ORDLINELOGISTICDATEINFORMATION",10,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","ORDLINLOGISTICALINFORMATION","GS1 Canonical Order Line Logistical Information Segment","CANON_ORDER_TRAN","2019.1","ORDERLINEITEMDETAIL","","","ORDLINLOGISTICALINFORMATION",10,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","PURCHASEORDER","purchaseorder","CANON_ORDER_TRAN","2019.1","ORDEREXTENSION","","","ORDER_PURCHASE_RM",100,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","RECEIVER","GS1 Canonical Receiver Segment","CANON_ORDER_TRAN","2019.1","STANDARDBUSINESSDOCUMENTHEADER","","","RECEIVER",20,1,"20210202173213","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","RECEIVERIDENTIFIER","Receiver Identifier","CANON_ORDER_TRAN","2019.1","RECEIVER","","","RECEIVER_IDENTIFIER_RM",10,1,"20210202173213","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","REQUESTDELIVERYDATERANGE","GS1 Canonical Requested Delivery Date Range Segment","CANON_ORDER_TRAN","2019.1","ORDLINELOGISTICDATEINFORMATION","","","REQUESTDELIVERYDATERANGE",10,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","REQUESTEDDELIVERYDATERANGE","GS1 Canonical Requested Delivery Date Range Segment","CANON_ORDER_TRAN","2019.1","ORDERLOGISTICALDATEINFORMATION","","","REQUESTEDDELIVERYDATERANGE",10,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","REQUESTEDSHIPDATERANGE","GS1 Canonical Requested Shipping Date Range Segment","CANON_ORDER_TRAN","2019.1","ORDERLOGISTICALDATEINFORMATION","","","REQUESTEDSHIPDATERANGE",20,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","REQUESTSHIPDATERANGE","GS1 Canonical Requested Shipping Date Range Segment","CANON_ORDER_TRAN","2019.1","ORDLINELOGISTICDATEINFORMATION","","","REQUESTSHIPDATERANGE",20,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","RETURNMATAUTHNUM","returnMaterialsAuthorizationNumber","CANON_ORDER_TRAN","2019.1","ORDEREXTENSION","","","EXT_RETURNMATAUTHNUM_RM",110,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","ROUTETOADD","route to additional party identification","CANON_ORDER_TRAN","2019.1","ROUTETOCUSTOMER","","","ROUTE_TO_ADDPARTY_RM",1,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","ROUTETOADDRESS","GS1 Canonical Order Route To Address Segment","CANON_ORDER_TRAN","2019.1","ROUTETOCUSTOMER","","","ROUTETOADDRESS",10,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","ROUTETOCONTACT","ROUTETOCONTACT","CANON_ORDER_TRAN","2019.1","ROUTETOCUSTOMER","","","ROUTETOCONTACT",20,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","ROUTETOCUSTOMER","Route To Customer","CANON_ORDER_TRAN","2019.1","ORDEREXTENSION","","","GS1_EXTENSIONROUTETO_RM",30,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","ROUTETOGEOGRAPHICALCOORDINATES","GS1 Canonical Order route To Geographical Coordinates Segment.","CANON_ORDER_TRAN","2019.1","ROUTETOADDRESS","","","ROUTETOGEOGRAPHICALCOORDINATES",10,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SELLER","GS1 Canonical Order Seller Segment","CANON_ORDER_TRAN","2019.1","ORDER","","","SELLER",40,1,"20210202173213","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SELLERADDITIONALPARTYID","GS1 Canonical Order Seller Additional Party Identification Segment","CANON_ORDER_TRAN","2019.1","SELLER","","","SELLERADDITIONALPARTYID",10,1,"20210202173213","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SENDER","GS1 Canonical Sender Segment","CANON_ORDER_TRAN","2019.1","STANDARDBUSINESSDOCUMENTHEADER","","","SENDER",10,1,"20210202173213","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SENDERIDENTIFIER","Sender Idenitfier","CANON_ORDER_TRAN","2019.1","SENDER","","","SENDER_RM",10,1,"20210202173213","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPFROM","GS1 Canonical Order Ship From Segment","CANON_ORDER_TRAN","2019.1","ORDERLOGISTICALINFORMATION","","","SHIPFROM",20,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPFROMADD","ship from additional party identification","CANON_ORDER_TRAN","2019.1","SHIPFROM","","","SHIPFROMADDITIONALPARTYID",1,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPFROMADDRESS","SHIPFROMADDRESS","CANON_ORDER_TRAN","2019.1","SHIPFROM","","","SHIPFROMADDRESS",10,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPFROMCONTACT","SHIP FROM CONTACT","CANON_ORDER_TRAN","2019.1","SHIPFROM","","","SHIPFROMCONTACT_RM",20,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPFROMGEOCOORDINATES","SHIPFROM GEOGRAPHICAL COARDINATES","CANON_ORDER_TRAN","2019.1","SHIPFROMADDRESS","","","SHIPFROMGEO_RM",10,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPLINETRANSPORTINFORMATION","Contains the identification of the carrier and mode associated with the transportation of the goods or services.","CANON_ORDER_TRAN","2019.1","ORDERLINEITEM","","","SHIPLINETRANSPORTINFORMATION",20,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPTO","GS1 Canonical Order Ship To  Segment","CANON_ORDER_TRAN","2019.1","ORDERLOGISTICALINFORMATION","","","SHIPTO",30,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPTOADD","ship to additional party identification","CANON_ORDER_TRAN","2019.1","SHIPTO","","","SHIPTOADDITIONALPARTYID",1,1,"20210202173213","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPTOADDRESS","GS1 Canonical Order Ship To  Address Segment","CANON_ORDER_TRAN","2019.1","SHIPTO","","","SHIPTOADDRESS",10,1,"20210202173213","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPTOCONTACT","GS1 Canonical Order Ship To  Contact Segment","CANON_ORDER_TRAN","2019.1","SHIPTO","","","SHIPTOCONTACT",20,1,"20210202173213","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPTOCUSTOMER","ship to customer extension","CANON_ORDER_TRAN","2019.1","ORDEREXTENSION","","","GS1_EXTENSIONSHIPTO_RM",20,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPTOGEOGRAPHICALCOORDINATES","GS1 Canonical Order Ship To  Geographical Coordinates Segment","CANON_ORDER_TRAN","2019.1","SHIPTOADDRESS","","","SHIPTOGEOGRAPHICALCOORDINATES",10,1,"20210202173213","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","SHIPTRANSPORTATIONINFORMATION","GS1 Canonical Order Shipment Transportation Information Segment","CANON_ORDER_TRAN","2019.1","ORDERLOGISTICALINFORMATION","","","SHIPTRANSPORTATIONINFORMATION",40,1,"20210202173213","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","STANDARDBUSINESSDOCUMENTHEADER","GS1 Canonical Order Standard Business Document Header Segment","CANON_ORDER_TRAN","2019.1","ORDERMESSAGE","","","STANDARDBUSINESSDOCUMENTHEADER",10,1,"20210202173213","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","TRANSACTIONALITEMDATA","GS1 Canonical Order Transactional Item Data Segment","CANON_ORDER_TRAN","2019.1","TRANSACTIONALTRADEITEM","","","TRANSACTIONALITEMDATA",20,1,"20210202173212","","SLIMP_I",""
"CANON_ORDER_TRAN","2019.1","TRANSACTIONALTRADEITEM","GS1 Canonical Order Transactional Trade Item Segment","CANON_ORDER_TRAN","2019.1","ORDERLINEITEM","","","TRANSACTIONALTRADEITEM",10,1,"20210202173212","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","ADDITIONALPARTYIDENTIFICATION","Identification of carrier","CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTCARRIER","","","ADDITIONALPARTYIDENTIFICATION",10,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","DOCUMENTIDENTIFICATION","GS1 Document Identification Segment","CANON_TRANS_PICKUP_DROPOFF","2017.2","STANDARDBUSINESSDOCUMENTHEADER","","","TRANSPORT_PICKUPDROPOFF_DOC_ID",30,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","DROPOFFLOGISTICEVENTPERIOD","Planned Drop off Logistic Event Period","CANON_TRANS_PICKUP_DROPOFF","2017.2","PLANNEDDROPOFF","","","DROPOFFLOGISTICEVENTPERIOD",10,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","DROPOFFLOGISTICLOCATION","Planned Drop off Logistic Location","CANON_TRANS_PICKUP_DROPOFF","2017.2","PLANNEDDROPOFF","","","DROPOFFLOGISTICLOCATION",20,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","LOCATIONSPECINSTRUCTIONS","location specific instructions","CANON_TRANS_PICKUP_DROPOFF","2017.2","DROPOFFLOGISTICLOCATION","","","LOCATIONSPECINSTRUCTIONS",20,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","LOCSPECIFICINSTRUCTIONS","location specific instructions","CANON_TRANS_PICKUP_DROPOFF","2017.2","PICKUPLOGISTICLOCATION","","","LOCSPECIFICINSTRUCTIONS",20,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","PICKUPLOGISTICEVENTPERIOD","Planned Pick-up Logistic Event Period","CANON_TRANS_PICKUP_DROPOFF","2017.2","PLANNEDPICKUP","","","PICKUPLOGISTICEVENTPERIOD",10,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","PICKUPLOGISTICLOCATION","Planned Pick-up Logistic Location","CANON_TRANS_PICKUP_DROPOFF","2017.2","PLANNEDPICKUP","","","PICKUPLOGISTICLOCATION",20,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","PLANNEDDROPOFF","Transport Planned Drop off","CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTPICKUPDROPOFFREQUEST","","","PLANNEDDROPOFF",40,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","PLANNEDPICKUP","Transport Planned Pick-up","CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTPICKUPDROPOFFREQUEST","","","PLANNEDPICKUP",30,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","RECEIVER","GS1 Canonical Receiver Segment","CANON_TRANS_PICKUP_DROPOFF","2017.2","STANDARDBUSINESSDOCUMENTHEADER","","","TRANSPORT_PICKUPDROPOFF_RCV",20,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","RECEIVERIDENTIFIER","Receiver identifer","CANON_TRANS_PICKUP_DROPOFF","2017.2","RECEIVER","","","TRANSPORT_PICKUPDROP_RECVER_RM",10,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","SENDER","GS1 Canonical Sender Segment","CANON_TRANS_PICKUP_DROPOFF","2017.2","STANDARDBUSINESSDOCUMENTHEADER","","","TRANSPORT_PICKUPDROPOFF_SENDER",10,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","SENDERIDENTIFIER","sender identifier","CANON_TRANS_PICKUP_DROPOFF","2017.2","SENDER","","","TRANSPORT_PICKUPDROP_SENDER_RM",10,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","STANDARDBUSINESSDOCUMENTHEADER","GS1 Canonical Order Standard Business Document Header Segment","CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTPICKUPDROPOFFMESSAGE","","","TRANSPORT_PICKUP_DROPOFF_SBDH",10,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANPICKDROPREQAVPLIST","Transport Pick-up Drop-off AVP List","CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTPICKUPDROPOFFREQUEST","","","TRANPICKDROPREQAVPLIST",10,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTCARRIER","Transport Carrier","CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTPICKUPDROPOFFREQUEST","","","TRANSPORT_CARRIER",60,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTEQUIPMENT","Transport Equipment","CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTPICKUPDROPOFFREQUEST","","","RM_TRANSPORT_EQUIPMENT",20,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTINSTRUCTION","Transport Instruction","CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTPICKUPDROPOFFREQUEST","","","TRANSPORTINSTRUCTIONID",50,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTPICKUPDROPOFFMESSAGE","Canonical Transport Pick-up and Drop-off Message","","","","","","TRANSPORTPICKUPDROPOFFMESSAGE",10,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTPICKUPDROPOFFREQID","Transport Pick-up Drop-off Request Id","CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTPICKUPDROPOFFREQUEST","","","TRANSPORTPICKUPDROPOFFREQID",20,1,"20210202173332","","SLIMP_I",""
"CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTPICKUPDROPOFFREQUEST","Transport Pick up and Drop off Appointment Request","CANON_TRANS_PICKUP_DROPOFF","2017.2","TRANSPORTPICKUPDROPOFFMESSAGE","","","TRANSPORTPICKUPDROPOFFREQUEST",20,1,"20210202173332","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","ADDITIONALSHIPIDENTIFICATION","additional shipment identification eo","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADSHIPMENT","","","ADDITIONALSHIPIDENTIFICATION",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","ADDITIONALTRADEITEMID","GS1 Canonical Order Additional Trade Item Identification Segment","CANON_TRANSPORT_LOAD","2020.1.0","TRANSACTIONALTRADEITEM","","","ADDITIONALTRADEITEMID_TL",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","CARRIER","shipment carrier eo","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADSHIPMENT","","","TRANSPORT_LOAD_CARRIER",20,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","CARRIERPARTYIDENTIFICATION","shipment carrier additional party identification","CANON_TRANSPORT_LOAD","2020.1.0","CARRIER","","","CARRIERPARTYIDENTIFICATION",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","DOCUMENTIDENTIFICATION","GS1 Document Identification Segment","CANON_TRANSPORT_LOAD","2020.1.0","STANDARDBUSINESSDOCUMENTHEADER","","","TRANSPORT_LOAD_DOC_ID",30,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","LOGISTIC_SERVICES_SELLER","logistic services seller","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOAD","","","LOGISTIC_SERVICES_SELLER",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","LOGISTICSERVICE","logistic service eo","CANON_TRANSPORT_LOAD","2020.1.0","SHIPMENTITEM","","","LOGISTICSERVICE",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","LOGISTICSERVICESSELLERID","logistic services seller party identification","CANON_TRANSPORT_LOAD","2020.1.0","LOGISTIC_SERVICES_SELLER","","","LOGISTICSERVICESSELLERPARTYID",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","PARENTADDITIONALSHIPMENTID","Parent Additional Shipment Identification","CANON_TRANSPORT_LOAD","2020.1.0","PARENTSHIPMENTID","","","PARENTADDITIONALSHIPMENTID",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","PARENTSHIPMENTID","Parent Shipment Identification","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADSHIPMENT","","","PARENTSHIPMENTID",30,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","RECEIVER","GS1 Canonical Receiver Segment","CANON_TRANSPORT_LOAD","2020.1.0","STANDARDBUSINESSDOCUMENTHEADER","","","TRANSPORT_LOAD_RECEIVER",20,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","RECEIVERIDENTIFIER","Receiver Identifier","CANON_TRANSPORT_LOAD","2020.1.0","RECEIVER","","","TRANSPORT_LOAD_RECEIVER_RM",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","SENDER","GS1 Canonical Sender Segment","CANON_TRANSPORT_LOAD","2020.1.0","STANDARDBUSINESSDOCUMENTHEADER","","","TRANSPORT_LOAD_SENDER",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","SENDERIDENTIFIER","Sender Idenitfier","CANON_TRANSPORT_LOAD","2020.1.0","SENDER","","","TRANSPORT_LOAD_SENDER_RM",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","SHIP_RECV_PARTYIDENTIFICATION","shipment receiver additional party identification eo","CANON_TRANSPORT_LOAD","2020.1.0","SHIPMENT_RECEIVER","","","SHIP_RECV_PARTYIDENTIFICATION",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","SHIPFROM","shipment ship from eo","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADSHIPMENT","","","TRANSPORT_LOAD_SHIPFROM",40,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","SHIPFROMIDENTIFICATION","shipment ship from identification eo","CANON_TRANSPORT_LOAD","2020.1.0","SHIPFROM","","","TRANSPORT_LOAD_SHIPFROM_ID",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","SHIPMENT_RECEIVER","shipment receiver eo","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADSHIPMENT","","","SHIPMENT_RECEIVER",50,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","SHIPMENTITEM","shipment item eo","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADSHIPMENT","","","SHIPMENTITEM",60,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","SHIPPER","shipment shipper eo","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADSHIPMENT","","","TRANSPORT_LOAD_SHIPPER",70,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","SHIPPERIDENTIFICATION","shipment shipper identification eo","CANON_TRANSPORT_LOAD","2020.1.0","SHIPPER","","","SHIPPER_IDENTIFICATION",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","STANDARDBUSINESSDOCUMENTHEADER","GS1 Canonical Order Standard Business Document Header Segment","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADMESSAGE","","","TRANSPORT_LOAD_SBDH",20,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","STOP","stop eo","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOAD","","","STOP",20,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","STOPLOGISTICEVENT","stop logistic event eo","CANON_TRANSPORT_LOAD","2020.1.0","STOP","","","STOPLOGISTICEVENT",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","STOPLOGISTICEVENTDATETIME","stop logistic event datetime eo","CANON_TRANSPORT_LOAD","2020.1.0","STOPLOGISTICEVENT","","","STOPLOGISTICEVENTDATETIME",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","TRANSACTIONALTRADEITEM","shipment item transactional trade item eo","CANON_TRANSPORT_LOAD","2020.1.0","SHIPMENTITEM","","","TRANSPORT_LOAD_TRADE_ITEM",20,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTCARGOCHARACTERISTICS","shipment item transport cargo characteristics eo","CANON_TRANSPORT_LOAD","2020.1.0","SHIPMENTITEM","","","TRANSPORTCARGOCHARACTERISTICS",30,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTINSTRUCTIONTERMS","shipment transport instruction terms","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADSHIPMENT","","","TRANSPORTINSTRUCTIONTERMS",80,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOAD","transport load","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADMESSAGE","","","TRANSPORTLOAD",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADIDENTIFICATION","transport load identification","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOAD","","","TRANSPORTLOADIDENTIFICATION",30,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADMESSAGE","transport load message","","","","","","TRANSPORTLOADMESSAGE",10,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADSHIPMENT","transport load shipment EO","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOAD","","","TRANSPORTLOADSHIPMENT",40,1,"20210202173252","","SLIMP_I",""
"CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTREFERENCE","shipment transport reference eo","CANON_TRANSPORT_LOAD","2020.1.0","TRANSPORTLOADSHIPMENT","","","TRANSPORTREFERENCE",90,1,"20210202173252","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","ADDITIONALPARTYIDENTIFICATION","Identification of a party by use of a code","CANONICAL_LOC_TRAN","2017.2","PARENTPARTY","","","LOCATIONPARTYIDENTIFICATION_RM",10,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","BASICLOCATION","Basic Location","CANONICAL_LOC_TRAN","2017.2","LOCATION","","","LOCATIONBASIC_RM",40,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","BUISNESSSCOPE","Business Scope","CANONICAL_LOC_TRAN","2017.2","STANDARDBUSINESSDOCUMENTHEADER","","","LOCATIONBUISNESSSCOPE_RM",40,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","DOCUMENTIDENTIFICATION","GS1 Document Identification Segment","CANONICAL_LOC_TRAN","2017.2","STANDARDBUSINESSDOCUMENTHEADER","","","LOCATIONDOCIDENTIFICATION_RM",30,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","LOCATION","Message that supports supplier party processes.","CANONICAL_LOC_TRAN","2017.2","LOCATIONMESSAGE","","","LOCATION_RM",20,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","LOCATIONADDRESS","Location Supplier","CANONICAL_LOC_TRAN","2017.2","BASICLOCATION","","","LOCATIONADDRESS_RM",20,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","LOCATIONCONTACT","Location Supplier Contact","CANONICAL_LOC_TRAN","2017.2","BASICLOCATION","","","LOCATIONCONTACT_RM",30,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","LOCATIONIDENTIFICATION","Message that supports supplier location processes.","CANONICAL_LOC_TRAN","2017.2","LOCATION","","","LOCATIONIDENTIFICATION_RM",20,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","LOCATIONMESSAGE","GS1 Canonical Location Supplier Message Root Segment","","","","","","LOCATIONMESSAGE_RM",10,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","LOGISTICDETAILS","logistic details","CANONICAL_LOC_TRAN","2017.2","LOCATION","","","LOCLOGISTICDETAILS_RM",50,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","PARENTPARTY","Parent Party","CANONICAL_LOC_TRAN","2017.2","LOCATION","","","LOCPARENTPARTY_RM",30,1,"20210202173351","","SLIMP_I",""
