sys_obj_typ,sys_obj_id,cust_lvl,cmnt,grp_nam,is_purged
"pol_id","CARTONIZATION-USE-CUSTOM-RF-FORM",0,"This policy specifies that the user needs a customized Device form at the completion of cartonized picks.","dcs_data",0
"pol_id","CARTONIZATION-USE-SENSITIVE-CARTONS",0,"This policy specifies that the user intends to pack sensitive items into a sensitive item carton before they can be backed into a carton with other items.","dcs_data",0
"pol_id","CHECK-INV-HOLD",0,"This policy determines areas of functionality within the shipping process where inventory holds will be checked for shipping eligibility.  For example, if a checkpoint is set during Transport Equipment Loading, then inventory holds are evaluated at the time inventory is loaded onto a Transport Equipment.  If the inventory is attached to an inventory hold which does not allow shipping, then that inventory is not allowed to be loaded.  If a checkpoint for Transport Equipment Dispatch is set, then inventory holds are evaluated at the time the Transport Equipment is dispatched.","dcs_data",0
"pol_id","CHECK-INVSTS",0,"This policy determines areas of functionality within the shipping process where inventory statuses will be checked for shipping eligibility.  For example, if a checkpoint is set during Transport Equipment Loading, then inventory statuses are evaluated at the time inventory is loaded onto a Transport Equipment.  If the inventory is in an inventory status which does not allow shipping within its inventory status progression, then that inventory is not allowed to be loaded.  If a checkpoint for Transport Equipment Dispatch is set, then inventory statuses are evaluated at the time the Transport Equipment is dispatched.","dcs_data",0
"pol_id","CLEAR-DRIVER-DATA-ENABLED",0,"This policy is used to clear driver data during checkout of the trailer/powerunit","dcs_policy",0
"pol_id","CLEAR-PERSONAL-DATA-ENABLED",0,"This policy is used to clear personal data of customer/supplier during address master archival","dcs_policy",0
"pol_id","CLIENT-CACHE",0,"This policy indicates the client side form cache settings. You can disable/enable the cache. You can also set the maximum amount of forms that can be cached and how many duplicate entries of a form can be added to the cache. 0 means unlimited.","mcs_policy",0
"pol_id","CLIENT-HOOKS",0,"These policies contain the client-side application hooks.  These are Active-X modules that can be executed after certain hook events.

The Hook Event value defines the type of hook being used.  Examples of hooks events are After Login, Before Logout, etc.  

The Object GUID is the GUID of the Active X public class containing the function to be called by the hook. 

The Function value is the name of the function to be called inside of the Active X library represented by the Object GUID.

For example, the WM-D product uses a DCSLogout function inside of the dcshooks.Utils class on the Before Logout event.  The GUID here would be 'dcshooks.Utils'.  The function would be 'DCSLogout'.","mcs_policy",0
"pol_are_id","CLIENT-UPDATE",0,"These policies configure the automatic Client update functionality of the DigitaLogistix application.","mcs_policy",0
"pol_id","CLIENT-UPDATE-ENABLED-RU",0,"This policy indicates whether automatic client application updates are enabled for restricted users.","mcs_policy",0
"pol_id","CLIENT-UPDATE-PATH",0,"This policy configures the search path for the client component download functionality.  The server will search these paths to find a new client component that is being downloaded.

It searches based on the sort sequence and will stop after it finds the component.

Note, server side environment variables can be used, such as $MCSDIR.","mcs_policy",0
"pol_id","CLOSE-TRAILER-DISCREPANCIES-ROLE",0,"This policy determines which roles are allowed to close a receiving Transport Equipment that has discrepancies.","dcs_data",0
"pol_id","COMMIT-TOP-OFF",0,"When processing Top-off replenishments commit after every location is processed.","dcs_data",0
"pol_id","CONFIGURE-LABELS-DEFAULT",0,"This policy configures the default values for label printing when a user is performing putaway after a shipment adjusment and determines whether or not the user is allowed to change those default values.","dcs_data",0
"pol_id","CONFIGURE-STORAGE-LOC-ASSIGN",0,"This policy configures the default values for putting away loads of inventory after a shipment adjusment and determines whether or not the user is allowed to change those default values.","dcs_data",0
"pol_id","CSTMSTYP-REQ-RCPT",0,"This policy is used to configure if allow customs type is required for Planned Inbound Order.","dcs_policy",0
"pol_id","CSTMSTYP-REQ-WKO",0,"This policy is used to configure if allow customs type is required for work order.","dcs_policy",0
"pol_are_id","CUSTOMS-CONSIGNMENT",0,"These policies are used by system to configure the behavior of the system when handling customs consignment.","dcs_policy",0
"pol_are_id","CYCLE-COUNTING",0,"These policies deal with Cycle Counting and their configurations.","dcs_policy",0
"pol_id","CYCLE-COUNTING_BY_CATCH_QTY",0,"This policy is used to configure the cycle counting by catch quantity funtionality.","wm_pol_inf",0
"pol_id","DATA-PROTECTION",0,"These policies configure enforcement of personal data protection in the system","dcs_policy",0
"pol_are_id","DATE-SELECTION",0,"These policies determines the use of Expiration or FIFO date for consolidated inventory.","dcs_policy",0
"pol_id","DEFAULT-LAST-ASSET-CONFIG",0,"Default handling unit details to the configuration used the last time the item was identified","dcs_data",0
"pol_id","DEFAULT-PASSWORD",0,"This policy configures the default password to be used when copying users. This password should comply to password format policies if format checking is enabled.","mcs_policy",0
"pol_id","DEFAULT-UOM-FOR-GTIN",0,"Default the UOM Code when GTIN is scanned for Item Number","dcs_data",0
"pol_id","DEF-CUST-LVL",0,"The DigitaLogistix systems allow for customizable data.  This is done using a customization level.  Distributed data for these items are not changed, but a new entry is added with a higher customization level than the standard values.

This policy determines what customization level will be used by the maintenance components.  This is the value that will be used when no customization level is passed into the command.","mcs_policy",0
"pol_id","DEFER-SHIP-CHANGE-WHILE-INPR",0,"This policy determines the field(s) which the system will defer changing (using the deferred execution table) if the shipment has been allocated, but not yet staged, until the shipment has been staged.","dcs_data",0
"pol_id","DEFER-TRIGGERED-REPLENISHMENTS",0,"This policy determines whether or not the system should defer creating replenishments when moving inventory.  If deferred, the call to create the replenishments is written to the deferred execution table, and then executed in the background by a schedule agent task.  Deferring the creation of replenishments will help increase performance when moving inventory.","dcs_policy",0
"pol_id","DIGITAL-SIG-FILE-PATH",0,"Path configured to save the files required for digital signature capture.","sal_data",0
"pol_are_id","DIGITAL-SUPPLIER",0,"These policies handle the configuration of the Digital Supplier application when interfacing with this system.","sal_data",0
"pol_id","DISABLE-REPL-DYNAMIC-PICKFACES",0,"This policy is used to enable/disable replenishments or PIP being generated from areas which are configured for Dynamic Slotting.","dcs_data",0
"pol_are_id","DISASSEMBLY-PROCESSING",0,"These policies are used by the system while processing the disassembly work orders.","dcs_policy",0
"pol_id","DISASSEMBLY-PROCESSING-MISC-ALLOW-SCRAP-EXCEEDED",0,"This policy determines to warn the user at the time of the work order close if the expected scrap percentage has been exceeded.","dcs_data",0
"pol_id","DISASSEMBLY-PROCESSING-MISC-ALLOW-UNEXPECTED-PART",0,"This policy determines whether we allow users to identify components that do not belong to the disassembly work order.","dcs_data",0
"pol_id","DISPLAY-SUBUCC",0,"If this policy is Installed the subucc will be displayed instead of the carton number during cluster picking.","dcs_policy",0
"pol_are_id","DISTRO",0,"These policies are used to configure distribution processing.","dcs_policy",0
"pol_id","DISTRO-INSTALLED",0,"Distribution is installed","dcs_policy",0
"pol_id","DISTRO-PRE-PROCESS",0,"If this policy is enabled distribution processing will take place during ASN download.  Only valid when everything on the pallet can be distributed.","dcs_policy",0
"pol_id","DLYTRN-LOGGING",0,"These policies determine the strategy to log daily transactions.","dcs_data",0
"pol_id","DOCNUM-ASSIGN-LEVEL",0,"When a user is printing paperwork, and the system requests the document number and tracking number, the level defined in this policy is the level where those values will be applied.","dcs_data",0
"pol_id","DOCNUM-REQ-FOR-SHIP-PAPER",0,"If this policy is enabled, the system will require that the Document Number field be filled in before the paperwork can be printed. The level at which this value must be applied (shipment, stop, load) is dependent on the level at which the paperwork is printed.","dcs_data",0
"pol_id","DYNAMIC-SLOT-PLAN-TEMPLATE",0,"This policy configures the Slotting Plan Template that will be used.","dcs_data",0
"pol_are_id","EMERGENCY-REPLENISHMENTS",0,"These policies deal with Emergency Replenishments and their configurations.","dcs_policy",0
"pol_id","EMERGENCY-REPLENISHMENTS-INSTALLED",0,"This policy configures the system to use emergency replenishments. If the policy is enabled, the system used emergency replenishments.","dcs_data",0
"pol_are_id","EMS",0,"These policies are used to configure EMS.","ems_policy",0
"pol_id","EMS-DEF-LOCALE",0,"This policy sets the default locale when priming new events.","ems_policy",0
"pol_id","EMS-DUPLICATES",0,"This policy determines at what level EMS will handle duplicate alerts.  A TRUE (1) setting will check every event that is raised against the event name, key value and client id for duplication.  A FALSE (0) setting will only check for duplicate events against alerts that require an acknowledgement.  All other raised events are not duplicates.","ems_policy",0
"pol_id","EMS-EVENT-LIMIT",0,"This policy configures whether or not the EMS event is enabled to indicate that an EMS Limit has been exceeded.","ems_policy",0
"pol_are_id","EMS-EVENTS",0,"The EMS Event policies provide a spot to record all possible events raised in the application.  When it comes time to prime EMS with all possible event definitions, the 'primve ems event' component looks through the policies to determine how to prime each event.  The event policies also provide a common place to store configuration parameters for the event","mcs_policy",0
"pol_id","EMS-EVENTS-INT-ASYNCEVT",0,"These policies determines whether the EMS event is raised when a failure occurs with an Integrator event being processed by the asynchronous event process.  If a policy is enabled for a particular Integrator event and a problem occurs with that Integrator event being processed by the asynchronous event process then an EMS event is raised.","sl_data",0
"pol_id","EMS-EVENTS-INT-INB_IFD",0,"These policies determines whether the EMS event is raised when a (resulting) IFD creation failure occurs with an Integrator event that is tied to a download (inbound trnsaction).  If a policy is enabled for a particular Integrator event and a problem occurs with that Integrator event being processed then an EMS event is raised.","sl_data",0
"pol_id","EMS-EVENTS-INT-INBOUND",0,"These policies determines whether the EMS event is raised when a failure occurs with a download.  If a policy is enabled, and the particular situation occurs an EMS event is raised.  

INT-DWNLD_HAS_ERRORS: Download has some processing errors that occured with inbound transaction deliveried synchronously.

INT-DWNLD_IS_EMPTY:  No lines were identified for the download.","sl_data",0
"pol_id","EMS-EVENTS-INT-OUT_IFD",0,"These policies determines whether the EMS event is raised when a (resulting) IFD creation failure occurs with an Integrator event that is not tied to a download (outbound transaction).  If a policy is enabled for a particular Integrator event and a problem occurs with that Integrator event being processed then an EMS event is raised.","sl_data",0
"pol_id","EMS-EVENTS-INT-OUTBOUND",0,"These policies determines whether the EMS event is raised when a failure occurs with a sending outbound transactions.  If a policy is enabled, and the particular situation occurs an EMS event is raised.

INT-SYSTEM_SEND_FAILURE: A failure occured while attempting to devliver outbound transactions (being deliveried asychronously) to a external system.  This is alert will be only sent upon the first set of failures, it will not be raised again until a successful send occurs.

INT-FAILED_TO_SEND: A failure occured while attempting to devliver outbound transactions (being deliveried asychronously) to a external system where the event status will be updated to SE.","sl_data",0
"pol_id","EMS-EVENTS-INT-TBLTOEVT",0,"These policies determines whether the EMS event is raised when a failure occurs with an Integrator event being processed by the table to event process.  If a policy is enabled for a particular Integrator event and a problem occurs with that Integrator event being processed by the table to event process then an EMS event is raised.","sl_data",0
"pol_are_id","EMS-FILE",0,"These policies are used when an attached file is associated with a raised event.","ems_policy",0
"pol_id","EMS-FILE-PATH",0,"This policy defines the directory where attached files will be stored on EMS.  The default is $LESDIR/files/hostout","ems_policy",0
"pol_id","EMS-FILE-TIMEOUT",0,"This policy configures the time limit to retrieve the file.","ems_policy",0
"pol_id","EMS-FROM-EMAIL",0,"This policy sets the email address in which subscribers will received EMS alerts.","ems_policy",0
"pol_id","EMS-HELD-ALERT-LIMIT",0,"This policy configures whether or not the EMS Held Alert Limit event is enabled. The event is raised if the number of held alerts in the system exceeds the limit specified in the EMS-HELD-ALERT-LIMIT policy.","ems_policy",0
"pol_id","EMS-HOST",0,"This policy sets the SMTP server name.  This is required to receive alerts from EMS.","ems_policy",0
"pol_are_id","EMS-IM",0,"The EMS Instant Messenger policies provide the ability to control lead line in all messages and to set up tracing.","ems_policy",0
"pol_id","EMS-IM-MSG",0,"This policy controls the lead message that appears in all instant messages that are sent out.","ems_policy",0
"pol_id","EMS-IM-TRACING",0,"This policy controls tracing the Instant Messenger process.  The file is written in the LESDIR/log directory.","ems_policy",0
"pol_id","EMS-INSTALLED",0,"This policy configures the system to turn on EMS logging. If the policy is enabled, the system will allow EMS events to be raised.","ems_data",0
"pol_are_id","EMS-LIMITS",0,"The EMS Limit policies provide the ability to control the number of raised events that are processed and the number of alerts that are sent.  The limiting of raised events is checked every X times an event is raised to EMS.  The check will validate that a specific event or priority has not exceeded a limit during a specified time interval.  The limiting the number of alerts sent is done to make sure that the SMTP server does not get flooded.","ems_policy",0
"pol_id","EMS-LMT-ITERATIONS",0,"This policy controls how many events are raised until another limit check is attempted.","ems_policy",0
"pol_id","EMS-LMT-RAISED-EVT",0,"This policy controls what events are being limited and by what criteria.","ems_policy",0
"pol_id","EMS-LMT-SEND",0,"This policy controls how many alerts can be processed at one time.  This will help limit the volume that is pushed through the SMTP server.","ems_policy",0
"pol_are_id","EMS-MISC",0,"The EMS Miscellaneous policies provide a spot to set the required system information.","ems_policy",0
"pol_id","EMS-PRIME-EVENTS",0,"This policy determines if every unknown event that is raised will automatically primed.","ems_data",0
"pol_id","EMS-SMTP-PASSWORD",0,"This policy sets the SMTP password of the SMTP server.","ems_policy",0
"pol_id","EMS-SMTP-PORT",0,"This policy sets the SMTP Port.  The default port is 25.","ems_policy",0
"pol_id","EMS-SMTP-USERNAME",0,"This policy sets the SMTP username of the SMTP server.","ems_policy",0
"pol_id","EMS-SOURCE-SYSTEM",0,"This policy is used to determine the source system for the EMS transactions that are sent to the Integrator.","sal_data",0
"pol_are_id","EMS-TEST-UOM",0,"The EMS Unit of Measure and Datetime Conversion event is a test event that is used to test the values of qualifiers being set in the alert subscriptions.","ems_policy",0
"pol_id","EMS-TEST-UOM",0,"This policy configures whether of not the EMS UOM and DT conversion test event is enabled.","ems_policy",0
"pol_id","EMS-WMD-AREA-STRANDED-INVENTORY",0,"This policy configures whether an EMS event is raised whenever the user overrides to a location where inventory will be stranded or modified the UOMs level on the area and which cause the existing loads in the location of the area not pickable.","dcs_data",0
"pol_id","EMS-WMD-ASSET-FEATURE-OUT-OF-THRESHOLD",0,"This policy configures whether an EMS alert is raised when an asset's feature falls out of threshold values.","dcs_data",0
"pol_id","EMS-WMD-ASSET-UNEXPECTED-LOC",0,"This policy configures whether an EMS alert is raised when there's an asset at an unexpected location.","dcs_data",0
"pol_id","EMS-WMD-ASSET-UNKNOWN-LOC",0,"This policy configures whether an EMS alert is raised when we are unable to find the location reported by the asset's RFID tag.","dcs_data",0
"pol_id","EMS-WMD-AUTO-CLOSE",0,"This policy configures whether an EMS event is raised when a consignment is automatically closed when fully received.","dcs_data",0
"pol_id","EMS-WMD-AUTO-WORK-ORDER-CREATED",0,"This policy configures whether or not an EMS event is raised whenever a work order is automatically created due to the atoflg and inventory levels.","dcs_data",0
"pol_id","EMS-WMD-BTO-ORDER-PART-SHORTAGE-WITHOUT-SUBSTITUTE",0,"This policy configures whether an EMS event is raised whenever the item without substitute.","dcs_data",0
"pol_id","EMS-WMD-CANCEL-NO-SUCC-REALLOC-FOR-SEQUENCE-ORDER",0,"Raise ems event for sequence order that has pick cancelled but not fully reallocated.","dcs_data",0
"pol_id","EMS-WMD-CANCEL-PICK",0,"This policy configures whether an EMS event is raised whenever a pick is cancelled.","dcs_data",0
"pol_id","EMS-WMD-CAR-CAP-WARN",0,"This policy configures whether an EMS event is raised whenever shipment demand for a specific carrier exceeds a given threshold (meaning the pallet qty demand of the carrier exceeds the threshhold configured in the policy).","dcs_data",0
"pol_id","EMS-WMD-CARTONIZATION-FAILED",0,"This policy configures whether an EMS event is raised whenever process cartonization failed to caronize a shipment.","dcs_data",0
"pol_id","EMS-WMD-CARTON-RESIZE",0,"This policy configures whether an EMS event is raised whenever a carton code is changed in the pckwrk_hdr table.","dcs_data",0
"pol_id","EMS-WMD-CHANGE-AND-CREATE-ITEM-LOT",0,"This policy configures whether an EMS event is raised whenever an item lot has been changed or created via UPD-PRTLOT-INVSTS transaction.","dcs_data",0
"pol_id","EMS-WMD-CHANGE-INVENTORY-STATUS",0,"This policy configures whether an EMS event is raised whenever all the inventory status has been successfully changed via UPD-PRTLOT-INVSTS transaction.","dcs_data",0
"pol_id","EMS-WMD-CHANGE-INVENTORY-STATUS-ERROR",0,"This policy configures whether an EMS event is raised whenever failed to change any inventory status via UPD-PRTLOT-INVSTS transaction.","dcs_data",0
"pol_id","EMS-WMD-CLOSE-TRAILER",0,"This policy configures whether an EMS alert is raised when a Trailer gets Closed.","dcs_data",0
"pol_id","EMS-WMD-COUNT-BACK-DISCREPANCY",0,"This policy configures whether an EMS event is raised whenever there is a discrepancy on a count back.","dcs_data",0
"pol_id","EMS-WMD-CREATE-CAR-MOVE",0,"This policy configures whether an EMS event is raised whenever a new load is added to the system.","dcs_data",0
"pol_id","EMS-WMD-CSTMS-CONSIGNMNT-DTY-PROC",0,"This policy configures whether an EMS event is sent whenever customs consignment is not duty processed after picking the bonded inventory","dcs_data",0
"pol_id","EMS-WMD-CUST-RECEIPT-DISCREPANCY",0,"This policy is used to determine whether or not an EMS event should be generated whenever a discrepancy occurs at a customer site","dcs_data",0
"pol_id","EMS-WMD-DELETE-DIRECTED-WORK",0,"This policy configures whether an EMS event is raised when an uncompleted work request has been canceled..","dcs_data",0
"pol_id","EMS-WMD-DFRD-SHIP-CHANGE",0,"This policy configures whether an EMS event is raised whenever a shipment change is deferred because the shipment has been allocated but not yet staged.","dcs_data",0
"pol_id","EMS-WMD-DFRD-SHIP-CHANGE-ERR",0,"This policy configures whether an EMS event is raised whenever a shipment change that was deferred until staging errored.","dcs_data",0
"pol_id","EMS-WMD-EARLY-TRLR",0,"This policy configures whether an EMS event is raised whenever a Transport Equipment arrives before its scheduled appointment time.","dcs_data",0
"pol_id","EMS-WMD-ERRORED-LOCATION",0,"This policy configures whether an EMS event is raised whenever a location status changes to Inventory Error.","dcs_data",0
"pol_id","EMS-WMD-FAIL-BCKGRND-SERVICE",0,"This policy configures whether an EMS event is raised whenever an error occurs during the processing of a moca command for a background service.","dcs_data",0
"pol_id","EMS-WMD-FAIL-INV-SERVICE",0,"This policy configures whether an EMS event is raised whenever an error occurs during the processing of an inbound or outbound inventory service.","dcs_data",0
"pol_id","EMS-WMD-FAIL-NONINV-SERVICE",0,"This policy configures whether an EMS event is raised whenever an error occurs during the processing of a non inventory service.","dcs_data",0
"pol_id","EMS-WMD-HOT-TRLR",0,"This policy configures whether an EMS event is raised whenever a Transport Equipment is marked Hot.","dcs_data",0
"pol_id","EMS-WMD-INTR-INV-UPDATE",0,"This policy configures whether an EMS event is raised whenever an error occurs during intransit inventory updates to an ASN Planned Inbound Order.","dcs_data",0
"pol_id","EMS-WMD-INT-TRANS-FAIL",0,"This policy configures whether an EMS alert is raised when the system fails to send the outbound integration transaction to an external system.","dcs_data",0
"pol_id","EMS-WMD-INVADJ-APPROVAL",0,"This policy configures whether an EMS alert is raised when an adjustment is made that requires supervisor approval to complete.","dcs_data",0
"pol_id","EMS-WMD-INVALID-DISTRO_TYP",0,"This policy configures whether an EMS alert is raised when all distros in one receive line have different distro types.","dcs_data",0
"pol_id","EMS-WMD-INV-OWNERSHIP-TRNS",0,"This policy configures whether an EMS alert is raised when an inventory ownership has transferred.","dcs_data",0
"pol_id","EMS-WMD-INV-RDT",0,"This policy configures whether an EMS event is raised whenever the defined interval of time (in minutes) has been exceeded and inventory still remains on an Device device.","dcs_data",0
"pol_id","EMS-WMD-LATE-SHIP",0,"This policy configures whether an EMS event is raised whenever a shipment is about to be late (late_shpdte is within XX hours of passing).","dcs_data",0
"pol_id","EMS-WMD-LATE-TRLR",0,"This policy configures whether an EMS event is raised whenever a Transport Equipment has not arrived by its scheduled appointment time.","dcs_data",0
"pol_id","EMS-WMD-LOAD-AUDIT-COMPLETE",0,"This policy configures whether an EMS event is sent whenever a load audit is completed.","dcs_data",0
"pol_id","EMS-WMD-LOT-EXPIRING",0,"This policy configures whether an EMS event is sent as inventory is within X days of expiring.  X is defined in the Threshold","dcs_data",0
"pol_id","EMS-WMD-LOW-ASSET-ALERT-AT-LOC",0,"This policy configures whether an EMS alert is raised when we find that serialized assets at a location fall below the minimum stocking.","dcs_data",0
"pol_id","EMS-WMD-LOW-INVENTORY",0,"This policy configures whether an EMS event is raised whenever inventory levels in the facility fall below a re-outbound order point as defined on the item master for a given item.","dcs_data",0
"pol_id","EMS-WMD-MANFST-ERROR",0,"This policy configures whether an EMS event is raised whenever an error is generated during the parcel manifest process.","dcs_data",0
"pol_id","EMS-WMD-MANUAL-STAGE",0,"This policy configures whether an EMS event is raised when all of the product for an outbound order is picked and in staging (except for one pick) and then that last pick gets cancelled..","dcs_data",0
"pol_id","EMS-WMD-MISSING-RFID-TAG",0,"This policy configures whether an EMS alert is raised when RFID server post a message about a RFID tag missing.","dcs_data",0
"pol_id","EMS-WMD-NEW-PART-CREATED",0,"This policy configures whether or not an EMS event is raised whenever a new item is created.","dcs_data",0
"pol_id","EMS-WMD-ORDER-AUTO-ALLOCATION",0,"The purpose of this policy is to send an ems message when failed executing process auto allocation for shipment download.","dcs_data",0
"pol_id","EMS-WMD-ORD-LATE-SHPDTE",0,"This policy configures whether or not an EMS event is raised whenever distribution outbound order scheduled to ship before distribution inventory scheduled to be received.","dcs_data",0
"pol_id","EMS-WMD-OVER-RCPT",0,"This policy configures whether an EMS event is raised when a truck is closed and the received quantity is greater than the expected quantity on the line.","dcs_data",0
"pol_id","EMS-WMD-OVRCPT-THRES",0,"This policy configures whether or not an EMS event is raised whenever there is an over Planned Inbound Order and overage is beyond threshold.","dcs_data",0
"pol_id","EMS-WMD-PURGE-SHPMNT-ERR",0,"This policy is used to determine whether or not an EMS event should be generated whenever there is an error while purging shipments","dcs_data",0
"pol_id","EMS-WMD-RF-OUTAUD-DISCREPANCY",0,"This policy configures whether an EMS altert will be sent when an RF Outbound Audit fails.","dcs_data",0
"pol_id","EMS-WMD-RPL-ORDER-CUT",0,"This policy configures whether an EMS event is raised whenever a pick replenishment is cancelled due to timeout or error conditions.","dcs_data",0
"pol_id","EMS-WMD-RPL-WORK-ORDER-CUT",0,"This policy configures whether an EMS event is raised whenever a work order replenishment is cancelled due to timeout or error conditions.","dcs_data",0
"pol_id","EMS-WMD-SHIPMENT-STATUS-CHANGE-NOTIFICATION",0,"This policy configures whether an EMS event is raised whenever a shipment status has been changed.","dcs_data",0
"pol_id","EMS-WMD-SHORT-SHIP",0,"This policy configures whether an EMS event is raised whenever a shipment line has been shipped short .","dcs_data",0
"pol_id","EMS-WMD-SLOW-MOVING-ASSETS",0,"This policy configures whether an EMS alert is raised for slow moving assets.","dcs_data",0
"pol_id","EMS-WMD-STALLED-SHIP",0,"This policy configures whether an EMS event is raised whenever a shipment has been staged for more than XX hours.","dcs_data",0
"pol_id","EMS-WMD-STRND-INTR-SHPMNT",0,"This policy configures whether an EMS event is raised whenever the system detects an intransit shipment that has not been processed in a specified period of time.","dcs_data",0
"pol_id","EMS-WMD-SUSPEND-DIRECTED-WORK",0,"This policy configures whether an EMS event is raised when a work request has been suspended.","dcs_data",0
"pol_id","EMS-WMD-TMS-ORDER-ERROR",0,"This policy configures whether an EMS event is raised whenever an outbound order errors during processing of that outbound order into tms outbound orders.","dcs_data",0
"pol_id","EMS-WMD-TRLR-DSCRPNCS",0,"This policy configures whether an EMS event is raised when a user attempts to close a receiving Transport Equipment with discrepancies, but is unable to because of their role permissions","dcs_data",0
"pol_id","EMS-WMD-UNDR-RCPT",0,"This policy configures whether an EMS event is raised when a truck is closed and the received quantity is less than the expected quantity on the line.","dcs_data",0
"pol_id","EMS-WMD-UNKNOWN-RFID-TAG",0,"This policy configures whether an EMS alert is raised when there's a RFID tag with no asset associated to it.","dcs_data",0
"pol_id","EMS-WMD-VOICE-PICK-ERROR",0,"This policy will generate an EMS event whenever a voice picking error occurs.","wm_pol_inf",0
"pol_id","EMS-WMD-WORK-ORDER-AUTO-ALLOCATION",0,"The purpose of this policy is to send an ems message when failed executing process auto allocation for work order download.","dcs_data",0
"pol_id","EMS-WMD-WORK-ORDER-WITH-UNASSIGNED-DETAIL-STARTED",0,"This policy configures whether an EMS event is sent as work order is started while it still has detail without being assigned to any production station.","dcs_data",0
"pol_id","END-OF-DAY-START-TIME",0,"If this policy is enabled, end of day start time is when the end of day is logged. If disabled, end of day start time is the completion time of the previous assignment.","dcs_policy",0
"pol_id","EXCLUDE-LANE-PRIORITY",0,"This policy excludes the lane priority which is configured.","dcs_data",0
"pol_are_id","EXECUTE-WORK-ESC",0,"These policies are used to configured the background process that will automatically execute work escalations.","dcs_policy",0
"pol_id","EXECUTE-WORK-ESC-CMD",0,"Command to be used to find and execute work escalations.","dcs_data",0
"pol_id","EXECUTE-WORK-ESC-EXIT",0,"Should the background process automatically exit on an error or keep running.","dcs_data",0
"pol_id","EXECUTE-WORK-ESC-INIT-TIMER",0,"Time to wait in seconds after the system is started before the background process runs the first time to automatically execute slotting plans.","dcs_data",0
"pol_id","EXECUTE-WORK-ESC-INST",0,"Determines whether the background process is installed.  The EXECUTE-WORK-ESC registry task must be enabled as well.","dcs_data",0
"pol_id","EXECUTE-WORK-ESC-TIMER",0,"Time to wait in seconds between each time the background process runs.","dcs_data",0
"pol_id","FORCE-PASSWORD-FORMAT-CHECK",0,"This policy determines if password format checking is enabled.","mcs_policy",0
"pol_id","HELD-ALERT-LIMIT",0,"This policy specifies the held alert count. If the number of held alerts in the system exceeds this limit, then an EMS-HELD-ALERT-LIMIT event is raised. This will enable subscribers to the event to determine why alerts are being held and take requisite corrective actions.","ems_policy",0
"pol_are_id","HOST-CURRENCY",0,"This Policy is used to configure the default Currency Code for the Systems in Integrator Transactions.","sal_data",0
"pol_id","HOST-CURRENCY-DEFAULT",0,"This policy is used to define the Default Currency Code of the System which is involved in the Integrator Transactions.","sal_policy",0
"pol_are_id","HOST-MU",0,"These policies are used to configure the Measurement Units for Integrator Transactions.","sal_data",0
"pol_id","HOST-MU-AREA-DEFAULT",0,"This policy is used to define the Area Measurement Units for the Systems participating in Integrator Transactions and also the default unit for the Host.","sal_policy",0
"pol_id","HOST-MU-LINEAR-DEFAULT",0,"This policy is used to define the Linear Measurement Units for the Systems participating in Integrator Transactions and also the default unit for the Host.","sal_policy",0
"pol_id","HOST-MU-MASS-DEFAULT",0,"This policy is used to define the Mass Measurement Units for the Systems participating in Integrator Transactions and also the default unit for the Host.","sal_policy",0
"pol_id","HOST-MU-TEMPERATURE-DEFAULT",0,"This policy is used to define the Temperature Measurement Units for the Systems participating in Integrator Transactions and also the default unit for the Host.","sal_policy",0
"pol_id","HOST-MU-VOLUME-DEFAULT",0,"This policy is used to define the Volumetric Measurement Units for the Systems participating in Integrator Transactions and also the default unit for the Host.","sal_policy",0
"pol_are_id","IDENTIFY",0,"These policies deal with configurations for the inventory identification process","dcs_policy",0
"pol_id","IDENTIFY-CREATE-FOOTPRINT",0,"This policy determines whether the user should be allowed to create a new footprint for an item while receiving.","dcs_data",0
"pol_id","IDENTIFY-DEF-EXPDTE-FOR-RCV",0,"This policy determines whether the expiration date for date-controlled items will be defaulted to the expiration date found on the assocated receive line.","dcs_data",0
"pol_id","IDENTIFY-DEF-EXPDTE-FOR-WKO",0,"This policy determines whether the expiration date for date-controlled items will be defaulted to the expiration date found on the receive line of the associated work order.","dcs_data",0
"pol_id","IDENTIFY-DEF-MANDTE-FOR-RCV",0,"This policy determines whether the manufacturing date for date-controlled items will be defaulted to the manufacturing date found on the assocated receive line.","dcs_data",0
"pol_id","IDENTIFY-DEF-MANDTE-FOR-WKO",0,"This policy determines whether the manufacturing date for date-controlled items will be defaulted to the manufacturing date found on the receive line of the associated work order.","dcs_data",0
"pol_id","IDENTIFY-SSCC-SKIP-PREFIX",0,"This policy defines the skip prefix that can be used to skip SSCC LPN validation.","dcs_policy",0
"pol_id","IDENTIFY-VALIDATE-SSCC-LOAD",0,"This policy determines if SSCC LPN validation is enabled or disabled.","dcs_policy",0
"pol_are_id","Inbound",0,"These policies deal with EMS events that occur during inbound communications (e.g. processing downloads).","sl_data",0
"pol_id","INDIRECT-START-TIME",0,"If this policy is enabled, the system will use the time an indirect event is logged as the start time.","dcs_policy",0
"pol_are_id","INSTALLED-SYSTEMS",0,"These policies enumerate installed systems.","dcs_policy",0
"pol_are_id","Integration-Events",0,"These policies deal with controling EMS events that occur during Integration to external systems.","sl_data",0
"pol_are_id","INVENTORY",0,"These policies deal with configuring how we manipulate and view inventory in the system.","dcs_policy",0
