adr_id,client_id,host_ext_id,adrnam,adrtyp,adrln1,adrln2,adrln3,adrcty,adrstc,adrpsz,ctry_name,rgncod,phnnum,faxnum,attn_name,attn_tel,cont_name,cont_tel,cont_title,rsaflg,temp_flg,po_box_flg,last_name,first_name,honorific,usr_dsp,adr_district,web_adr,email_adr,pagnum,locale_id,pool_flg,pool_rate_serv_nam,ship_phnnum,ship_faxnum,ship_web_adr,ship_email_adr,ship_cont_name,ship_cont_title,ship_cont_tel,ship_attn_name,ship_attn_phnnum,tim_zon_cd,rqst_state_cod,grp_nam,latitude,longitude,gln,cstms_site_typ,cstms_tx_site,uc_adrtyp
"CST_8713783278819","RFH","8713783278819","8713783278819","CST","Karel van Gelreweg 1 A","","","POEDEROIJEN","","5307 VC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783278819","","","6"
"CST_8713783278826","RFH","8713783278826","8713783278826","CST","Karel van Gelreweg 2 B","","","POEDEROIJEN","","5307 VC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783278826","","","6"
"CST_8713783278833","RFH","8713783278833","8713783278833","CST","Karel van Gelreweg 2 A","","","POEDEROIJEN","","5307 VC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783278833","","","6"
"CST_8713783278840","RFH","8713783278840","8713783278840","CST","Karel van Gelreweg 8","","","POEDEROIJEN","","5307 VC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783278840","","","6"
"CST_8713783278895","RFH","8713783278895","8713783278895","CST","Karnheuvelsestraat 1","","","EST","","4185 NE","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783278895","","","6"
"CST_8713783278949","RFH","8713783278949","8713783278949","CST","Karstraat 52 A","","","HUISSEN","","6851 DL","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783278949","","","6"
"CST_8713783279038","RFH","8713783279038","8713783279038","CST","Katijfweg 4","","","TUIL","","4176 LV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279038","","","1"
"CST_8713783279052","RFH","8713783279052","8713783279052","CST","Katwijkerlaan 15","","","PIJNACKER","","2641 PC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279052","","","6"
"CST_8713783279151","RFH","8713783279151","8713783279151","CST","Keimate 12","","","LENT","","6663 KB","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279151","","","6"
"CST_8713783279182","RFH","8713783279182","8713783279182","CST","Kelderweg 57","","","OUDDORP ZH","","3253 TC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279182","","","6"
"CST_8713783279205","RFH","8713783279205","8713783279205","CST","Kempweg 2 A","","","METERIK","","5964 NE","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279205","","","6"
"CST_8713783279267","RFH","8713783279267","8713783279267","CST","Kennemerstraatweg 415","","","HEILOO","","1851 NE","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279267","","","6"
"CST_8713783279335","RFH","8713783279335","8713783279335","CST","Kerkbuurt 66","","","WIJDENES","","1608 EN","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279335","","","6"
"CST_8713783279359","RFH","8713783279359","8713783279359","CST","Kerkebuurt 196","","","BERKHOUT","","1647 MG","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279359","","","6"
"CST_8713783279526","RFH","8713783279526","8713783279526","CST","Kerkstraat 30","","","MAASBRACHT","","6051 JH","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279526","","","6"
"CST_8713783279656","RFH","8713783279656","8713783279656","CST","Kerkweg 18","","","HENSBROEK","","1711 RS","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279656","","","6"
"CST_8713783279663","RFH","8713783279663","8713783279663","CST","Kerkweg 26","","","DEURNINGEN","","7561 PT","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279663","","","6"
"CST_8713783279700","RFH","8713783279700","8713783279700","CST","Kerkweg 81 A","","","TER AAR","","2461 GC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279700","","","6"
"CST_8713783279731","RFH","8713783279731","8713783279731","CST","Kersenlaan 6","","","S-GRAVENZANDE","","2691 JW","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279731","","","6"
"CST_8713783279748","RFH","8713783279748","8713783279748","CST","Kerspelweg 2","","","HOOGKARSPEL","","1616 DG","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279748","","","6"
"CST_8713783279755","RFH","8713783279755","8713783279755","CST","Kerspelweg 7","","","HOOGKARSPEL","","1616 DG","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279755","","","6"
"CST_8713783279779","RFH","8713783279779","8713783279779","CST","Keulseweg 47","","","PIJNACKER","","2641 PK","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279779","","","6"
"CST_8713783279830","RFH","8713783279830","8713783279830","CST","Kibbelslaglaan 5","","","BUNNE","","9496 TB","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279830","","","6"
"CST_8713783279984","RFH","8713783279984","8713783279984","CST","Klaarstraat 18","","","OSPEL","","6035 AB","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783279984","","","6"
"CST_8713783280003","RFH","8713783280003","8713783280003","CST","Klappolder 214","","","BLEISWIJK","","2665 MR","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280003","","","1"
"CST_8713783280089","RFH","8713783280089","8713783280089","CST","Kleasterdijk 13","","","BERLIKUM FR","","9041 VH","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280089","","","6"
"CST_8713783280140","RFH","8713783280140","8713783280140","CST","Kleihoogt 16","","","BERKEL EN RODENRIJS","","2651 KV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280140","","","6"
"CST_8713783280157","RFH","8713783280157","8713783280157","CST","Kleihoogt 20","","","BERKEL EN RODENRIJS","","2651 KV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280157","","","6"
"CST_8713783280164","RFH","8713783280164","8713783280164","CST","Kleihoogt 22","","","BERKEL EN RODENRIJS","","2651 KV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280164","","","1"
"CST_8713783280171","RFH","8713783280171","8713783280171","CST","Kleihoogt 35","","","BERKEL EN RODENRIJS","","2651 KV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280171","","","6"
"CST_8713783280195","RFH","8713783280195","8713783280195","CST","Kleihoogt 40 B","","","BERKEL EN RODENRIJS","","2651 KV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280195","","","6"
"CST_8713783280201","RFH","8713783280201","8713783280201","CST","Kleihoogt 40 J","","","BERKEL EN RODENRIJS","","2651 KV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280201","","","6"
"CST_8713783280218","RFH","8713783280218","8713783280218","CST","Kleihoogt 40 K","","","BERKEL EN RODENRIJS","","2651 KV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280218","","","6"
"CST_8713783280270","RFH","8713783280270","8713783280270","CST","Kleihoogt 49","","","BERKEL EN RODENRIJS","","2651 KV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280270","","","6"
"CST_8713783280324","RFH","8713783280324","8713783280324","CST","Kleine Achterweg 7","","","NAALDWIJK","","2671 LS","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280324","","","6"
"CST_8713783280379","RFH","8713783280379","8713783280379","CST","Kleine Heitrak 10","","","ASTEN","","5721 SC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280379","","","6"
"CST_8713783280393","RFH","8713783280393","8713783280393","CST","Kleine Houtweg 16","","","HEEMSKERK","","1969 KR","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280393","","","6"
"CST_8713783280430","RFH","8713783280430","8713783280430","CST","Kleine Houtweg 64","","","HEEMSKERK","","1969 KT","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280430","","","6"
"CST_8713783280447","RFH","8713783280447","8713783280447","CST","Kleine Houtweg 70","","","HEEMSKERK","","1969 KT","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280447","","","6"
"CST_8713783280454","RFH","8713783280454","8713783280454","CST","Kleine Houtweg 78","","","HEEMSKERK","","1969 KT","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280454","","","6"
"CST_8713783280492","RFH","8713783280492","8713783280492","CST","Kleinemeersterstraat 143","","","SAPPEMEER","","9611 JC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280492","","","6"
"CST_8713783280522","RFH","8713783280522","8713783280522","CST","Kleingouw 130","","","ANDIJK","","1619 CJ","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280522","","","6"
"CST_8713783280607","RFH","8713783280607","8713783280607","CST","Kleiweg 20","","","ANNA PAULOWNA","","1761 LA","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280607","","","6"
"CST_8713783280621","RFH","8713783280621","8713783280621","CST","Klinkenberg 1","","","WARMOND","","2361 GC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280621","","","6"
"CST_8713783280690","RFH","8713783280690","8713783280690","CST","Kloosterweg 8","","","NOORDGOUWE","","4317 NH","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280690","","","6"
"CST_8713783280744","RFH","8713783280744","8713783280744","CST","Klutenweg 39 -1","","","CREIL","","8312 PC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280744","","","6"
"CST_8713783280768","RFH","8713783280768","8713783280768","CST","Knibbelweg 11","","","ZEVENHUIZEN ZH","","2761 JB","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280768","","","6"
"CST_8713783280799","RFH","8713783280799","8713783280799","CST","Knibbelweg 24","","","ZEVENHUIZEN ZH","","2761 JE","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280799","","","6"
"CST_8713783280843","RFH","8713783280843","8713783280843","CST","Knibbelweg 41","","","ZEVENHUIZEN ZH","","2761 JC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280843","","","6"
"CST_8713783280867","RFH","8713783280867","8713783280867","CST","Knibbelweg 51","","","ZEVENHUIZEN ZH","","2761 JC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280867","","","6"
"CST_8713783280874","RFH","8713783280874","8713783280874","CST","Kniplaan 2","","","VOORSCHOTEN","","2251 AK","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280874","","","6"
"CST_8713783280928","RFH","8713783280928","8713783280928","CST","Koekoeklaan 14","","","NOORDWIJKERHOUT","","2211 LM","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280928","","","6"
"CST_8713783280959","RFH","8713783280959","8713783280959","CST","Koetsveld 3","","","BOSKOOP","","2771 AM","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280959","","","6"
"CST_8713783280966","RFH","8713783280966","8713783280966","CST","Koetsveld 16","","","BOSKOOP","","2771 AM","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783280966","","","6"
"CST_8713783281017","RFH","8713783281017","8713783281017","CST","Koggeweg 12","","","VENHUIZEN","","1606 MN","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281017","","","6"
"CST_8713783281048","RFH","8713783281048","8713783281048","CST","Koggeweg 19 A","","","VENHUIZEN","","1606 ML","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281048","","","6"
"CST_8713783281055","RFH","8713783281055","8713783281055","CST","Koggeweg 26","","","VENHUIZEN","","1606 MN","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281055","","","6"
"CST_8713783281109","RFH","8713783281109","8713783281109","CST","Kolkstraat 3","","","SPRUNDEL","","4714 RT","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281109","","","6"
"CST_8713783281123","RFH","8713783281123","8713783281123","CST","Komkommerlaan 2","","","S-GRAVENZANDE","","2691 JV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281123","","","6"
"CST_8713783281154","RFH","8713783281154","8713783281154","CST","Kommerdijk 4","","","GENDT","","6691 MJ","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281154","","","6"
"CST_8713783281253","RFH","8713783281253","8713783281253","CST","Koningspade 6","","","HOOGWOUD","","1718 ML","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281253","","","6"
"CST_8713783281284","RFH","8713783281284","8713783281284","CST","Koningsveld 3","","","NAALDWIJK","","2671 DN","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281284","","","6"
"CST_8713783281338","RFH","8713783281338","8713783281338","CST","Koningsweg 28 -1","","","GARDEREN","","3886 KD","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281338","","","6"
"CST_8713783281369","RFH","8713783281369","8713783281369","CST","Konneweg 8","","","TINTE","","3234 KG","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281369","","","6"
"CST_8713783281383","RFH","8713783281383","8713783281383","CST","Kooikamp 3","","","SLEEUWIJK","","4254 LJ","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281383","","","6"
"CST_8713783281413","RFH","8713783281413","8713783281413","CST","Kooiweg 9","","","BRAKEL","","5306 VT","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281413","","","6"
"CST_8713783281420","RFH","8713783281420","8713783281420","CST","Kooiweg 23","","","BOSKOOP","","2771 WJ","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281420","","","6"
"CST_8713783281451","RFH","8713783281451","8713783281451","CST","Kooltuin 1","","","DELFGAUW","","2645 AX","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281451","","","6"
"CST_8713783281468","RFH","8713783281468","8713783281468","CST","Kooltuin 9","","","DELFGAUW","","2645 AX","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281468","","","6"
"CST_8713783281475","RFH","8713783281475","8713783281475","CST","Kooltuin 12","","","DELFGAUW","","2645 AX","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281475","","","6"
"CST_8713783281482","RFH","8713783281482","8713783281482","CST","Kooltuin 16","","","DELFGAUW","","2645 AX","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281482","","","6"
"CST_8713783281499","RFH","8713783281499","8713783281499","CST","Kooltuinweg 19","","","KATWIJK ZH","","2223 LC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281499","","","6"
"CST_8713783281505","RFH","8713783281505","8713783281505","CST","Kooltuinweg 35","","","VALKENBURG ZH","","2235 DE","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281505","","","6"
"CST_8713783281512","RFH","8713783281512","8713783281512","CST","Kooltuinweg 37","","","VALKENBURG ZH","","2235 DE","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281512","","","6"
"CST_8713783281659","RFH","8713783281659","8713783281659","CST","Korte Herreweg 25","","","BALGOIJ","","6613 AT","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281659","","","6"
"CST_8713783281673","RFH","8713783281673","8713783281673","CST","Korte Kruisweg 147","","","MAASDIJK","","2676 BS","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281673","","","6"
"CST_8713783281734","RFH","8713783281734","8713783281734","CST","Korteraarseweg 34","","","TER AAR","","2461 GL","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281734","","","6"
"CST_8713783281765","RFH","8713783281765","8713783281765","CST","Korteraarseweg 162 A","","","TER AAR","","2461 GS","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281765","","","6"
"CST_8713783281802","RFH","8713783281802","8713783281802","CST","Koudenhoek 2","","","HOLTHEES","","5824 AH","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281802","","","6"
"CST_8713783281826","RFH","8713783281826","8713783281826","CST","Kousweg 9 A","","","ZEVENHOVEN","","2435 NK","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281826","","","6"
"CST_8713783281840","RFH","8713783281840","8713783281840","CST","Kraaierslaan 10","","","NOORDWIJKERHOUT","","2211 ZE","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281840","","","6"
"CST_8713783281871","RFH","8713783281871","8713783281871","CST","Kraaierslaan 20 A","","","NOORDWIJKERHOUT","","2211 ZE","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281871","","","6"
"CST_8713783281895","RFH","8713783281895","8713783281895","CST","Kraaierslaan 24","","","NOORDWIJKERHOUT","","2211 ZE","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281895","","","6"
"CST_8713783281987","RFH","8713783281987","8713783281987","CST","Krangstraat 1 A","","","BRUCHEM","","5314 AA","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783281987","","","6"
"CST_8713783282038","RFH","8713783282038","8713783282038","CST","Krekelweg 2","","","PRINSENBEEK","","4841 LL","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282038","","","6"
"CST_8713783282045","RFH","8713783282045","8713783282045","CST","Kroesenallee 6","","","ZWOLLE","","8026 PN","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282045","","","6"
"CST_8713783282083","RFH","8713783282083","8713783282083","CST","Kromme Rade 6","","","KORTENHOEF","","1241 LK","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282083","","","6"
"CST_8713783282090","RFH","8713783282090","8713783282090","CST","Kromme Spieringweg 315","","","VIJFHUIZEN","","2141 BS","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282090","","","6"
"CST_8713783282106","RFH","8713783282106","8713783282106","CST","Kromstraat 55","","","VALKENSWAARD","","5554 NG","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282106","","","6"
"CST_8713783282229","RFH","8713783282229","8713783282229","CST","Kruisweg 21","","","BLEISWIJK","","2665 HA","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282229","","","6"
"CST_8713783282236","RFH","8713783282236","8713783282236","CST","Kruisweg 36","","","HAULE","","8432 PS","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282236","","","6"
"CST_8713783282458","RFH","8713783282458","8713783282458","CST","Krum 16","","","MEIJEL","","5768 RG","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282458","","","6"
"CST_8713783282540","RFH","8713783282540","8713783282540","CST","Kuinderweg 27","","","LUTTELGEEST","","8315 PW","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282540","","","6"
"CST_8713783282618","RFH","8713783282618","8713783282618","CST","Kwekerslaan 23","","","S-GRAVENZANDE","","2691 NP","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282618","","","6"
"CST_8713783282670","RFH","8713783282670","8713783282670","CST","Laag Boskoop 16","","","BOSKOOP","","2771 GV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282670","","","1"
"CST_8713783282687","RFH","8713783282687","8713783282687","CST","Laag Boskoop 104","","","BOSKOOP","","2771 GZ","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282687","","","6"
"CST_8713783282700","RFH","8713783282700","8713783282700","CST","Laag Boskoop 106","","","BOSKOOP","","2771 GZ","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282700","","","6"
"CST_8713783282748","RFH","8713783282748","8713783282748","CST","Laag Boskoop 133","","","BOSKOOP","","2771 HA","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282748","","","6"
"CST_8713783282755","RFH","8713783282755","8713783282755","CST","Laag Boskoop 151","","","BOSKOOP","","2771 HB","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282755","","","6"
"CST_8713783282779","RFH","8713783282779","8713783282779","CST","Laagriebroekseweg 22","","","LEUNEN","","5809 ET","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282779","","","6"
"CST_8713783282823","RFH","8713783282823","8713783282823","CST","Laan van Adrichem 12","","","DE LIER","","2678 CZ","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282823","","","6"
"CST_8713783282830","RFH","8713783282830","8713783282830","CST","Laan van Binnendijk 5","","","DE LIER","","2678 KL","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783282830","","","6"
