job_id,role_id,name,enabled,type,command,log_file,trace_level,overlap,schedule,start_delay,timer,grp_nam
"SCHAGT-LM-P-MSHST","","Deletes entries from milestone history table",1,"cron","Purge Milestone History","","",0,"0 50 2 * * ? *",0,0,"lm_data"
"SCHAGT-LM-P-NWT","","Purge NWT Data",1,"cron","purge nwt data","","",0,"0 0 1 * * ? *",0,0,"lm_data"
"SCHAGT-LM-P-OBS","","Purge Observation Data",1,"cron","purge observations","","",0,"0 0 1 * * ? *",0,0,"lm_data"
"SCHAGT-LM-P-OBS-HST","","Purge Observation History Data",1,"cron","purge observation history","","",0,"0 0 1 * * ? *",0,0,"lm_data"
"SCHAGT-LM-P-RCHST","","Deletes entries from Report Card History",1,"cron","Purge Report Card History","","",0,"0 20 3 * * ? *",0,0,"lm_data"
"SCHAGT-LM-P-RCRES","","Deletes entries from Report Card Results",1,"cron","Purge Report Card Results","","",0,"0 25 3 * * ? *",0,0,"lm_data"
"SCHAGT-LM-P-SESSION","","Purge Session Selection",1,"cron","purge session selection","","",0,"0 0 1 * * ? *",0,0,"lm_data"
"SCHAGT-LM-P-TTS","","Deletes entries from the team timestamp table",1,"cron","Purge Team Timestamps","","",0,"0 55 1 * * ? *",0,0,"lm_data"
"SCHAGT-LM-P-UNMEA","","Deletes Entries from UNMEASURED_REJECTION table",1,"cron","Purge Unmeasured Rejections","","",0,"0 5 1 * * ? *",0,0,"lm_data"
"SCHAGT-LM-P-WKPLN","","Deletes Work Plans and Work Plan Detail Records",1,"cron","Purge Work Plans","","",0,"0 10 1 * * ? *",0,0,"lm_data"
"SCHAGT-LM-P-WMPT","","Deletes Warehouse Map Transfer data",1,"cron","purge wmp transfer","","",0,"0 2 2 * * ? *",0,0,"lm_data"
"SCHAGT-LM-RC-CALC","","Calculate report card programs. The argument rc_prog_names is a comma delimited string of report card names to be executed in the order specified.",0,"cron","calculate report cards where wh_id='' and rc_prog_names='Example'","","",0,"0 5 2 1 * ? *",0,0,"lm_data"
"SCHAGT-LM-RC-PROG","","Move users from one report card to another either because they have worked a certain amount of calendar days or have worked for certain days based on Report Card Configuration",1,"cron","move users to next report card","","",0,"0 15 3 * * ? *",0,0,"lm_data"
"SCHAGT-LM-REF-SC","","Resends data changed the previous day for assignment data previously submitted.",0,"cron","refresh scorecard data","","",0,"0 5 0 * * ? *",0,0,"lm_data"
"SCHAGT-LM-ScheduleExport","","SCE WFM Schedule Export",0,"cron","log schedule export","","",0,"0 0,15,30,45 * * * ? *",0,0,"lm_data"
"SCHAGT-LM-SCH-OBS","","Create observations based on observation schedule",1,"cron","process observation schedule","","",0,"0 15 1 * * ? *",0,0,"lm_data"
"SEND-TMS-ORDER-LINE-MEASURES","","Sends Outbound Order Line Measures to the TMS.",0,"timer","list warehouses | send tms order line measures where batch_size = 1000","$LESDIR/log/send_tms_order_line_measures.log","",0,"",60,3600,"dcs_data"
"SHIP-CNFRM-INV-WF","","SHIP-CNFRM-INV-WF",1,"timer","process usr wf confirmations","$LESDIR/log/SHIP-CNFRM-INV-WF.log","",0,"",0,600,"usr_data"
"SL-FEED_PROBE_DATA","","Feeds performance data to probe.",1,"cron","feed probe data where process_last_hour_files = true","$LESDIR/log/sl-feedprobedata.log","",0,"0 5 0-23 * * ?",0,0,"int_data"
"SLOW-MOV-ASSETS","","Processes The EMS Alerts For Slow Moving Assets",0,"cron","list warehouses | process ems event for slow moving assets where wh_id = @wh_id","$LESDIR/log/slow_mov_assets.log","",0,"0 0 * * * ?",0,0,"dcs_data"
"SL-PURASYN","","Purging Integrator errored asynchronous events.",0,"cron","[delete from sl_async_evt_que where sysdate - ins_dt >= 15 and async_evt_stat_cd = 'ERR'] catch(-1403)","$LESDIR/log/sl-purasyn.log","",0,"0 59 3 * * ?",0,0,"int_data"
"SL-PURDWLD","","Purging Integrator completed/errored downloads, but not purging events/download inprocess (status EPROC/ID, event status EC/IC).",1,"cron","sl_purge dwnld where older_than_days = 15 and not_ok_evt_stat_cd_list = "EB,EE,EN,IE,IN,SE" and dwnld_stat_cd_list = "EERR,NEW" and commit_cnt = 2 catch(-1403)","$LESDIR/log/sl-purdwld.log","",0,"0 00 10 * * ?",0,0,"int_data"
"SL-PURDWLD-SC","","Purging Integrator completed downloads, but not purging events/download inprocess (status EPROC/ID, event status EC/IC).",1,"cron","sl_purge dwnld where older_than_days = 7 and not_ok_evt_stat_cd_list = "SC" and dwnld_stat_cd_list = "EERR,NEW" and commit_cnt = 2 catch(-1403)","$LESDIR/log/sl-purdwld-sc.log","",0,"0 30 6 * * ?",0,0,"int_data"
"SL-PUREVTD","","Purging Integrator completed/errored events, but not purging event inprocess (event status EC,IC).",1,"cron","sl_purge evt_data where older_than_days = 15 and evt_stat_cd_list = "EE,IE,SE" and commit_cnt = 2 catch(-1403)","$LESDIR/log/sl-purevtd.log","",0,"0 00 20 * * ?",0,0,"int_data"
"SL-PUREVTD-SC","","Purging Integrator completed events, but not purging event inprocess (event status EC,IC).",1,"cron","sl_purge evt_data where older_than_days = 7 and evt_stat_cd_list = "SC" and commit_cnt = 2 catch(-1403)","$LESDIR/log/sl-purevtd-sc.log","",0,"0 00 7 * * ?",0,0,"int_data"
"SL-PURMLOG","","Purging Integrator message log data that is not attached to download or event.",1,"cron","sl_purge msg_log where older_than_days = 10 and commit_cnt = 50 catch(-1403)","$LESDIR/log/sl-purmlog.log","",0,"0 59 2 * * ?",0,0,"int_data"
"SL-PURSAPTID","","Purging Integrator confirmed SAP TIDs.",0,"cron","[delete from sl_es_sap_tid where sysdate - ins_dt >= 30 and es_stat_cd = 'CNFMD'] catch(-1403)","$LESDIR/log/sl-pursaptid.log","",0,"0 59 3 * * ?",0,0,"int_data"
"SL-SOCKETMONITOR","","Monitor socket connections.",0,"timer","sl_monitor socket","$LESDIR/log/sl-monitorsocket.log","",0,"",0,60,"int_data"
"SYNC-ADRMST","","Synchronization For The Addresses And Related Information",1,"cron","archive production data where arc_nam = 'STDPRD-ADDRESSES'","$LESDIR/log/sync_adrmst.log","",0,"0 0 15 ? * 7",0,0,"dcs_data"
"SYNC-APPT","","Synchronizes Data For Appointments",0,"cron","archive production data where arc_nam = 'OBSOLETE-APPOINTMENT'","$LESDIR/log/sync_appt.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-AREMST","","Synchronizes Data For Areas",1,"cron","archive single table data where arc_nam = 'STDPRD-AREAS' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_adrmst.log","",0,"0 0 16 ? * 7",0,0,"dcs_data"
"SYNC-BILTRANS","","Synchronizes Data for billing",1,"cron","archive production data where arc_nam = 'BILL-TRAN'","$LESDIR/log/sync_biltrans.log","",0,"0 30 16 ? * 7",0,0,"dcs_data"
"SYNC-BLDGMST","","Synchronizes Data For Building ",1,"cron","archive single table data where arc_nam = 'STDPRD-BUILDINGS' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_bldgmst.log","",0,"0 30 16 ? * 7",0,0,"dcs_data"
"SYNC-BOMHDR","","Synchronizes Data For Bill Of Materials And Related Information",0,"cron","archive production data where arc_nam = 'BILL-OF-MATERIALS'","$LESDIR/log/sync_bomhdr.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-CANPCK","","Synchronizes Data For Cancelled Ripple Picks ",0,"cron","archive production data where arc_nam = 'STDPRD-CANCELED-RPL-PICKS'","$LESDIR/log/sync_canpck.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-CANSHORT","","Synchronizes Data For Cancelled Shorts",0,"cron","archive production data where arc_nam = 'CANCELLED-SHORTS'","$LESDIR/log/sync_canshort.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-CARMOVE","","Synchronizes Data For Dispatched Transport Equipments",1,"cron","archive production data where arc_nam = 'DISPATCHED-TRAILERS'","$LESDIR/log/sync_carmove.log","",0,"0 0 18 ? * *",0,0,"dcs_data"
"SYNC-CARMOVE-P","","Synchronizes Data For Dispatched Transport Equipments",1,"cron","archive production data where arc_nam = 'DISPATCHED-TRAILERS-P'","$LESDIR/log/sync_carmove_p.log","",0,"0 0 09 ? * *",0,0,"dcs_data"
"SYNC-CARR","","Synchronizes The Carrier Data Between The Production And Archive Instances",1,"cron","archive production data where arc_nam = 'STDPRD-CARRIERS'","$LESDIR/log/sync_carr.log","",0,"0 30 23 ? * *",0,0,"dcs_data"
"SYNC-CNFRMBCKSERV","","Synchronizes Data For Conform Back Service",1,"cron","archive production data where arc_nam = 'CNFRM-BCK-SERV'","$LESDIR/log/sync_cnfrmbckserv.log","",0,"0 0 0 ? * 7",0,0,"dcs_data"
"SYNC-CNFRMINVSERV","","Synchronizes Data For Conform Inventory Service",1,"cron","archive production data where arc_nam = 'CNFRM_INV_SERV'","$LESDIR/log/sync_cnfrminvserv.log","",1,"0 10 0 ? * 7",0,0,"dcs_data"
"SYNC-CNFRMNONINVSERV","","Synchronizes Data For Conform Non-Inventory Service",1,"cron","archive production data where arc_nam = 'CNFRM-NONINV-SERV'","$LESDIR/log/sync_cnfrmnoninvserv.log","",1,"0 20 0 ? * 7",0,0,"dcs_data"
"SYNC-CNTHDR","","Synchronizes Data For Cancelled Counts ",0,"cron","archive production data where arc_nam = 'STDPRD-CANCELLED-COUNTS'","$LESDIR/log/sync_cnthdr.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-CNTHST","","Synchronizes Data For Count History ",0,"cron","archive production data where arc_nam = 'STDPRD-COUNT-HISTORY'","$LESDIR/log/sync_cnthst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-CNTZON","","Synchronizes Data For Count Zone ",0,"cron","archive production data where arc_nam = 'STDPRD-CNTZON'","$LESDIR/log/sync_cntzon.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-COMMODITY","","Synchronizes The Commodity Data Between The Production And Archive Instances",0,"cron","archive production data where arc_nam = 'STDPRD-COMMODITY'","$LESDIR/log/sync_commodity.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-CSTMST","","Synchronizes Data For Customers ",1,"cron","archive production data where arc_nam = 'STDPRD-CUSTOMERS'","$LESDIR/log/sync_cnthst.log","",0,"0 30 0 ? * *",0,0,"dcs_data"
"SYNC-CTNMST","","Synchronizes Data For Cartons ",0,"cron","archive production data where arc_nam = 'STDPRD-CARTONS'","$LESDIR/log/sync_ctnmst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-DEFERREDEXEC","","Synchronizes Data For Deferred Execution",0,"cron","archive production data where arc_nam = 'DEFERRED-EXEC'","$LESDIR/log/sync_deferredexec.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-DISTROEXCP","","Synchronizes Data For Distro Exceptions ",0,"cron","archive production data where arc_nam = 'STDPRD-DISTRO_EXCP'","$LESDIR/log/sync_distroexcp.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-DLYACT","","Synchronizes Data For Daily Activities",1,"cron","archive single table data where arc_nam = 'DAILY-ACTIVITY' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_dlyact.log","",0,"0 0 0 ? * *",0,0,"dcs_data"
"SYNC-DLYTRN","","Synchronizes Data For Daily Transaction",1,"cron","archive single table data where arc_nam = 'DAILY-TRAN' and arc_date_column = 'trndte' and arc_keep_days=10 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_dlytrn.log","",0,"0 30 0 ? * *",0,0,"dcs_data"
"SYNC-DLYTRN-TRF","","Synchronizes Data For Daily Transaction Transfer",1,"cron","archive single table data where arc_nam = 'DAILY-TRAN' and arc_date_column = 'trndte' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_dlytrn-trf.log","",0,"0 0 4 ? * *",0,0,"dcs_data"
"SYNC-DSCMST","","Synchronizes Data For Descriptions ",1,"cron","archive production data where arc_nam = 'STDPRD-DESCRIPTIONS'","$LESDIR/log/sync_dscmst.log","",0,"0 45 15 ? * 7",0,0,"dcs_data"
"SYNC-EXHRS","","Synchronizes The Exception Operation Hours Between The Production And Archive Instances",0,"cron","archive production data where arc_nam = 'STDPRD-EXCP_HRS_SET'","$LESDIR/log/sync_exhrs.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-GEODATA","","Synchronizes the Geo-Data between the production and archive instances",0,"cron","archive production data where arc_nam = 'STDPRD-GEODATA'","$LESDIR/log/sync_geodata.log","",0,"0 0 0 ? * 1",0,0,"sal_data"
"SYNC-HLDHST","","Synchronizes Data For Hold History",1,"cron","archive single table data where arc_nam = 'STDPRD-HOLD-HISTORY' and arc_date_column = 'hlddte' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_hldhst.log","",0,"0 10 0 ? * *",0,0,"dcs_data"
"SYNC-INBSERVRCVINV","","Synchronizes Data For Inbound Service Invoice",0,"cron","archive production data where arc_nam = 'INBOUND-SERVICE-INVOICE'","$LESDIR/log/sync_inbservrcvinv.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-INBSERVRCVLIN","","Synchronizes Data For Inbound Service Line",0,"cron","archive production data where arc_nam = 'INBOUND-SERVICE-LINE'","$LESDIR/log/sync_inbservrcvlin.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-INVACT","","Synchronizes Data For Inventory Activity",0,"cron","archive production data where arc_nam = 'INVENTORY-ACTIVITY'","$LESDIR/log/sync_invact.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-INVSNAP","","Synchronizes Data For Inventory Snapshot",0,"cron","archive production data where arc_nam = 'INVENTORY-SNAPSHOT'","$LESDIR/log/sync_invsnap.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-INVTIDSERV","","Synchronizes Data For Inventory Service",0,"cron","archive production data where arc_nam = 'INVENTORY-SERVICE'","$LESDIR/log/sync_invtidserv.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-INVTYPMST","","Synchronizes Data For Order Types",1,"cron","archive single table data where arc_nam = 'INVENTORY-TYPES' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=1000","$LESDIR/log/sync_invtypmst.log","",0,"0 55 17 ? * 7",0,0,"usr_data"
"SYNC-LMSTRN","","Synchronizes Data For LMS Activity",0,"cron","archive production data where arc_nam = 'LMS-ACTIVITY'","$LESDIR/log/sync_lmstrn.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-LOC_TYP","","Synchronizes Data For Location Type ",1,"cron","archive single table data where arc_nam = 'STDPRD-LOC_TYPE' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_loc_typ.log","",0,"0 20 16 ? * 7",0,0,"dcs_data"
"SYNC-LOCMST","","Synchronizes Data For Locations ",1,"cron","archive single table data where arc_nam = 'STDPRD-LOCATIONS' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_locmst.log","",0,"0 0 14 ? * 7",0,0,"dcs_data"
"SYNC-MANCNTHST","","Synchronizes Data For Manual Count History ",0,"cron","archive production data where arc_nam = 'STDPRD-MANCNTCNTHST'","$LESDIR/log/sync_mancnthst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-MOV_ZONE","","Synchronizes Data For Move Zone ",1,"cron","archive single table data where arc_nam = 'STDPRD-MOV_ZONE' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_mov_zone.log","",0,"0 30 16 ? * 7",0,0,"dcs_data"
"SYNC-OPHRS","","Synchronizes The Operational Hours Between The Production And Archive Instances",0,"cron","archive production data where arc_nam = 'STDPRD-HRS_OPR_SET'","$LESDIR/log/sync_ophrs.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-ORD_TYP","","Synchronizes Data For Order Types",1,"cron","archive single table data where arc_nam = 'ORDER-TYPES' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=1000","$LESDIR/log/sync_ord_typ.log","",0,"0 50 17 ? * 7",0,0,"usr_data"
"SYNC-ORDACT","","Synchronizes Data For Order Activity",1,"cron","archive single table data where arc_nam = 'ORDER-ACTIVITY' and arc_date_column = 'trndte' and arc_keep_days=10 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000
/*archive production data where arc_nam = 'ORDER-ACTIVITY' */","$LESDIR/log/sync_ordact.log","",0,"0 0 5 ? * 2,3,4,5,6",0,0,"dcs_data"
"SYNC-ORDACT-TRF","","Synchronizes Data For Order Activity Transfer",1,"cron","archive single table data where arc_nam = 'ORDER-ACTIVITY' and arc_date_column = 'trndte' and arc_keep_days=0 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000
","$LESDIR/log/sync_ordact_trf.log","",0,"0 0 1 ? * 2,3,4,5,6",0,0,"dcs_data"
"SYNC-OUBSERVORD","","Synchronizes Data For Outbound Service Order",0,"cron","archive production data where arc_nam = 'OUTBOUND-SERVICE-ORDER'","$LESDIR/log/sync_oubservord.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-OUBSERVORDLINE","","Synchronizes Data For Outbound Service Order Line",0,"cron","archive production data where arc_nam = 'OUTBOUND-SERVICE-ORDER-LINE'","$LESDIR/log/sync_oubservordline.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-PCK_ZONE","","Synchronizes Data For Pick Zone ",1,"cron","archive single table data where arc_nam = 'STDPRD-PCK_ZONE' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_pck_zone.log","",0,"0 40 16 ? * 7",0,0,"dcs_data"
"SYNC-PKOACT","","Synchronizes Data For Packout Activities",0,"cron","archive production data where arc_nam = 'PACKOUT-ACTIVITY'","$LESDIR/log/sync_pkoact.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-PRTFTP","","Synchronizes Data For Footprints ",1,"cron","archive production data where arc_nam = 'STDPRD-FOOTPRINTS'","$LESDIR/log/sync_prtftp.log","",0,"0 0 1 ? * *",0,0,"dcs_data"
"SYNC-PRTHRCY","","Synchronizes Data For Parts Hierarchy",1,"cron","archive production data where arc_nam = 'STDPRD-PART-HRCY'
","$LESDIR/log/sync_prthrcy.log","",0,"0 35 16 ? * 7",0,0,"dcs_data"
"SYNC-PRTLOT","","Synchronizes Data For Lots ",1,"cron","archive single table data where arc_nam = 'STDPRD-LOTS' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_prtlot.log","",0,"0 15 0 ? * *",0,0,"dcs_data"
"SYNC-PRTLOT-PUR","","Synchronizes Data For Lots ",1,"cron","archive single table data where arc_nam = 'PRTLOT-PUR' and arc_date_column = 'last_upd_dt' and arc_keep_days=14 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_prtlot_prg.log","",0,"0 0 10 ? * *",0,0,"dcs_data"
"SYNC-PRTMST","","Synchronizes Data For Parts",1,"cron","archive production data where arc_nam = 'STDPRD-PARTS'","$LESDIR/log/sync_prtmst.log","",0,"0 30 1 ? * *",0,0,"dcs_data"
"SYNC-RCVTRK","","Synchronizes Data For Dispatched Receive Trucks",1,"cron","archive production data where arc_nam = 'DISPATCHED-RCV-TRUCK'","$LESDIR/log/sync_rcvtrk.log","",0,"0 30 20 ? * *",0,0,"dcs_data"
"SYNC-RCVTRK-JOB1","","Synchronizes Data For Dispatched Receive Trucks",1,"cron","archive production data where arc_nam = 'DISPATCHED-RCV-TRUCK'","$LESDIR/log/sync_rcvtrk.log","",0,"0 0 2 ? * *",0,0,"dcs_data"
"SYNC-RCVTRK-JOB2","","Synchronizes Data For Dispatched Receive Trucks",1,"cron","archive production data where arc_nam = 'DISPATCHED-RCV-TRUCK-2'","$LESDIR/log/sync_rcvtrk.log","",0,"0 0 12 ? * *",0,0,"dcs_data"
"SYNC-RCVTRK-JOB3","","Synchronizes Data For Dispatched Receive Trucks",1,"cron","archive production data where arc_nam = 'DISPATCHED-RCV-TRUCK-P'","$LESDIR/log/sync_rcvtrk.log","",0,"0 0 5 ? * *",0,0,"dcs_data"
"SYNC-RETHDR","","Synchronizes Data For Returns Processing Operation Archive",0,"cron","archive production data where arc_nam = 'RETURNSPROCOPR-ARCHIVE'","$LESDIR/log/sync_rethdr.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-RFINVADJHST","","Synchronizes For Manual Count Device Inventory Adjust History ",0,"cron","archive production data where arc_nam = 'STDPRD-MANCNTRFINVADJHST'","$LESDIR/log/sync_rfinvadjhst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-RIMHDR","","Synchronizes Data For Receive Invoice Master ",0,"cron","archive production data where arc_nam = 'STDPRD-RIMSTS_CLSD'","$LESDIR/log/sync_rimhdt.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-SERVINSMST","","Synchronizes Data For Service Instruction Master",0,"cron","archive production data where arc_nam = 'STDPRD-SERVICE-INS-MST'","$LESDIR/log/sync_servinsmst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-SERVMST","","Synchronizes Data For Service Master",0,"cron","archive production data where arc_nam = 'STDPRD-SERVICE-MST'","$LESDIR/log/sync_servmst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-SERVRATEMST","","Synchronizes Data For Service Rate Master",0,"cron","archive production data where arc_nam = 'STDPRD-SERVICE-RATE'","$LESDIR/log/sync_servratemst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-SHIPMENT","","Synchronizes Data For Cancelled Shipments",1,"cron","archive production data where arc_nam = 'CANCELLED-SHIPMENTS'","$LESDIR/log/sync_shipment.log","",0,"0 0 22 ? * *",0,0,"dcs_data"
"SYNC-SHIPPED-LPN-ACT","","Synchronizes Data For Shipped LPN Activity",1,"cron","archive production data where arc_nam = 'SHIPPED-LPN-ACTIVITY'","$LESDIR/log/sync_shipped_lpn_act.log","",0,"0 30 22 ? * *",0,0,"dcs_data"
"SYNC-STO_ZONE","","Synchronizes Data For Storage Zone ",1,"cron","archive single table data where arc_nam = 'STDPRD-STO_ZONE' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_sto_zone.log","",0,"0 50 16 ? * 7",0,0,"dcs_data"
"SYNC-STPRDBOMHDR","","Synchronizes Data For Standard Pfroduction Bill Of Materials And Related Information",0,"cron","archive production data where arc_nam = 'STDPRD-BILL-OF-MATERIALS'","$LESDIR/log/sync_stprdbomhdr.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-SUPMST","","Synchronizes Data For Suppliers ",1,"cron","archive single table data where arc_nam = 'STDPRD-SUPPLIERS' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_supmst.log","",0,"0 20 0 ? * *",0,0,"dcs_data"
"SYNC-TEMPADRMST","","Synchronizes Data for Temporary Addresses",0,"cron","archive production data where arc_nam = 'TEMP-ADDRESS'","$LESDIR/log/sync_tempadrmst.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-TRACTORACT","","Synchronizes Data For Tractor Activity",1,"cron","archive single table data where arc_nam = 'TRACTOR-ACTIVITY' and arc_date_column = 'trndte' and arc_keep_days=1 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_powuntact.log","",0,"0 0 17 ? * 7",0,0,"dcs_data"
"SYNC-TRLR","","Synchronizes Data For Dispatched Orphaned Transport Equipments",0,"cron","archive production data where arc_nam = 'STDPRD-DSPTCHED-ORPHAN-TRLRS'","$LESDIR/log/sync_trlr.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-TRLRACT","","Synchronizes Data For Transport Equipment Activity",1,"cron","archive single table data where arc_nam = 'TRLR-ACTIVITY' and arc_date_column = 'trndte' and arc_keep_days=1 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_trlract.log","",0,"0 10 17 ? * 7",0,0,"dcs_data"
"SYNC-TRLRPLAN","","Synchronizes The Transport Equipment Plan",1,"cron","archive production data where arc_nam = 'STDPRD-TRAILER-LOAD'","$LESDIR/log/sync_trlrplan.log","",0,"0 45 16 ? * 7",0,0,"dcs_data"
"SYNC-TRNSP","","Synchronizes The Transportation Modes Between The Production And Archive Instances",1,"cron","archive single table data where arc_nam = 'STDPRD-TRNSP_MODE' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_trnsp.log","",0,"0 20 17 ? * 7",0,0,"dcs_data"
"SYNC-USRRCNT","","Synchronizes Data for User Recount",1,"cron","archive production data where arc_nam = 'STDPRD-USER_RECOUNT'","$LESDIR/log/sync_usrrrcnt.log","",0,"0 55 16 ? * 1",0,0,"dcs_data"
"SYNC-WAREHOUSE","","Synchronizes Data For Warehouse ",1,"cron","archive single table data where arc_nam = 'STDPRD-WAREHOUSE' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/sync_wh.log","",0,"0 30 17 ? * 7",0,0,"dcs_data"
"SYNC-WKOHDR","","Synchronizes Data For Work Order",0,"cron","archive production data where arc_nam = 'RCVTRK-WRKORDER-CLSD'
        |
        archive production data where arc_nam = 'WORK-ORDERS' ","$LESDIR/log/sync_wkohdr.log","",0,"0 0 1 ? * 1",0,0,"dcs_data"
"SYNC-WRKHST","","Synchronizes Data For  Work History",1,"cron","archive single table data where arc_nam = 'WORK-HISTORY' and arc_date_column = 'moddte' and arc_keep_days=10 and arc_purge_flg=1 and arc_local=0 and arc_max_batch_size=10000/* archive production data where arc_nam = 'WORK-HISTORY' */","$LESDIR/log/sync_wrkhst.log","",0,"0 0 5 ? * 2,3,4,5,6",0,0,"dcs_data"
"SYNC-WRKHST-TRF","","Synchronizes Data For Work History transfer",1,"cron","archive single table data where arc_nam = 'WORK-HISTORY' and arc_date_column = 'moddte' and arc_keep_days=0 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000/* archive production data where arc_nam = 'WORK-HISTORY' */","$LESDIR/log/sync_wrkhst_trf.log","",0,"0 0 1 ? * 2,3,4,5,6",0,0,"dcs_data"
"TELEMETRY-SENDER","","Telemetry Sender",0,"timer","run health checks | [[com.jda.mad.telemetry.config.TPlugin.postDeferredTelemetry();]]","","",0,"",300,99999,"moca_data"
"TOP-OFF-RPL","","Generate Top Off Replenishments",0,"cron","list warehouses | [select distinct mov_zone_id from rplcfg where wh_id = @wh_id] | create topoff replenishment where wh_id = @wh_id and mov_zone_id = @mov_zone_id catch (@?)","$LESDIR/log/top_off_rpl.log","",0,"0 0 19 * * ?",0,0,"dcs_data"
