pol_id,polcod,polvar,polval,srtseq,alw_mult,alw_del,ena_flg,allw_ovrd_flg,grp_nam,is_purged
"EMS-WMD-ASSET-UNKNOWN-LOC","EMS","EVENTS","WMD-ASSET-UNKNOWN-LOC",0,0,0,1,1,"dcs_data",0
"EMS-WMD-AUTO-CLOSE","EMS","EVENTS","WMD-AUTO-CLOSE",0,0,0,1,1,"dcs_data",0
"EMS-WMD-AUTO-WORK-ORDER-CREATED","EMS","EVENTS","WMD-AUTO-WORK-ORDER-CREATED",0,0,0,1,1,"dcs_data",0
"EMS-WMD-BTO-ORDER-PART-SHORTAGE-WITHOUT-SUBSTITUTE","EMS","EVENTS","WMD-BTO-ORDER-PART-SHORTAGE-WITHOUT-SUBSTITUTE",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CANCEL-NO-SUCC-REALLOC-FOR-SEQUENCE-ORDER","EMS","EVENTS","WMD-CANCEL-NO-SUCC-REALLOC-FOR-SEQUENCE-ORDER",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CANCEL-PICK","EMS","EVENTS","WMD-CANCEL-PICK",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CAR-CAP-WARN","EMS","EVENTS","WMD-CAR-CAP-WARN",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CARTONIZATION-FAILED","EMS","EVENTS","WMD-CARTONIZATION-FAILED",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CARTON-RESIZE","EMS","EVENTS","WMD-CARTON-RESIZE",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CARTON-WEIGHT-OUT-TOLERANCE","EMS","EVENTS","WMD-CARTON-WEIGHT-OUT-TOLERANCE",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CHANGE-AND-CREATE-ITEM-LOT","EMS","EVENTS","WMD-CHANGE-AND-CREATE-ITEM-LOT",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CHANGE-INVENTORY-STATUS","EMS","EVENTS","WMD-CHANGE-INVENTORY-STATUS",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CHANGE-INVENTORY-STATUS-ERROR","EMS","EVENTS","WMD-CHANGE-INVENTORY-STATUS-ERROR",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CLOSE-TRAILER","EMS","EVENTS","WMD-CLOSE-TRAILER",0,0,0,1,1,"dcs_data",0
"EMS-WMD-COUNT-BACK-DISCREPANCY","EMS","EVENTS","WMD-COUNT-BACK-DISCREPANCY",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CREATE-CAR-MOVE","EMS","EVENTS","WMD-CREATE-CAR-MOVE",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CSTMS-CONSIGNMNT-DTY-PROC","EMS","EVENTS","WMD-CSTMS-CONSIGNMNT-DTY-PROC",0,0,0,1,1,"dcs_data",0
"EMS-WMD-CUST-RECEIPT-DISCREPANCY","EMS","EVENTS","EMS-WMD-CUST-RECEIPT-DISCREPANCY",0,0,1,1,1,"dcs_data",0
"EMS-WMD-DELETE-DIRECTED-WORK","EMS","EVENTS","EMS-WMD-DELETE-DIRECTED-WORK",0,0,1,1,1,"dcs_data",0
"EMS-WMD-DFRD-SHIP-CHANGE","EMS","EVENTS","WMD-DFRD-SHIP-CHANGE",0,0,1,1,1,"dcs_data",0
"EMS-WMD-DFRD-SHIP-CHANGE-ERR","EMS","EVENTS","WMD-DFRD-SHIP-CHANGE-ERR",0,0,1,1,1,"dcs_data",0
"EMS-WMD-EARLY-TRLR","EMS","EVENTS","WMD-EARLY-TRLR",0,0,0,1,1,"dcs_data",0
"EMS-WMD-ERRORED-LOCATION","EMS","EVENTS","WMD-ERRORED-LOCATION",0,0,0,1,1,"dcs_data",0
"EMS-WMD-FAIL-BCKGRND-SERVICE","EMS","EVENTS","WMD-FAIL-BCKGRND-SERVICE",0,0,0,1,1,"dcs_data",0
"EMS-WMD-FAIL-INV-SERVICE","EMS","EVENTS","WMD-FAIL-INV-SERVICE",0,0,0,1,1,"dcs_data",0
"EMS-WMD-FAIL-NONINV-SERVICE","EMS","EVENTS","WMD-FAIL-NONINV-SERVICE",0,0,0,1,1,"dcs_data",0
"EMS-WMD-HOT-TRLR","EMS","EVENTS","WMD-HOT-TRLR",0,0,0,1,1,"dcs_data",0
"EMS-WMD-INTR-INV-UPDATE","EMS","EVENTS","WMD-INTR-INV-UPDATE",0,0,0,1,1,"dcs_data",0
"EMS-WMD-INT-TRANS-FAIL","EMS","EVENTS","WMD-INT-TRANS-FAIL",0,1,1,1,1,"dcs_data",0
"EMS-WMD-INVADJ-APPROVAL","EMS","EVENTS","WMD-INVADJ-APPROVAL",0,1,1,1,1,"dcs_data",0
"EMS-WMD-INVALID-ALLOC_RULE","EMS","EVENTS","WMD-INVALID-ALLOC_RULE",0,1,1,1,1,"dcs_data",0
"EMS-WMD-INVALID-DISTRO_TYP","EMS","EVENTS","WMD-INVALID-DISTRO_TYP",0,1,1,1,1,"dcs_data",0
"EMS-WMD-INV-OWNERSHIP-TRNS","EMS","EVENTS","WMD-INV-OWNERSHIP-TRNS",0,0,0,1,1,"dcs_data",0
"EMS-WMD-INV-RDT","EMS","EVENTS","WMD-INV-RDT",0,0,0,1,1,"dcs_data",0
"EMS-WMD-LATE-SHIP","EMS","EVENTS","WMD-LATE-SHIP",0,0,0,1,1,"dcs_data",0
"EMS-WMD-LATE-TRLR","EMS","EVENTS","WMD-LATE-TRLR",0,0,0,1,1,"dcs_data",0
"EMS-WMD-LM-COMM-ERROR","EMS","EVENTS","WMD-LM-COMM-ERROR",0,0,0,1,1,"dcs_data",0
"EMS-WMD-LOAD-AUDIT-COMPLETE","EMS","EVENTS","WMD-LOAD-AUDIT-COMPLETE",0,0,0,1,1,"dcs_data",0
"EMS-WMD-LOT-EXPIRING","EMS","EVENTS","WMD-LOT-EXPIRING",0,0,0,1,1,"dcs_data",0
"EMS-WMD-LOW-ASSET-ALERT-AT-LOC","EMS","EVENTS","WMD-LOW-ASSET-ALERT-AT-LOC",0,0,0,1,1,"dcs_data",0
"EMS-WMD-LOW-INVENTORY","EMS","EVENTS","WMD-LOW-INVENTORY",0,0,0,1,1,"dcs_data",0
"EMS-WMD-MANFST-ERROR","EMS","EVENTS","WMD-MANFST-ERROR",0,0,0,1,1,"dcs_data",0
"EMS-WMD-MANUAL-STAGE","EMS","EVENTS","WMD-MANUAL-STAGE",0,0,0,1,1,"dcs_data",0
"EMS-WMD-MISSING-RFID-TAG","EMS","EVENTS","WMD-MISSING-RFID-TAG",0,0,0,1,1,"dcs_data",0
"EMS-WMD-NEW-PART-CREATED","EMS","EVENTS","WMD-NEW-PART-CREATED",0,0,0,1,1,"dcs_data",0
"EMS-WMD-ORDER-AUTO-ALLOCATION","EMS","EVENTS","WMD-ORDER-AUTO-ALLOCATION",0,0,0,1,1,"dcs_data",0
"EMS-WMD-ORD-LATE-SHPDTE","EMS","EVENTS","WMD-ORD-LATE-SHPDTE",0,0,0,1,1,"dcs_data",0
"EMS-WMD-OVER-RCPT","EMS","EVENTS","WMD-OVER-RCPT",0,0,0,1,1,"dcs_data",0
"EMS-WMD-OVRCPT-THRES","EMS","EVENTS","EMS-WMD-OVRCPT-THRES",0,0,0,1,1,"dcs_data",0
"EMS-WMD-PURGE-SHPMNT-ERR","EMS","EVENTS","WMD-PURGE-SHPMNT-ERR",0,0,0,1,1,"dcs_data",0
"EMS-WMD-RF-OUTAUD-DISCREPANCY","EMS","EVENTS","WMD-RF-OUTAUD-DISCREPANCY",0,0,0,1,1,"dcs_data",0
"EMS-WMD-RPL-ORDER-CUT","EMS","EVENTS","WMD-RPL-ORDER-CUT",0,0,0,1,1,"dcs_data",0
"EMS-WMD-RPL-WORK-ORDER-CUT","EMS","EVENTS","WMD-RPL-WORK-ORDER-CUT",0,0,0,1,1,"dcs_data",0
"EMS-WMD-SHIPMENT-STATUS-CHANGE-NOTIFICATION","EMS","EVENTS","WMD-SHIPMENT-STATUS-CHANGE-NOTIFICATION",0,0,0,1,1,"dcs_data",0
"EMS-WMD-SHORT-SHIP","EMS","EVENTS","WMD-SHORT-SHIP",0,0,0,1,1,"dcs_data",0
"EMS-WMD-SLOW-MOVING-ASSETS","EMS","EVENTS","WMD-SLOW-MOVING-ASSETS",0,0,0,1,1,"dcs_data",0
"EMS-WMD-STALLED-SHIP","EMS","EVENTS","WMD-STALLED-SHIP",0,0,0,1,1,"dcs_data",0
"EMS-WMD-STRND-INTR-SHPMNT","EMS","EVENTS","WMD-STRND-INTR-SHPMNT",0,0,0,1,1,"dcs_data",0
"EMS-WMD-SUSPEND-DIRECTED-WORK","EMS","EVENTS","WMD-SUSPEND-DIRECTED-WORK",0,0,1,1,1,"dcs_data",0
"EMS-WMD-TMS-ORDER-ERROR","EMS","EVENTS","WMD-TMS-ORDER-ERROR",0,0,0,1,1,"dcs_data",0
"EMS-WMD-TRLR-DSCRPNCS","EMS","EVENTS","WMD-TRLR-DSCRPNCS",0,0,0,1,1,"dcs_data",0
"EMS-WMD-UNDR-RCPT","EMS","EVENTS","WMD-UNDR-RCPT",0,0,0,1,1,"dcs_data",0
"EMS-WMD-UNKNOWN-RFID-TAG","EMS","EVENTS","WMD-UNKNOWN-RFID-TAG",0,0,0,1,1,"dcs_data",0
"EMS-WMD-VOICE-PICK-ERROR","EMS","EVENTS","WMD-VOICE-PICK-ERROR",0,0,0,1,1,"dcs_data",0
"EMS-WMD-WORK-ORDER-AUTO-ALLOCATION","EMS","EVENTS","WMD-WORK-ORDER-AUTO-ALLOCATION",0,0,0,1,1,"dcs_data",0
"EMS-WMD-WORK-ORDER-WITH-UNASSIGNED-DETAIL-STARTED","EMS","EVENTS","WMD-WORK-ORDER-WITH-UNASSIGNED-DETAIL-STARTED",0,0,0,1,1,"dcs_data",0
"END-OF-DAY-START-TIME","LABOR-MANAGEMENT-SYSTEM","CONFIGURATION","END-OF-DAY-START-TIME",0,0,0,1,0,"dcs_data",0
"EXCLUDE-LANE-PRIORITY","SHIPPING","MISCELLANEOUS","EXCLUDE-LANE-PRIORITY",0,1,1,1,1,"dcs_data",0
"FEATURE-MLP-GOAL-TIMES-ENABLED","FEATURE","MLP-GOAL-TIMES","ENABLED",0,0,0,1,1,"dcs_data",0
"FEATURE-VOICE-DATE-VALIDATION-ENABLED","FEATURE","VOICE-DATE-VALIDATION","ENABLED",0,0,0,1,0,"dcs_data",0
"FEATURE-VOICE-QUANTITY-VERIFICATION-ENABLED","FEATURE","VOICE-QUANTITY-VERIFICATION","ENABLED",0,0,0,0,1,"dcs_data",0
"FORCE-PASSWORD-FORMAT-CHECK","SYSTEM-SECURITY","PASSWORD-FORMAT","FORCE-PASSWORD-FORMAT-CHECK",0,0,0,1,0,"mcs_policy",0
"GRID_EXPORT_CONVERT_VALUES","GRID_EXPORT","CONVERT_VALUES","ena_flg",0,0,0,1,0,"mcs_policy",0
"GRID_NON_EDIT_COLUMN_COLOR","GRID_NON_EDIT","COLUMN_COLOR","col_color",0,0,0,1,0,"mcs_policy",0
"GRID_NON_EDIT_COLUMN_ICON","GRID_NON_EDIT","DISP_ICON","ena_flg",0,0,0,1,0,"mcs_policy",0
"HELD-ALERT-LIMIT","EMS","MISCELLANEOUS","HELD-ALERT-LIMIT",0,0,0,1,0,"ems_data",0
"HOST-CURRENCY-DEFAULT","HOST-CURRENCY","","CURRENCY",0,1,1,1,1,"sal_data",0
"HOST-MU-AREA-DEFAULT","HOST-MU","","AREA",0,1,1,1,1,"sal_data",0
"HOST-MU-LINEAR-DEFAULT","HOST-MU","","LINEAR",0,1,1,1,1,"sal_data",0
"HOST-MU-MASS-DEFAULT","HOST-MU","","MASS",0,1,1,1,1,"sal_data",0
"HOST-MU-TEMPERATURE-DEFAULT","HOST-MU","","TEMPERATURE",0,1,1,1,1,"sal_data",0
"HOST-MU-VOLUME-DEFAULT","HOST-MU","","VOLUME",0,1,1,1,1,"sal_data",0
"IDENTIFY-CREATE-FOOTPRINT","IDENTIFY","MISCELLANEOUS","CREATE-FOOTPRINT",0,0,0,1,1,"dcs_data",0
"IDENTIFY-DEF-EXPDTE-FOR-RCV","IDENTIFY","MISCELLANEOUS","DEFAULT-EXPDTE-FOR-RCV",0,0,0,1,1,"dcs_data",0
"IDENTIFY-DEF-EXPDTE-FOR-WKO","IDENTIFY","MISCELLANEOUS","DEFAULT-EXPDTE-FOR-WKO",0,0,0,1,1,"dcs_data",0
"IDENTIFY-DEF-MANDTE-FOR-RCV","IDENTIFY","MISCELLANEOUS","DEFAULT-MANDTE-FOR-RCV",0,0,0,1,1,"dcs_data",0
"IDENTIFY-DEF-MANDTE-FOR-WKO","IDENTIFY","MISCELLANEOUS","DEFAULT-MANDTE-FOR-WKO",0,0,0,1,1,"dcs_data",0
"IDENTIFY-MISCELLANEOUS-LODNUM-MIN-AND-MAX","IDENTIFY","MISCELLANEOUS","LODNUM-MIN-AND-MAX",0,0,0,1,1,"dcs_data",0
"IDENTIFY-SSCC-SKIP-PREFIX","IDENTIFY","MISCELLANEOUS","SSCC-SKIP-PREFIX",0,0,0,1,1,"dcs_data",0
"IDENTIFY-VALIDATE-SSCC-LOAD","IDENTIFY","MISCELLANEOUS","SSCC-LOAD",0,0,0,1,1,"dcs_data",0
"INACTIVE_GRID_ROW_COLOR","INACTIVE_GRID","ROW_COLOR","row_color",0,0,0,1,0,"mcs_policy",0
"INVENTORY-ANALYSIS-RESERVABLE-STATUS","PCKRSVMGR","REPORTS","RESERVABLE-STATUSES",0,1,1,1,1,"dcs_data",0
"INVENTORY-CONSOLIDATION-DATE-SELECTION-EXPDTE","MOVE-INVENTORY","INVENTORY-CONSOLIDATION","DATE-SELECTION",0,0,0,1,0,"dcs_data",0
"INVENTORY-CONSOLIDATION-DATE-SELECTION-FIFDTE","MOVE-INVENTORY","INVENTORY-CONSOLIDATION","DATE-SELECTION",0,0,0,1,0,"dcs_data",0
"INVENTORY-GROUPING-GROUP-BY","INVENTORY","GROUPING","GROUP-BY",0,1,1,1,1,"dcs_data",0
"INVENTORY-MANAGEMENT-CONFIGURATION-STATUS-ROLE","INVENTORY-MANAGEMENT","CONFIGURATION","STATUS-ROLE",0,1,1,1,1,"dcs_data",0
"INVENTORY-RECOVER-FROM-LOST-LOCATION","INVENTORY","RECOVER-LOST-LPN","RECOVER-FROM-LOST-LOCATION",0,1,1,1,1,"dcs_data",0
"INVENTORY-RECOVER-FROM-STORAGE-LOCATION","INVENTORY","RECOVER-LOST-LPN","RECOVER-FROM-STORAGE-LOCATION",0,1,1,1,1,"dcs_data",0
"INVSNAP-ONHAND-BY-STS","SYSTEM-INFORMATION","REPORTS","INVSNAP-ONHAND-BY-STS",0,0,0,1,1,"dcs_data",0
"INVSNAP-PNDRCPT-BY-RIM","SYSTEM-INFORMATION","REPORTS","INVSNAP-PNDRCPT-BY-RIM",0,0,0,1,1,"dcs_data",0
"ITEM-VELOCITY-VELOCITY-RECALC-IGNORE-INV-STATUSES","ITEM-VELOCITY","VELOCITY-RECALC","IGNORE-INV-STATUSES",0,1,1,1,1,"dcs_data",0
"ITEM-VELOCITY-VELOCITY-RECALC-IGNORE-ORD-TYPES","ITEM-VELOCITY","VELOCITY-RECALC","IGNORE-ORD-TYPES",1,1,1,1,0,"dcs_data",0
"ITEM-VELOCITY-VELOCITY-RECALC-IGNORE-STATUSES","ITEM-VELOCITY","VELOCITY-RECALC","IGNORE-STATUSES",2,1,1,1,0,"dcs_data",0
"ITEM-VELOCITY-VELOCITY-RECALC-PERIOD","ITEM-VELOCITY","VELOCITY-RECALC","PERIOD",0,0,1,1,1,"dcs_data",0
"ITEM-VELOCITY-VELOCITY-RECALC-VELOCITY-LEVEL","ITEM-VELOCITY","VELOCITY-RECALC","VELOCITY-LEVEL",3,1,1,1,1,"dcs_data",0
"ITEM-VELOCITY-VELZON-RECALC-ENABLED","ITEM-VELOCITY","VELZON-RECALC","ENABLED",0,0,1,1,1,"dcs_data",0
"LABEL-PATH-OUTPUT","SYSTEM-INFORMATION","REPORTS","LABELS-PATH",0,1,1,1,0,"sal_data",0
"LABEL-PATH-SEARCH","SYSTEM-INFORMATION","REPORTS","REPORTS-PATH",0,1,1,1,0,"sal_data",0
"LABEL-SEQUENCE-STRATEGIES-DEF-STRATEGY","LABEL-SEQUENCE-STRATEGIES","MISCELLANEOUS","DEFAULT-STRATEGY",0,0,0,1,1,"dcs_data",0
"LABOR-MANAGEMENT-SYSTEM-BY-ORDER-LINE","LABOR-MANAGEMENT-SYSTEM","LABOR-PLANNING","BY-ORDER-LINE",0,0,0,1,1,"dcs_data",0
"LABOR-MANAGEMENT-SYSTEM-INSTALLED","LABOR-MANAGEMENT-SYSTEM","INSTALLED","INSTALLED",0,0,0,1,1,"dcs_data",0
"LABOR-MANAGEMENT-SYSTEM-ISTARTUP-DURATION","LABOR-MANAGEMENT-SYSTEM","CONFIGURATION","ISTARTUP-DURATION",0,0,0,1,1,"dcs_data",0
"LABOR-MANAGEMENT-SYSTEM-PROMPT-FOR-EOD","LABOR-MANAGEMENT-SYSTEM","CONFIGURATION","PROMPT-FOR-EOD",0,0,0,1,1,"dcs_data",0
"LDAP-AUTHORIZATION-ENABLED","SYSTEM-SECURITY","LDAP-AUTHORIZATION","ENABLED",0,0,0,1,0,"mcs_policy",0
"LICENSE-EXPIRE-WARN-TIME","SYSTEM-INFORMATION","LICENSE","EXPIRATION-WARNING-IN-DAYS",0,0,0,1,0,"mcs_policy",0
"LIST-PICKING-MISC-AUTO-CLOSE-SHIPMENTS-CARRIER","LIST-PICKING","MISCELLANEOUS","AUTO-CLOSE-SHIPMENTS-CARRIER",0,1,1,1,1,"dcs_data",0
"LIST-PICKING-MISCELLANEOUS-DEF-MAX-START-PALS","LIST-PICKING","MISCELLANEOUS","DEF-MAX-START-PALS",0,0,0,1,1,"dcs_data",0
"LIST-PICKING-MISCELLANEOUS-INC-FULL-PAL-STARTER","LIST-PICKING","MISCELLANEOUS","INC-FULL-PAL-STARTER",0,0,0,1,1,"dcs_data",0
"LIST-PICKING-MISCELLANEOUS-RF-DISPLAY","LIST-PICKING","MISCELLANEOUS","RF-DISPLAY",0,1,1,1,1,"dcs_data",0
"LIST-PICKING-MISCELLANEOUS-START-PALS-ORDER-BY","LIST-PICKING","MISCELLANEOUS","START-PALS-ORDER-BY",0,0,0,1,1,"dcs_data",0
"LMS-DEFER-WKO-PLANNING","LABOR-MANAGEMENT-SYSTEM","CONFIGURATION","DEFER-WKO-PLANNING",0,0,0,1,1,"dcs_data",0
"LMS-FUTURES-ENABLED","LABOR-MANAGEMENT-SYSTEM","FUTURES","ENABLED",0,1,1,1,1,"dcs_data",0
"LMS-LABOR-PLANNING-RELEASE-APPT-PICKS-BY-LABOR-EST","LABOR-MANAGEMENT-SYSTEM","LABOR-PLANNING","RELEASE-APPT-PICKS-BY-LABOR-ESTIMATE",0,1,1,1,1,"dcs_data",0
"LMS-LABOR-PLANNING-RELEASE-SHIP-PICKS-BY-LABOR-EST","LABOR-MANAGEMENT-SYSTEM","LABOR-PLANNING","RELEASE-SHIP-PICKS-BY-LABOR-ESTIMATE",0,1,1,1,1,"dcs_data",0
"LMS-RCV-PREPLAN-DAYS","LABOR-MANAGEMENT-SYSTEM","CONFIGURATION","RCV-PREPLAN-DAYS",0,0,0,1,1,"dcs_data",0
"LMS-WKO-PLANNING-INSTALLED","LABOR-MANAGEMENT-SYSTEM","WKO-PLANNING","INSTALLED",0,0,0,1,1,"dcs_data",0
"LOAD-IDENTIFIER","SHPADJOPR","MISCELLANEOUS","LOAD-IDENTIFIER",0,0,0,1,1,"dcs_data",0
"LOAD-STOP-BY-BUILDING","SHIPPING","MISCELLANEOUS","LOAD-STOP-BY-BUILDING",0,0,0,1,1,"dcs_data",0
"LOCATION-VALIDATION-DEFAULT","LOCATION-VALIDATION","CNT-LIMIT-STOLOCS-DTLNUMS","DEFAULT",0,0,0,1,1,"dcs_data",0
"LOG-INVENTORY-ACTIVITY-INSTALLED","LOG-INVACT-SYSTEM","INSTALLED","INSTALLED",0,0,0,1,1,"dcs_data",0
"LOTNUM-VALIDATION-INSTALLED","LOT-PROCESSING","LOT-VALIDATION","INSTALLED",0,0,0,1,1,"dcs_policy",0
"LOT-PARSING-INSTALLED","LOT-PARSING","INSTALLED","INSTALLED",0,0,0,1,1,"dcs_data",0
"LPN-MULTI-RCVINV","LPN-MULTI-RCVINV","INSTALLED","INSTALLED",0,0,0,1,0,"dcs_data",0
"MCS-LOGIN-FAILURE","EMS","EVENTS","MCS-LOGIN-FAILURE",0,0,0,1,0,"mcs_data",0
"MCS-USER-INTRUDER","EMS","EVENTS","MCS-USER-INTRUDER",0,0,0,1,0,"mcs_data",0
"MIXED-LOAD-PARMS-INDIV","STORE-DEF-AREA","MIXED-LOAD-PARMS","STORE-INDIVIDUALLY-IF-NOT-SAME",0,0,0,1,1,"dcs_data",0
"MIXED-SUPPLIER-TRUSTED","RDTALLOPR","MISCELLANEOUS","MIXED-SUPPLIER-TRUSTED",0,0,0,1,1,"dcs_data",0
"MOCA-REPORTS-PATH","SYSTEM-INFORMATION","REPORTS","MOCA-REPORTS-PATH",0,1,1,1,0,"sal_data",0
"MSG-CONTINUE-NEXT-CNTBAT","CYCLE-COUNTING","MISCELLANEOUS","MSG-CONTINUE-NEXT-CNTBAT",0,0,0,1,1,"dcs_data",0
"MSG-CONTINUE-NEXT-ZONE","RDTALLOPR","CLUSTER-PICK","MSG-CONTINUE-NEXT-ZONE",0,0,0,1,1,"dcs_data",0
"ORDACT-AUTOCOMMIT","ORDACT","NAMED-THREADPOOL","AUTOCOMMIT",0,0,0,1,1,"dcs_data",0
"ORDACT-BOOTSTRAP-MOCA-CONTEXT","ORDACT","NAMED-THREADPOOL","BOOTSTRAP-MOCA-CONTEXT",0,0,0,1,1,"dcs_data",0
"ORDACT-ENABLED","ORDACT","NAMED-THREADPOOL","ENABLED",0,0,0,1,1,"dcs_data",0
"ORDACT-LOGGING","ORDACT","LOGGING","DEFAULT-MODE",0,0,0,1,1,"dcs_data",0
"ORDACT-PROBE-REPORTING-INTERVAL-IN-SECONDS","ORDACT","NAMED-THREADPOOL","PROBE-REPORTING-INTERVAL-IN-SECONDS",0,0,0,1,1,"dcs_data",0
"ORDACT-SIZE","ORDACT","NAMED-THREADPOOL","SIZE",0,0,0,1,1,"dcs_data",0
"ORDER-CONSOLIDATION-DELTA-WEIGHT","ORDER-CONSOLIDATION","DEFAULT","DELTA-WEIGHT",0,0,0,1,1,"dcs_data",0
"ORDER-CONSOLIDATION-MAX-WEIGHT","ORDER-CONSOLIDATION","DEFAULT","MAX-WEIGHT",0,0,0,1,1,"dcs_data",0
"ORDER-CONSOLIDATION-TIME-WINDOW","ORDER-CONSOLIDATION","DEFAULT","WINDOW",0,0,0,1,1,"dcs_data",0
"ORDER-CONSOLIDATION-WITH-EXISTING-SHIPMENTS","ORDER-CONSOLIDATION","DEFAULT","CONSOLIDATE-WITH-EXISTING-SHIPMENTS",0,0,0,1,1,"dcs_data",0
"ORDER-DESTINATIONS-CARRIERS","ORDER-DESTINATIONS","CARRIERS","",0,1,1,1,1,"dcs_data",0
"ORDER-DESTINATIONS-DEF-DEST","ORDER-DESTINATIONS","MISCELLANEOUS","DEFAULT-DESTINATION",0,0,0,1,1,"dcs_data",0
"ORDER-DESTINATIONS-ORDER-TYPES","ORDER-DESTINATIONS","ORDER-TYPES","",0,1,1,1,1,"dcs_data",0
"ORDER-DESTINATIONS-PART-FAMILY","ORDER-DESTINATIONS","PART-FAMILY","",0,1,1,1,1,"dcs_data",0
"ORDER-DESTINATIONS-SELECT-TYPE","ORDER-DESTINATIONS","SELECT-TYPE","SELECT-TYPE",0,0,0,1,1,"dcs_data",0
"ORDER-PROCESSING-MASSUPDT-RESTRICTED","ORDER-PROCESSING","MASSUPDT","RESTRICTED",0,0,0,1,1,"dcs_data",0
"ORDER-PROCESSING-MASSUPDT-WARNINGS","ORDER-PROCESSING","MASSUPDT","WARNINGS",0,0,0,1,1,"dcs_data",0
"ORDER-PROCESSING-MISC-CAPTURE-REASON-CODE-ORD-CHG","ORDER-PROCESSING","MISCELLANEOUS","CAPTURE-REASON-CODE-ORD-CHG",0,0,1,1,1,"dcs_data",0
"ORDER-PROCESSING-MISC-PROP-ORDLIN-QTY-INC-TO-SHIP","ORDER-PROCESSING","MISCELLANEOUS","PROP-ORDLIN-QTY-INC-TO-SHIP",0,0,1,1,1,"dcs_data",0
"ORDER-PROCESSING-SEND-LINE-MEASUREMENTS-TO-TMS","ORDER-PROCESSING","MISCELLANEOUS","SEND-LINE-MEASUREMENTS-TO-TMS",0,0,0,0,1,"dcs_data",0
"OUTBOUND-WORK-SEQUENCING-INSTALLED","OUTBOUND-WORK-SEQUENCING","INSTALLED","INSTALLED",0,0,0,1,1,"dcs_data",0
"OUTBOUND-WORK-SEQUENCING-LOCK-OPRCOD","OUTBOUND-WORK-SEQUENCING","MISCELLANEOUS","LOCK-OPRCOD",0,0,0,1,1,"dcs_data",0
"OUTBOUND-WORK-SEQUENCING-RELEASE-TYPE","OUTBOUND-WORK-SEQUENCING","MISCELLANEOUS","WORK-RELEASE-TYPE",0,0,0,1,1,"dcs_data",0
"OUTBOUND-WORK-SEQUENCING-RETAIN-MANUAL-SEQUENCE","OUTBOUND-WORK-SEQUENCING","MISCELLANEOUS","RETAIN-MANUAL-SEQUENCE",0,0,0,1,1,"dcs_data",0
"OVER-RECEIVING_BY_CATCH_QTY","PRODUCT-OVERRECEIPT","BY-CATCH_QTY","CONFIGURATION",0,0,0,1,1,"dcs_data",0
"PACKOUT-AUTO-CLOSE-CARTON","PACKOUT","MISCELLANEOUS","AUTO-CLOSE-CARTON",0,0,0,0,1,"dcs_data",0
"PACKOUT-AUTO-PACK-SUBLINE","PACKOUT","MISCELLANEOUS","AUTO-PACK-SUBLINE",0,0,0,0,1,"dcs_data",0
"PACKOUT-CARTONIZATION-AUTOMATIC","PACKOUT","CARTONIZATION","AUTOMATIC",0,0,0,0,1,"dcs_data",0
"PACKOUT-CARTONIZATION-BREAK-ON","PACKOUT","CARTONIZATION","BREAK-ON",0,0,0,0,1,"dcs_data",0
"PACKOUT-CARTONIZATION-ORDER-BY","PACKOUT","CARTONIZATION","ORDER-BY",0,0,0,0,1,"dcs_data",0
"PACKOUT-CARTONIZATION-STRICT-BREAK-ON","PACKOUT","CARTONIZATION","STRICT-BREAK-ON",0,0,0,0,1,"dcs_data",0
"PACKOUT-COLOR-FLASH-INTERVAL","PACKOUT","MISCELLANEOUS","COLOR-FLASH-INTERVAL",0,0,0,0,1,"dcs_data",0
"PACKOUT-COLORS-HARD-ERROR","PACKOUT","COLORS","HARD-ERROR",0,0,0,0,1,"dcs_data",0
"PACKOUT-COLORS-INACTIVE","PACKOUT","COLORS","INACTIVE",0,0,0,0,1,"dcs_data",0
"PACKOUT-COLORS-SCAN-ERROR","PACKOUT","COLORS","SCAN-ERROR",0,0,0,0,1,"dcs_data",0
"PACKOUT-COLORS-SUCCESS","PACKOUT","COLORS","SUCCESS",0,0,0,0,1,"dcs_data",0
"PACKOUT-COLORS-WARNING","PACKOUT","COLORS","WARNING",0,0,0,0,1,"dcs_data",0
"PACKOUT-CONFIRMATION-METHOD","PACKOUT","MISCELLANEOUS","CONFIRMATION-METHOD",0,0,0,0,1,"dcs_data",0
"PACKOUT-CONFIRM-CLOSE","PACKOUT","MISCELLANEOUS","CONFIRM-CLOSE",0,0,0,0,1,"dcs_data",0
"PACKOUT-CUSTOM-FIELD-PARSE-CMD","PACKOUT","MISCELLANEOUS","CUSTOM-FIELD-PARSE-CMD",0,0,0,0,1,"dcs_data",0
